variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,2573567,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,2573567,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,2573567,45360,-0.02526050761225239,0.035682940142504185,-0.707915533623952,0.9750558694633917,0.9091930917879828,1.0456898068872647,-0.09519778515405912,0.04467676992955434,"-0.10, 0.04",0.47899771271196867
"age, degree = 2",Age,continuous,NA,level,Age²,2573567,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,2573567,45360,1.1284418657749538e-4,2.040029365157175e-4,0.553149814923381,1.0001128505537222,0.9997130469571684,1.0005128140390724,-2.869942217337219e-4,5.126825948887126e-4,"0.00, 0.00",0.5801608280727045
sex,Sex,dichotomous,NA,label,Sex,2573567,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,2573567,sexFemale,factor,2,FALSE,contr.treatment,treatment,1587131,28990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,2573567,sexMale,factor,2,FALSE,contr.treatment,treatment,986436,16370,-0.038427520669522826,0.010411733813732746,-3.690789772097146,0.9623014491770255,0.9428631357345292,0.9821405079824153,-0.058834143961056865,-0.018020897377988787,"-0.06, -0.02",2.235588506491238e-4
imd,Deprivation,categorical,NA,label,Deprivation,2573567,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,2573567,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,533909,8840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,2573567,imd2,factor,5,FALSE,contr.treatment,treatment,480853,8339,0.08658783908336692,0.015679534935084553,5.5223474064666185,1.0904471473890054,1.0574459455537528,1.1244782641122482,0.055856515316263636,0.11731916285047021,"0.06, 0.12",3.345002691657401e-8
imd,Deprivation,categorical,FALSE,level,3,2573567,imd3,factor,5,FALSE,contr.treatment,treatment,551561,9814,0.19617895163914337,0.015592250639202228,12.581823893075951,1.2167446242980895,1.1801230373095952,1.2545026526500314,0.16561870194838538,0.22673920132990136,"0.17, 0.23",2.6582082103884704e-36
imd,Deprivation,categorical,FALSE,level,4,2573567,imd4,factor,5,FALSE,contr.treatment,treatment,513249,9531,0.2751769427561272,0.015727704946613883,17.49631899188011,1.3167636460444319,1.2767926709182058,1.3579859432442665,0.24435120750129155,0.30600267801096287,"0.24, 0.31",1.5283288755143672e-68
imd,Deprivation,categorical,FALSE,level,5 least deprived,2573567,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,493995,8836,0.29315634177648636,0.016422441654365218,17.850959555612917,1.3406523740217244,1.2981873529692782,1.3845064688537447,0.26096894759572015,0.3253437359572526,"0.26, 0.33",2.8411262289323184e-71
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,2573567,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
