variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,6798787,age,integer,NA,NA,NA,NA,6798787,125068,0.5104240512487349,0.027513921728592117,18.551483001360317,1.6659975135036593,1.5785358743004945,1.7583051232397997,0.4564977555872404,0.56435034691022945,"0.46, 0.56",7.93327124165589e-77
I(age * age),Age-squared,continuous,NA,label,Age-squared,6798787,I(age * age),integer,NA,NA,NA,NA,6798787,125068,-0.0031369463846591186,1.5956623366415005e-4,-19.659211805811395,0.9968679686908649,0.996556252890132,0.9971797819941123,-0.0034496904557895555,-0.002824202313528682,"0.00, 0.00",4.8215975318824415e-86
sex,Sex,dichotomous,NA,label,Sex,6798787,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,6798787,sexFemale,factor,2,FALSE,contr.treatment,treatment,4026818,69796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,6798787,sexMale,factor,2,FALSE,contr.treatment,treatment,2771969,55272,0.12826125699284022,0.005944947075600289,21.574835799507785,1.136849973907962,1.1236804061048726,1.150173889437663,0.11660937483466693,0.1399131391510135,"0.12, 0.14",3.0957765515878433e-103
imd,Deprivation,categorical,NA,label,Deprivation,6798787,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,6798787,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,945974,14333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,6798787,imd2,factor,5,FALSE,contr.treatment,treatment,1190597,20491,0.10793543437273924,0.011522107285534823,9.367681770177962,1.113975818517015,1.0891009278782875,1.1394188476711453,0.08535251906708442,0.13051834967839404,"0.09, 0.13",7.414305085542292e-21
imd,Deprivation,categorical,FALSE,level,3,6798787,imd3,factor,5,FALSE,contr.treatment,treatment,1556383,28271,0.13649473330230713,0.010947573216412569,12.468035664531993,1.1462488408137446,1.1219159395200917,1.1711094911699695,0.11503788408002319,0.15795158252459107,"0.12, 0.16",1.1154182759985064e-35
imd,Deprivation,categorical,FALSE,level,4,6798787,imd4,factor,5,FALSE,contr.treatment,treatment,1566223,30375,0.19959439384535108,0.01088071629830137,18.34386527259336,1.220907450140936,1.195146272638933,1.2472239055043042,0.1782685817746824,0.22092020591601974,"0.18, 0.22",3.695621801038896e-75
