term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,8753123.777116993,152505.7683334355,-0.034027582866786234,0.060860384957088655,-0.5591088996689447,0.5760874013271406,-0.15331174546792325,0.08525657973435077,0.9665448441921423,0.8578622454541661,1.088996445274063
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,8753123.777116993,152505.7683334355,1.566226037848288e-4,3.482497068691921e-4,0.44974224154525605,0.6528963090986151,-5.259342793054187e-4,8.391794868750763e-4,1.0001566348697453,0.9994742039998846,1.0008395316964962
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,5380635.865135823,96739.85296462076,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,3372487.9119811114,55765.91536881476,-0.025231314387917116,0.017831203529315602,-1.4150090512081965,0.15706584224625142,-0.060179831106379186,0.009717202330544957,0.9750843349036254,0.9415951902532812,1.0097645676362166
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,2124621.7867128626,34681.94729903734,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,1780028.31191367,30598.953522594886,0.04845572144109188,0.02493640339911182,1.9431720230680005,0.051995377181120725,-4.187311251294609e-4,0.09733017400731322,1.0496488938509647,0.9995813565305129,1.1022242393422648
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,1730979.3872248477,30779.95329266049,0.17124712143018586,0.026017046864920613,6.582112194335258,4.6381136785392484e-11,0.12025464659085075,0.22223959626952097,1.1867839925443993,1.127784001368131,1.2488705667494895
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,1631374.5377092424,30705.953353976332,0.2764519278044905,0.02586640542065919,10.687682471090152,1.162392213026571e-26,0.2257547047704869,0.32714915083849416,1.318443570717215,1.253268206858244,1.3870083352095892
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,1486119.75355632,25738.96086516647,0.26572998712204354,0.028652025115214624,9.274387623684484,1.7864225347651052e-20,0.2095730498120858,0.3218869244320013,1.3043828109766102,1.2331514533026235,1.3797287535237612
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,7891903.077196689,142835.78298792077,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,117342.82445275615,1136.9982831565394,-0.8698524592468907,0.09771310751841587,-8.902106189622009,5.47968062746798e-19,-1.0613666308004757,-0.6783382876933056,0.41901336623488156,0.34598265653557275,0.5074595439018351
