variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,13523663,age,integer,NA,NA,NA,NA,13523663,2548,0.04127917683250183,0.11677411517720282,0.353495950449818,1.042143007120842,0.828951289893057,1.3101638908493454,-0.18759388324134774,0.27015223690635143,"-0.19, 0.27",0.7237166641366448
I(age * age),Age-squared,continuous,NA,label,Age-squared,13523663,I(age * age),integer,NA,NA,NA,NA,13523663,2548,3.877962353391653e-4,6.578351698442361e-4,0.5895036524590023,1.00038787143802,0.9990988692570706,1.0016785366441951,-9.015370053193265e-4,0.001677129475997657,"0.00, 0.00",0.5555234627167882
sex,Sex,dichotomous,NA,label,Sex,13523663,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,13523663,sexFemale,factor,2,FALSE,contr.treatment,treatment,7759178,1308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,13523663,sexMale,factor,2,FALSE,contr.treatment,treatment,5764485,1240,0.29280987082376836,0.04088343890781138,7.162065585628188,1.3401879573745183,1.2369885078161686,1.4519971283020248,0.2126798030003145,0.3729399386472222,"0.21, 0.37",7.947038185302026e-13
imd,Deprivation,categorical,NA,label,Deprivation,13523663,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,13523663,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,1725771,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,13523663,imd2,factor,5,FALSE,contr.treatment,treatment,2291391,506,0.03036691323483514,0.06899925838966135,0.4401049220463104,1.030832690731041,0.9004423394067587,1.180104477294887,-0.10486914816887424,0.16560297463854454,"-0.10, 0.17",0.6598611172096024
imd,Deprivation,categorical,FALSE,level,3,13523663,imd3,factor,5,FALSE,contr.treatment,treatment,3059613,534,-0.18530977674095783,0.06905796323539201,-2.6833947608519546,0.8308468669486211,0.7256692855208868,0.9512687529868875,-0.3206608975280173,-0.04995865595389837,"-0.32, -0.05",0.0072878908379114815
imd,Deprivation,categorical,FALSE,level,4,13523663,imd4,factor,5,FALSE,contr.treatment,treatment,3203198,576,-0.10780905480508784,0.06808425978876778,-1.5834651818139274,0.8977990104716167,0.7856438141626101,1.0259650094272645,-0.24125175190514128,0.025633642294965592,"-0.24, 0.03",0.11331547656022167
