variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,4376465,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,4376465,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,4376465,68459,0.5529195683744114,0.03667873295647949,15.074663812146085,1.7383207627773616,1.6177407429793524,1.8678883420700467,0.48103057278114925,0.6248085639676735,"0.48, 0.62",2.3772284424614534e-51
"age, degree = 2",Age,continuous,NA,level,Age²,4376465,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,4376465,68459,-0.0033692602121008376,2.125079119888631e-4,-15.85475185637987,0.9966364093758612,0.9962213889194851,0.9970516027275205,-0.0037857680660288166,-0.0029527523581728585,"0.00, 0.00",1.3034140883765198e-56
sex,Sex,dichotomous,NA,label,Sex,4376465,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,4376465,sexFemale,factor,2,FALSE,contr.treatment,treatment,2603568,38080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,4376465,sexMale,factor,2,FALSE,contr.treatment,treatment,1772897,30379,0.12423589392529283,0.008085854003328709,15.364597712764608,1.1322829381650015,1.1144799809186394,1.150370283908369,0.10838791129451955,0.1400838765560661,"0.11, 0.14",2.827884932559796e-53
imd,Deprivation,categorical,NA,label,Deprivation,4376465,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,4376465,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,610649,7965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,4376465,imd2,factor,5,FALSE,contr.treatment,treatment,770612,11163,0.0793451600766388,0.015407097037546488,5.149909803467699,1.0825779202689416,1.050375589796745,1.115767507202459,0.04914780477673393,0.10954251537654368,"0.05, 0.11",2.606117567595135e-7
imd,Deprivation,categorical,FALSE,level,3,4376465,imd3,factor,5,FALSE,contr.treatment,treatment,997869,15362,0.11946286920207987,0.014717470232210678,8.117079043966623,1.1268914009134905,1.094849770103194,1.1598707549923288,0.0906171576034066,0.14830858080075313,"0.09, 0.15",4.775377604361295e-16
