term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,9033441,156379,-0.02973493890409155,0.059599868905029746,-0.4989094682653264,0.6178431635093065,-0.14654853544125848,0.08707865763307539,0.9707027949986448,0.8636838120425353,1.0909824904438241
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,9033441,156379,1.32791422822972e-4,3.4091692471882953e-4,0.38951255627009845,0.6968970240593595,-5.353934713460866e-4,8.009763169920306e-4,1.0001328002399943,0.9994647498261638,1.0008012971841855
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,5550835,99307,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,3482606,57072,-0.02878030222694532,0.017597246309242996,-1.6355003346079435,0.10194420460073304,-0.06327027122014198,0.005709666766251332,0.9716299059460072,0.9386897385810481,1.0057259979806783
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,2186717,35541,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,1850993,31627,0.05073250372843996,0.02463911685860971,2.059022813989876,0.039492053044234504,0.0024407220746912664,0.09902428538218866,1.052041438478507,1.0024437030615743,1.104093112556509
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,1777820,31464,0.17606436133057526,0.025749466980045963,6.83759246228331,8.053510962316642e-12,0.12559633342858184,0.2265323892325687,1.192514808020572,1.1338243888904684,1.2542432331517972
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,1682150,31315,0.2664840623592922,0.02562654654645651,10.398750447166282,2.5120565293271725e-25,0.21625695408009812,0.3167111706384862,1.3053667847027446,1.241421326296425,1.3726060657333243
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,1535761,26432,0.2580288536463931,0.02823222070303434,9.139516737295153,6.273202805271317e-20,0.20269471786485974,0.3133629894279265,1.2943761655576183,1.2246985325895332,1.3680180169899565
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,8138979,146332,0,NA,NA,NA,NA,NA,NA,NA,NA
