variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,8401587,age,integer,NA,NA,NA,NA,8401587,125310,0.500142903106238,0.027620060875402974,18.107958029579866,1.6489568949263478,1.562064866711653,1.740682412919964,0.4460085785396443,0.5542772276728316,"0.45, 0.55",2.7579016139518816e-73
I(age * age),Age-squared,continuous,NA,label,Age-squared,8401587,I(age * age),integer,NA,NA,NA,NA,8401587,125310,-0.0030814430069523056,1.6012822639755787e-4,-19.243596686706955,0.9969232997657717,0.9966104689106765,0.9972362288168489,-0.003395288563599795,-0.002767597450304816,"0.00, 0.00",1.5973065149751377e-82
sex,Sex,dichotomous,NA,label,Sex,8401587,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,8401587,sexFemale,factor,2,FALSE,contr.treatment,treatment,5033292,69933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,8401587,sexMale,factor,2,FALSE,contr.treatment,treatment,3368295,55377,0.13161589187559336,0.0060049555527103065,21.917879444784433,1.140670094459219,1.127323676023237,1.154174521538909,0.11984639526351734,0.14338538848766938,"0.12, 0.14",1.7544145405613855e-106
imd,Deprivation,categorical,NA,label,Deprivation,8401587,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,8401587,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,1176218,14371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,8401587,imd2,factor,5,FALSE,contr.treatment,treatment,1469679,20538,0.09871313415224756,0.011502418947833631,8.58194564116787,1.1037496260674604,1.079144726267873,1.1289155267035542,0.07616880727940253,0.12125746102509258,"0.08, 0.12",9.328172228392246e-18
imd,Deprivation,categorical,FALSE,level,3,8401587,imd3,factor,5,FALSE,contr.treatment,treatment,1928297,28317,0.12016083625082301,0.010954003141860543,10.969582050933539,1.1276782085297934,1.1037256202752435,1.15215060576001,0.09869138460623775,0.14163028789540827,"0.10, 0.14",5.351920662607382e-28
imd,Deprivation,categorical,FALSE,level,4,8401587,imd4,factor,5,FALSE,contr.treatment,treatment,1934941,30431,0.17642443670796132,0.01089646609224278,16.190977443004048,1.192944280556711,1.1677370791610029,1.218695613858088,0.15506775560840358,0.19778111780751906,"0.16, 0.20",5.839357562999061e-59
imd,Deprivation,categorical,FALSE,level,5 least deprived,8401587,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,1892452,31653,0.23177055010557274,0.01081667695900348,21.427149112801583,1.260830398234396,1.2343817689930532,1.287845732207061,0.21057025283352168,0.25297084737762376,"0.21, 0.25",7.461104660532742e-102
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,8401587,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,8401587,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,7929983,121165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,8401587,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,120196,734,-0.749754394636969,0.03769264310448561,-19.8912661168021,0.47248258274789706,0.43883551482752714,0.5087094901329077,-0.8236306176038828,-0.6758781716700553,"-0.82, -0.68",4.843659772913474e-88
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,8401587,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,254812,2588,-0.3274663317989556,0.021114928373518946,-15.508758827221213,0.7207475571407006,0.6915285574168466,0.7512011406510171,-0.3688508309471957,-0.2860818326507156,"-0.37, -0.29",3.0267313099821846e-54
ethnicity,Ethnicity,categorical,FALSE,level,Mixed,8401587,ethnicityMixed,factor,5,FALSE,contr.treatment,treatment,32340,267,-0.509714092656207,0.06117023966229776,-8.332713676947861,0.6006672894536605,0.5328019183157348,0.6771769774406093,-0.6296055593199942,-0.3898226259924199,"-0.63, -0.39",7.901008201406357e-17
ethnicity,Ethnicity,categorical,FALSE,level,Other,8401587,ethnicityOther,factor,5,FALSE,contr.treatment,treatment,64256,556,-0.4311857283816415,0.04471993340939226,-9.641913471433796,0.649738224738714,0.5952134565576196,0.7092577562479024,-0.5188351872550798,-0.34353626950820315,"-0.52, -0.34",5.318715562153932e-22
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,8401587,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,8401587,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,6951385,103376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),8401587,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,1047003,16534,0.01424052053735373,0.008815580630989084,1.61538089587594,1.014342399779981,0.9969669091402128,1.0320207165940232,-0.003037700002193753,0.03151874107690121,"0.00, 0.03",0.10622823476592351
bmi,Body Mass Index,categorical,FALSE,level,Obese II (35-39.9),8401587,bmiObese II (35-39.9),factor,4,FALSE,contr.treatment,treatment,304952,4233,-0.09752550840693924,0.016398284549563803,-5.947299433191835,0.9070792031152514,0.8783891541938484,0.9367063297580522,-0.12966555553232392,-0.06538546128155456,"-0.13, -0.07",2.7260247110803853e-9
bmi,Body Mass Index,categorical,FALSE,level,Obese III (40+),8401587,bmiObese III (40+),factor,4,FALSE,contr.treatment,treatment,98247,1167,-0.230072014812976,0.03090251844403604,-7.445089474815222,0.7944763863747757,0.7477849532519945,0.8440832163875028,-0.29063983799487136,-0.16950419163108063,"-0.29, -0.17",9.687873590577508e-14
chronic_cardiac_disease,Chronic cardiac disease,continuous,NA,label,Chronic cardiac disease,8401587,chronic_cardiac_disease,integer,NA,NA,NA,NA,8401587,125310,-0.003055592382172855,0.01966310306044215,-0.15539726221137684,0.99694907118903,0.9592586176051021,1.0361204291560833,-0.041594566204938774,0.035483381440593056,"-0.04, 0.04",0.8765081423874387
heart_failure,Heart failure,continuous,NA,label,Heart failure,8401587,heart_failure,integer,NA,NA,NA,NA,8401587,125310,-0.10946488989420587,0.0137393734325238,-7.9672403135270295,0.8963136334761599,0.8724991780298774,0.9207780933035163,-0.13639356699209898,-0.08253621279631276,"-0.14, -0.08",1.6225694876029003e-15
other_heart_disease,Other heart disease,continuous,NA,label,Other heart disease,8401587,other_heart_disease,integer,NA,NA,NA,NA,8401587,125310,-0.020024334359290435,0.018272242753512403,-1.0958881528345081,0.9801748210902784,0.9456930140337226,1.015913901913523,-0.055837272072947725,0.015788603354366854,"-0.06, 0.02",0.27312772427418447
dialysis,Dialysis,continuous,NA,label,Dialysis,8401587,dialysis,integer,NA,NA,NA,NA,8401587,125310,-0.20123211072399141,0.07641498521396167,-2.6334116294146006,0.8177226073381801,0.7039818322483374,0.9498402258711567,-0.351002729622517,-0.051461491825465805,"-0.35, -0.05",0.0084531830129058
diabetes,Diabetes,continuous,NA,label,Diabetes,8401587,diabetes,integer,NA,NA,NA,NA,8401587,125310,-0.029291387604933522,0.0069032821120775375,-4.2431103248246504,0.9711334469855264,0.958082323606652,0.9843623544830029,-0.04282157191972509,-0.015761203290141954,"-0.04, -0.02",2.2044299328729223e-5
chronic_liver_disease,Chronic liver disease,continuous,NA,label,Chronic liver disease,8401587,chronic_liver_disease,integer,NA,NA,NA,NA,8401587,125310,-0.1504703558648896,0.039452662415260464,-3.813946807470388,0.8603032325746729,0.7962865636861611,0.9294664580955235,-0.2277961532930171,-0.07314455843676208,"-0.23, -0.07",1.3676491711199352e-4
current_copd,COPD,continuous,NA,label,COPD,8401587,current_copd,integer,NA,NA,NA,NA,8401587,125310,-0.030792261954410333,0.010236762347646946,-3.0080078943601087,0.9696769909571779,0.9504155704353834,0.9893287694782078,-0.05085594747409403,-0.010728576434726633,"-0.05, -0.01",0.0026296630689182044
cystic_fibrosis,Cystic fibrosis,continuous,NA,label,Cystic fibrosis,8401587,cystic_fibrosis,integer,NA,NA,NA,NA,8401587,125310,0.13002363444227574,0.17386959813590058,0.7478227121721774,1.1388552992163792,0.8099728779322279,1.6012775586564154,-0.21075451591054187,0.4708017847950934,"-0.21, 0.47",0.45456710070556966
other_resp_conditions,Other respiratory conditions,continuous,NA,label,Other respiratory conditions,8401587,other_resp_conditions,integer,NA,NA,NA,NA,8401587,125310,-0.10044241621806796,0.014152967134800064,-7.096915810049105,0.9044371918273166,0.8796935048882145,0.9298768598552163,-0.12818172207665512,-0.0727031103594808,"-0.13, -0.07",1.2757171675383378e-12
lung_cancer,Lung Cancer,continuous,NA,label,Lung Cancer,8401587,lung_cancer,integer,NA,NA,NA,NA,8401587,125310,-0.1234493545812204,0.0369079416670568,-3.344791093874751,0.8838664038947277,0.8221868560263066,0.9501730831717433,-0.19578759099215692,-0.051111118170283895,"-0.20, -0.05",8.234456830403576e-4
haematological_cancer,Haematological cancer,continuous,NA,label,Haematological cancer,8401587,haematological_cancer,integer,NA,NA,NA,NA,8401587,125310,0.019574409597976544,0.022107608376948872,0.8854150690667363,1.0197672445083044,0.9765242390426587,1.0649251615009132,-0.023755706605159237,0.06290452580111233,"-0.02, 0.06",0.37593280795228295
cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",continuous,NA,label,"Cancer excl. lung, haemo",8401587,cancer_excl_lung_and_haem,integer,NA,NA,NA,NA,8401587,125310,0.011569113318599267,0.007742594004711665,1.49421670716029,1.0116362943350545,0.9964004020639818,1.0271051576214087,-0.0036060920775513386,0.026744318714749873,"0.00, 0.03",0.13511898719068496
chemo_or_radio,Chemo- or radio-therapy,continuous,NA,label,Chemo- or radio-therapy,8401587,chemo_or_radio,integer,NA,NA,NA,NA,8401587,125310,0.0035459519931370256,0.016561214726718877,0.2141118300589508,1.0035522463184987,0.9715005612873726,1.036661378513601,-0.02891343241146632,0.03600533639774037,"-0.03, 0.04",0.8304598506628098
solid_organ_transplantation,Solid organ transplant,continuous,NA,label,Solid organ transplant,8401587,solid_organ_transplantation,integer,NA,NA,NA,NA,8401587,125310,0.25318801254927786,0.11648146547481206,2.1736334747954147,1.2881254378166187,1.0252008405048456,1.6184800850662329,0.024888535352200536,0.4814874897463552,"0.02, 0.48",0.029732672360514887
permanant_immunosuppression,Permanent immunosuppression,continuous,NA,label,Permanent immunosuppression,8401587,permanant_immunosuppression,integer,NA,NA,NA,NA,8401587,125310,0.08180564848853868,0.10198840328475334,0.8021073558739412,1.0852448703511515,0.8886178963087505,1.3253800463796597,-0.11808794879032437,0.28169924576740174,"-0.12, 0.28",0.4224908603048215
asplenia,Asplenia,continuous,NA,label,Asplenia,8401587,asplenia,integer,NA,NA,NA,NA,8401587,125310,-0.06245370243932445,0.06308019080057209,-0.9900683819548315,0.9394565563535654,0.8302000322257396,1.0630915285675608,-0.18608860454636056,0.061181199667711655,"-0.19, 0.06",0.3221406963731522
dmards,DMARDS,continuous,NA,label,DMARDS,8401587,dmards,integer,NA,NA,NA,NA,8401587,125310,-0.005744475759011656,0.017020827547003202,-0.33749685455353,0.9942719921935205,0.9616500337948395,1.028000582040615,-0.03910468473820516,0.02761573322018184,"-0.04, 0.03",0.7357423829060745
dementia,Dementia,continuous,NA,label,Dementia,8401587,dementia,integer,NA,NA,NA,NA,8401587,125310,-0.42134874473516076,0.012235490339756577,-34.4366047485714,0.656161228728484,0.6406129253069951,0.672086904709496,-0.4453298651342714,-0.3973676243360501,"-0.45, -0.40",7.145608309217196e-260
other_neuro_conditions,Other neurological conditions,continuous,NA,label,Other neurological conditions,8401587,other_neuro_conditions,integer,NA,NA,NA,NA,8401587,125310,-0.3023846566126635,0.021789573842157836,-13.877492914873738,0.7390537283033581,0.7081555991800402,0.7712999995361598,-0.3450914365817689,-0.2596778766435581,"-0.35, -0.26",8.672463121392267e-44
LD_incl_DS_and_CP,"Learning disability, incl. DS and CP",continuous,NA,label,"Learning disability, incl. DS and CP",8401587,LD_incl_DS_and_CP,integer,NA,NA,NA,NA,8401587,125310,-0.9838824340334941,0.13774660613798664,-7.1426981877716615,0.37385680319829173,0.28540078567384086,0.48972853724858223,-1.2538608210565718,-0.7139040470104163,"-1.3, -0.71",9.151642495493505e-13
