variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,2443102,age,integer,NA,NA,NA,NA,2443102,44713,-0.06218028194991042,0.03396002492608585,-1.8309845792294346,0.939713458144493,0.8792019062602994,1.0043897506705812,-0.1287407077191212,0.004380143819300353,"-0.13, 0.00",0.06710284480033496
I(age * age),Age-squared,continuous,NA,label,Age-squared,2443102,I(age * age),integer,NA,NA,NA,NA,2443102,44713,3.5052971836104944e-4,1.9383995871110032e-4,1.8083460226251906,1.0003505911610817,0.9999706108123932,1.0007307158990792,-2.9389619477438204e-5,7.304490561995371e-4,"0.00, 0.00",0.07055266320205004
sex,Sex,dichotomous,NA,label,Sex,2443102,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,2443102,sexFemale,factor,2,FALSE,contr.treatment,treatment,1483675,28324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,2443102,sexMale,factor,2,FALSE,contr.treatment,treatment,959427,16389,-0.06275814527229484,0.010328660427409255,-6.076116618739155,0.9391705890706502,0.9203493546368583,0.9583767195918105,-0.08300194771856106,-0.042514342826028624,"-0.08, -0.04",1.2312788039286949e-9
imd,Deprivation,categorical,NA,label,Deprivation,2443102,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,2443102,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,381175,6652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,2443102,imd2,factor,5,FALSE,contr.treatment,treatment,449351,7909,0.07885513810138706,0.017047125175447538,4.625714734291958,1.0820475632519966,1.0464917576034405,1.118811419806002,0.04544338671756384,0.11226688948521027,"0.05, 0.11",3.733088106005141e-6
imd,Deprivation,categorical,FALSE,level,3,2443102,imd3,factor,5,FALSE,contr.treatment,treatment,564164,10384,0.15836572855018613,0.01655606530485608,9.565420625861853,1.1715946019576928,1.1341873880260622,1.2102355623309606,0.12591643682697506,0.1908150202733972,"0.13, 0.19",1.117461425274398e-21
imd,Deprivation,categorical,FALSE,level,4,2443102,imd4,factor,5,FALSE,contr.treatment,treatment,540614,10185,0.20832135805418173,0.01672500399642528,12.455683603944566,1.2316088933984344,1.1918907986549712,1.2726505381280466,0.1755409525798997,0.24110176352846374,"0.18, 0.24",1.3023078138521514e-35
imd,Deprivation,categorical,FALSE,level,5 least deprived,2443102,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,507798,9583,0.2440820823277833,0.017040730132132108,14.323452131170166,1.2764491001029623,1.234520783223716,1.3198014381734404,0.21068286499853792,0.2774812996570287,"0.21, 0.28",1.5616891834359234e-46
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,2443102,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,2443102,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,2248876,42631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
