variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,4071121,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,4071121,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,32155796.345834974,615913.9901186702,0.4844905766629267,0.039498981930555004,12.265900359526535,1.6233478269020143,1.502415272245826,1.7540144963837332,0.40707399465304056,0.5619071586728128,"0.41, 0.56",1.3806898574447396e-34
"age, degree = 2",Age,continuous,NA,level,Age²,4071121,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,32155796.345834974,615913.9901186702,-0.0029501467307144077,2.291412018531283e-4,-12.874798189307532,0.9970542006759386,0.9966065156935477,0.9975020867626172,-0.003399255233720762,-0.0025010382277080535,"0.00, 0.00",6.240197224099341e-38
sex,Sex,dichotomous,NA,label,Sex,4071121,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,4071121,sexFemale,factor,2,FALSE,contr.treatment,treatment,19299922.372541513,349787.14851368824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,4071121,sexMale,factor,2,FALSE,contr.treatment,treatment,12855873.973293444,266126.8416049818,0.10824549363154798,0.008509066681619878,12.721194659969594,1.114321270586174,1.095891326979049,1.133061156258721,0.09156802939352326,0.12492295786957269,"0.09, 0.12",4.509129545938019e-37
imd,Deprivation,categorical,NA,label,Deprivation,4071121,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,4071121,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,6394873.668805096,101532.17276465749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,4071121,imd2,factor,5,FALSE,contr.treatment,treatment,6244227.137151941,113593.07554928913,0.12494091285385552,0.01416733457054666,8.818942775135898,1.133081500536613,1.102051504945515,1.164985194518451,0.09717344733865484,0.1527083783690562,"0.10, 0.15",1.1554546850325795e-18
imd,Deprivation,categorical,FALSE,level,3,4071121,imd3,factor,5,FALSE,contr.treatment,treatment,6632358.2159205945,128298.9567853366,0.16798526244972461,0.013802846088766786,12.170335115627827,1.1829191771885024,1.1513465624310664,1.2153575868639488,0.14093218123159218,0.19503834366785705,"0.14, 0.20",4.472425448533401e-34
imd,Deprivation,categorical,FALSE,level,4,4071121,imd4,factor,5,FALSE,contr.treatment,treatment,6552760.791975112,135835.89584067673,0.2434113289388166,0.013780059784881733,17.664025609371162,1.2755932046227114,1.2416025298976914,1.31051442349567,0.21640290805563964,0.27041974982199357,"0.22, 0.27",7.937155880518254e-70
imd,Deprivation,categorical,FALSE,level,5 least deprived,4071121,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,6331576.53198216,136653.88917870988,0.31958693505339647,0.013916098912621513,22.96526756960171,1.3765590385979352,1.3395207254091057,1.4146214767725538,0.2923118823793613,0.34686198772743165,"0.29, 0.35",1.0371245390096538e-116
ethnicity_combined,Ethnicity,categorical,NA,label,Ethnicity,4071121,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combined,Ethnicity,categorical,TRUE,level,White,4071121,ethnicity_combinedWhite,factor,5,FALSE,contr.treatment,treatment,30271979.43083085,596778.1454000707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combined,Ethnicity,categorical,FALSE,level,Black,4071121,ethnicity_combinedBlack,factor,5,FALSE,contr.treatment,treatment,275682.8233462578,2507.9796851133824,-0.7694880630602182,0.06217919035506793,-12.375331017759077,0.4632501624879538,0.4100988557570262,0.5232902019416056,-0.8913570367440116,-0.6476190893764249,"-0.89, -0.65",3.5542591891727765e-35
ethnicity_combined,Ethnicity,categorical,FALSE,level,South Asian,4071121,ethnicity_combinedSouth Asian,factor,5,FALSE,contr.treatment,treatment,1371179.9657267055,13266.892257079073,-0.7583322725609511,0.030394364203076767,-24.949765933389273,0.46844701786802956,0.4413557092451598,0.4972012459627122,-0.8179041317319751,-0.6987604133899272,"-0.82, -0.70",2.147902604296195e-137
ethnicity_combined,Ethnicity,categorical,FALSE,level,Mixed,4071121,ethnicity_combinedMixed,factor,5,FALSE,contr.treatment,treatment,94036.25287275288,1263.9897191869345,-0.3257635080986644,0.0885743224895152,-3.6778549238942917,0.7219759086991884,0.6069153280643179,0.858849972375025,-0.4993659901331503,-0.1521610260641785,"-0.50, -0.15",2.3520366639390609e-4
ethnicity_combined,Ethnicity,categorical,FALSE,level,Other,4071121,ethnicity_combinedOther,factor,5,FALSE,contr.treatment,treatment,142917.873058395,2096.983057220068,-0.2195808336858725,0.07397320441260054,-2.968383422477089,0.8028552573203266,0.6944982405782566,0.9281183544398863,-0.36456565015558895,-0.07459601721615608,"-0.36, -0.07",0.00299370637338287
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,4071121,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,4071121,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,26199169.178921536,502325.9153095995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),4071121,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,4314746.322324059,85543.30312536715,0.004383111101015014,0.011949457434547424,0.36680419383250606,1.0043927309823446,0.9811426716230771,1.028193745137325,-0.019037395105492322,0.02780361730752235,"-0.02, 0.03",0.7137650791441709
bmi,Body Mass Index,categorical,FALSE,level,Obese II (35-39.9),4071121,bmiObese II (35-39.9),factor,4,FALSE,contr.treatment,treatment,1233628.1033603568,22103.819962401598,-0.12746546304178064,0.030147476395259633,-4.228064112916039,0.8803238190161583,0.8298142229620248,0.933907861401719,-0.18655343100126093,-0.06837749508230034,"-0.19, -0.07",2.3571063276310486e-5
bmi,Body Mass Index,categorical,FALSE,level,Obese III (40+),4071121,bmiObese III (40+),factor,4,FALSE,contr.treatment,treatment,408252.7412289979,5940.951721301844,-0.35337705757127563,0.04616498680631502,-7.654655227215105,0.7023123312643436,0.6415560219903876,0.7688223533709535,-0.4438587690584198,-0.26289534608413145,"-0.44, -0.26",1.938315561667672e-14
heart_failure,Heart failure,continuous,NA,label,Heart failure,4071121,heart_failure,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.07119680631600635,0.017352070606037835,-4.103072649510351,0.931278592581948,0.9001388590181351,0.963495585500482,-0.1052062397610366,-0.037187372870976086,"-0.11, -0.04",4.0769915855034215e-5
other_heart_disease,Other heart disease,continuous,NA,label,Other heart disease,4071121,other_heart_disease,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,0.02265021372020852,0.01998347566671563,1.1334471589411543,1.0229086775423726,0.9836189735984217,1.0637677705256137,-0.016516678872486652,0.06181710631290369,"-0.02, 0.06",0.2570265195304444
dialysis,Dialysis,continuous,NA,label,Dialysis,4071121,dialysis,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.12875818356675478,0.10911280305545706,-1.1800465203090134,0.8791865415960021,0.7099112279588636,1.0888248339809734,-0.34261534780766256,0.08509898067415297,"-0.34, 0.09",0.23798171307070184
diabetes,Diabetes,continuous,NA,label,Diabetes,4071121,diabetes,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.07103188112374488,0.022230064732909834,-3.1953069852553266,0.9314321965491122,0.8917209716636881,0.9729118909805184,-0.11460200737424217,-0.027461754873247597,"-0.11, -0.03",0.0013968217850729102
chronic_liver_disease,Chronic liver disease,continuous,NA,label,Chronic liver disease,4071121,chronic_liver_disease,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.1458625414904114,0.055912068337569266,-2.608784575983952,0.8642764971790077,0.7745692723578462,0.964373220360487,-0.2554481817331894,-0.03627690124763336,"-0.26, -0.04",0.009086442454426665
current_copd,COPD,continuous,NA,label,COPD,4071121,current_copd,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.0585377489462071,0.022443733693816897,-2.6082001214590185,0.9431426370870041,0.9025540885453903,0.9855564837394158,-0.10252665866469632,-0.01454883922771788,"-0.10, -0.01",0.009101972421850475
other_resp_conditions,Other respiratory conditions,continuous,NA,label,Other respiratory conditions,4071121,other_resp_conditions,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.0499687293139504,0.022852512260522352,-2.1865748826342926,0.9512591705624962,0.9095922741132416,0.9948347576516371,-0.09475883030083421,-0.00517862832706658,"-0.09, -0.01",0.028773572614233783
lung_cancer,Lung Cancer,continuous,NA,label,Lung Cancer,4071121,lung_cancer,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,0.0282308833283135,0.05304661499155637,0.5321900998359107,1.0286331512523788,0.927058534351612,1.1413369497703059,-0.07573857155689946,0.13220033821352645,"-0.08, 0.13",0.5945943391089521
haematological_cancer,Haematological cancer,continuous,NA,label,Haematological cancer,4071121,haematological_cancer,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-5.292292133387054e-4,0.03543565296514657,-0.014934936118130493,0.99947091080374,0.9324107590507084,1.0713541128159922,-0.06998183279368594,0.06892337436700854,"-0.07, 0.07",0.9880840880350419
cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",continuous,NA,label,"Cancer excl. lung, haemo",4071121,cancer_excl_lung_and_haem,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,0.001364085548998562,0.022283730938067264,0.061214414802877405,1.0013650163368677,0.9585714032085191,1.0460690696457278,-0.042311224530794216,0.04503939562879134,"-0.04, 0.05",0.9511884499095329
any_immunosuppression,Immunosuppressed,continuous,NA,label,Immunosuppressed,4071121,any_immunosuppression,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.018746423551511265,0.02597102735727944,-0.7218206385761946,0.9814281977688951,0.9327214257044792,1.0326784405626803,-0.06964870181328342,0.03215585471026088,"-0.07, 0.03",0.47040475881355864
dementia,Dementia,continuous,NA,label,Dementia,4071121,dementia,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.3297448200195756,0.026300043385881315,-12.537805173226175,0.7191072117851556,0.6829784595876182,0.7571471322150546,-0.38129195784774383,-0.2781976821914074,"-0.38, -0.28",4.636597918279964e-36
other_neuro_conditions,Other neurological conditions,continuous,NA,label,Other neurological conditions,4071121,other_neuro_conditions,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.280928585400478,0.03605132051773777,-7.7924631155260204,0.7550822574517991,0.7035700208818323,0.8103659885961291,-0.3515878752103539,-0.2102692955906021,"-0.35, -0.21",6.571535774949838e-15
LD_incl_DS_and_CP,Learning disabilities,continuous,NA,label,Learning disabilities,4071121,LD_incl_DS_and_CP,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.5906826070545864,0.21210876790051353,-2.784809948694046,0.5539490261350792,0.3655295507173029,0.8394930668500861,-1.0064081529447584,-0.1749570611644145,"-1.0, -0.17",0.005355910523728267
psychosis_schiz_bipolar,Serious mental illness,continuous,NA,label,Serious mental illness,4071121,psychosis_schiz_bipolar,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,-0.40586714570301,0.057007003548168,-7.119601460197308,0.6663986954742925,0.5959498143791565,0.7451755342729258,-0.5175988195239664,-0.2941354718820537,"-0.52, -0.29",1.082395842807622e-12
multimorb,Morbidity count,categorical,NA,label,Morbidity count,4071121,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
multimorb,Morbidity count,categorical,TRUE,level,0,4071121,multimorb0,factor,5,FALSE,contr.treatment,treatment,10248698.112219526,202822.34133474328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
multimorb,Morbidity count,categorical,FALSE,level,1,4071121,multimorb1,factor,5,FALSE,contr.treatment,treatment,11357404.226671416,219413.21385266128,0.04750255435582013,0.021804625216708395,2.1785540399667127,1.0486488797402334,1.0047776509874442,1.0944356414573435,0.004766274234677813,0.09023883447696246,"0.00, 0.09",0.02936481359675554
multimorb,Morbidity count,categorical,FALSE,level,2,4071121,multimorb2,factor,5,FALSE,contr.treatment,treatment,7063475.18431444,131456.93548349192,0.098464642381518,0.04088805636620218,2.4081516983748896,1.1034753874428687,1.018494467340914,1.1955469270945098,0.01832552450591808,0.17860376025711794,"0.02, 0.18",0.01603351723364784
multimorb,Morbidity count,categorical,FALSE,level,3,4071121,multimorb3,factor,5,FALSE,contr.treatment,treatment,2708815.843978379,49108.60455880625,0.16461067994879294,0.06146099143403775,2.678295226094088,1.1789340466907903,1.0451384349548845,1.3298577872190873,0.04414935028395421,0.28507200961363166,"0.04, 0.29",0.007399796364449868
multimorb,Morbidity count,categorical,FALSE,level,4+,4071121,multimorb4+,factor,5,FALSE,contr.treatment,treatment,777402.9786511576,13112.894888967217,0.2005360483467699,0.08643116932996966,2.3201820581783434,1.222057664604498,1.0316238037155878,1.4476448975292622,0.031134069318346502,0.3699380273751933,"0.03, 0.37",0.020331030761651422
shielded,Shielding criteria met,continuous,NA,label,Shielding criteria met,4071121,shielded,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,0.0171456615479841,0.013319064004176692,1.2873022866026798,1.0172934920784713,0.9910807900531413,1.0441994834444532,-0.008959224207986054,0.04325054730395425,"-0.01, 0.04",0.19798894687666393
flu_vaccine,Flu vaccine in previous 5 years,continuous,NA,label,Flu vaccine in previous 5 years,4071121,flu_vaccine,integer,NA,NA,NA,NA,32155796.345834974,615913.9901186702,0.6152244294665675,0.014793176557512775,41.58839226143916,1.8500717635880772,1.7972007871432782,1.9044981255914761,0.5862303361969002,0.6442185227362348,"0.59, 0.64",0
efi_cat,Frailty,categorical,NA,label,Frailty,4071121,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
efi_cat,Frailty,categorical,TRUE,level,None,4071121,efi_catNone,factor,4,FALSE,contr.treatment,treatment,2101372.9570438205,38848.68236399953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
