stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.4679757422476132,-1.6571233556389489,-1.2788281288562775,0.09650565769744136,-15.211292034814383,2.9761087190413784e-52,0.23039138502417325,0.19068672978924803,0.27836331532887715,0,3,1.5,0.7696086149758268,0.7216366846711229,0.809313270210752,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-1.488955012948422,-1.6607104183710775,-1.3171996075257664,0.08763191914618859,-16.991012264201697,9.572284803004345e-65,0.225608290142369,0.1900039498466644,0.26788443409749935,3,7,5,0.774391709857631,0.7321155659025007,0.8099960501533356,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-1.3176804185362456,-1.4554295386490121,-1.179931298423479,0.07028145476106396,-18.748621852179458,1.9867299909259322e-78,0.26775566327174544,0.23330013095266605,0.3072998498600846,7,14,10.5,0.7322443367282545,0.6927001501399155,0.7666998690473339,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-1.5808634254338436,-1.745288694622159,-1.4164381562455282,0.0838919849983372,-18.844034092949137,3.289144843818427e-79,0.2057973308218387,0.17459457717486584,0.242576499560894,14,21,17.5,0.7942026691781613,0.757423500439106,0.8254054228251342,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.979274687006028,-2.185545273564262,-1.7730041004477939,0.10524202902975274,-18.806884523734066,6.632273757873083e-79,0.1381694170492233,0.1124164192376442,0.16982205924354316,21,28,24.5,0.8618305829507766,0.8301779407564569,0.8875835807623558,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-2.08294899983956,-2.321126926139436,-1.8447710735396845,0.12152158314060503,-17.14056833368859,7.392456692027419e-66,0.12456233572329208,0.09816290091037912,0.1580615012081574,28,35,31.5,0.8754376642767079,0.8419384987918426,0.9018370990896208,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-2.2345614846416084,-2.4452177794598056,-2.0239051898234113,0.1074796764021314,-20.790549054884348,5.270439732994783e-96,0.10703905783385023,0.08670724978739085,0.13213843052400084,35,42,38.5,0.8929609421661497,0.8678615694759991,0.9132927502126091,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.533854110209205,-1.7229358109314965,-1.3447724094869133,0.09647202816671324,-15.899469922603396,6.390316786562903e-57,0.21570272115416025,0.1785412144866699,0.260599010973924,0,3,1.5,0.7842972788458398,0.739400989026076,0.8214587855133301,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-1.5675677732971762,-1.7391015303656951,-1.3960340162286573,0.08751883117320292,-17.91120553466834,9.64243619300303e-72,0.20855181127337596,0.17567817123259258,0.24757690543022143,3,7,5,0.791448188726624,0.7524230945697785,0.8243218287674074,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-1.416045725416444,-1.5546384415888694,-1.2774530092440186,0.07071186882291056,-20.025573485587852,3.296946766860308e-89,0.24267171273880425,0.21126575374408185,0.2787463614899033,7,14,10.5,0.7573282872611957,0.7212536385100967,0.7887342462559181,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-1.7002237401922762,-1.866230909077982,-1.5342165713065703,0.08469909151145091,-20.07369512295671,1.2533090023490876e-89,0.1826426549781352,0.15470566403038435,0.21562455147673534,14,21,17.5,0.8173573450218647,0.7843754485232647,0.8452943359696157,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-2.1115085042818222,-2.3186854518601727,-1.9043315567034715,0.1057044666190481,-19.97558449343072,8.982629348833553e-89,0.12105521631621989,0.09840285591091709,0.14892215537558395,21,28,24.5,0.8789447836837802,0.851077844624416,0.9015971440890829,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-2.2227178085428396,-2.462674079337827,-1.9827615377478525,0.12242891843305875,-18.155169848683826,1.1686599442575283e-73,0.1083143308177042,0.08520679631798353,0.13768847988022456,28,35,31.5,0.8916856691822959,0.8623115201197754,0.9147932036820164,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-2.3885689731089084,-2.600202415087647,-2.17693553113017,0.10797823003283535,-22.120838361423065,1.9919228742832676e-108,0.09176090228529803,0.07425854564295073,0.1133884742194829,35,42,38.5,0.908239097714702,0.8866115257805172,0.9257414543570492,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-1.442551881328099,-1.6341553745182826,-1.2509483881379155,0.097758680619403,-14.756253584725483,2.8043180666822675e-49,0.23632391795126476,0.19511710259803616,0.2862332079156152,0,3,1.5,0.7636760820487353,0.7137667920843849,0.8048828974019638,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-1.5001996646706333,-1.6729949055597135,-1.327404423781553,0.08816245719414602,-17.016309576841586,6.2167505948361495e-65,0.22308561338585078,0.1876841268502905,0.26516462385462647,3,7,5,0.7769143866141492,0.7348353761453735,0.8123158731497095,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-1.3242807958207812,-1.4641198897985646,-1.1844417018429978,0.0713477875516164,-18.560923068045145,6.655129134025915e-77,0.2659941944483438,0.2312814550970268,0.30591692468616305,7,14,10.5,0.7340058055516562,0.694083075313837,0.7687185449029732,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,-1.6051692701546367,-1.7718668671867843,-1.4384716731224891,0.085051357242805,-18.872941269734145,1.9040013052501403e-79,0.2008555531820276,0.17001529639479976,0.23729013859068437,14,21,17.5,0.7991444468179724,0.7627098614093156,0.8299847036052003,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,-1.9946071004809742,-2.20453715520809,-1.7846770457538585,0.10710913893470352,-18.622193403094556,2.1233606588631254e-77,0.13606710436574337,0.1103015659969759,0.1678512605250382,21,28,24.5,0.8639328956342567,0.8321487394749618,0.8896984340030241,0,NA,NA,NA,NA,NA
