strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,4339142,143558,-0.031447374192717446,0.08336857148784378,-0.37720898453085383,0.7060183039426027,-0.19484677175144405,0.13195202336600914,0.9690419517268944,0.8229607492296416,1.141053574044314
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,4339142,143558,0.0011861577286232901,5.675133761014973e-4,2.090096513269056,0.03660913083465826,7.38519507196213e-5,0.002298463506526959,1.0011868614919324,1.000073854677842,1.0023011069987078
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,2287189,76001,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,2051953,67557,-0.007337226604173968,0.006161662181432617,-1.190786899399283,0.23373725311615198,-0.0194138625646844,0.004739409356336462,0.9926896251303913,0.9807733728532327,1.004750658120672
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,862150,25737,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,849061,27567,0.09640946990249377,0.010590220882224983,9.103631640423192,8.736069452407379e-20,0.07565301838500882,0.11716592141997872,1.1012098839928932,1.0785882589247953,1.1243059606568502
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,879295,29481,0.13118360315904365,0.010234973995289,12.817189688945515,1.3137648201063696e-37,0.11112342274557319,0.1512437835725141,1.1401771022132485,1.1175328273128375,1.1632802121234538
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,919130,31630,0.16461862330086804,0.010072998046787032,16.34256479910429,4.914152421690687e-60,0.14487590991282315,0.18436133668891294,1.17894341141619,1.1558961261171499,1.2024502339934111
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,829506,29143,0.2257871982439499,0.010282569256075595,21.958247264956714,7.223184984942985e-107,0.20563373283350295,0.24594066365439687,1.2533089305570893,1.2283032344505258,1.2788236905659824
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,4111095,138409,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,30582,501,-0.9169541916846761,0.05877302473673779,-15.601616486338624,7.0974020997831e-55,-1.0321472034311638,-0.8017611799381883,0.3997347040921095,0.3562412163969251,0.44853831140518624
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,158586,3716,-0.4974769371754817,0.023184363248658885,-21.457433695284195,3.892012359887535e-102,-0.5429174541473472,-0.45203642020361623,0.6080629068371265,0.5810505887003486,0.6363309939986885
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,12447,305,-0.40049876573457444,0.074100589863506,-5.404798618638489,6.48812465017426e-8,-0.5457332531002199,-0.25526427836892895,0.6699857967284581,0.579416768395381,0.7747117313518281
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,26432,627,-0.4921301583538825,0.05354304717300924,-9.191299045116033,3.881254541129429e-20,-0.5970726024355097,-0.3871877142722553,0.6113227918856313,0.5504205798008286,0.6789636317996559
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Obese I (30-34.9),760531,25942,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),135765,4284,-0.11016583774040757,0.02586002201753201,-4.260082905796436,2.043510901010249e-5,-0.16085054953418312,-0.05948112594663202,0.8956855845057549,0.8514193066111901,0.9422533175628036
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Not obese,3163021,103917,-0.04651297245925142,0.007943558088260388,-5.855433036738527,4.7576869429229436e-9,-0.062082060221343625,-0.030943884697159217,0.9545521776004244,0.9398057629578045,0.9695299770178384
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),279825,9415,-0.03675118731898195,0.022707440613127974,-1.6184645352649205,0.10556252382669803,-0.0812569531017949,0.0077545784638309925,0.9639159400239077,0.9219567613563998,1.0077847230766164
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,4339142,143558,-0.044750763473488636,0.017172903217087396,-2.605893884556497,0.009163484609152023,-0.07840903528897195,-0.01109249165800532,0.9562357810200228,0.9245861608193281,0.9889688031807474
all,other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,4339142,143558,0.016803695899214342,0.01878059373968001,0.8947372022488917,0.3709275867095573,-0.020005591438836873,0.05361298323726556,1.016945672124091,0.980193192601148,1.0550761909573254
all,dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,4339142,143558,0.07429252882849226,0.07931529629824469,0.9366734072219107,0.348926579294943,-0.08116259533919036,0.2297476529961749,1.0771218486068936,0.9220437592380177,1.2582824460577888
all,diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,4339142,143558,-0.015608818398810679,0.01981153275710596,-0.7878652596030027,0.4307755237481162,-0.05443870908127388,0.023221072283652517,0.9845123678630174,0.947016550593526,1.0234927804247727
all,chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,4339142,143558,-0.02331597192575321,0.03588652047141377,-0.649713920978382,0.5158770300246915,-0.09365225958018354,0.04702031572867711,0.976953745043267,0.9105993593942834,1.0481433026583091
all,current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,4339142,143558,-0.05400414921222139,0.01964754971876517,-2.7486455046678206,0.005984206775323833,-0.09251263904546117,-0.015495659378981598,0.9474281754130786,0.9116376886614553,0.9846237806211348
all,other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,4339142,143558,-0.02994633381155983,0.019482764693688072,-1.5370679820026616,0.12427666262378412,-0.06813185093045698,0.008239183307337323,0.9704976150588781,0.9341372985850304,1.008273218788765
all,lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,4339142,143558,-0.0757203041666163,0.04444136040199549,-1.7038250737980636,0.08841377216236156,-0.16282376997849196,0.011383161645259335,0.9270754694463538,0.8497409250816581,1.01144819636242
