term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,97581694.49096407,1379.9892523364488,-6.182369660644828,2.8069044281516096,-2.2025579491197766,0.027625920511104487,-11.683801247867978,-0.6809380734216788,0.002065527451674288,8.429262728277817e-6,0.5061419712672484
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,97581694.49096407,1379.9892523364488,0.04161480315557913,0.018853674906060224,2.207251549786864,0.02729649014005352,0.004662279363474513,0.07856732694768376,1.0424928364491244,1.0046731646981553,1.0817361827060017
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,52083315.4342688,699.9945482866044,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,45498379.056698285,679.9947040498442,0.2208215743556446,0.2597065317450311,0.8502734716446712,0.3951730619490485,-0.2881938744144245,0.7298370231257136,1.2471008959307799,0.7496162467392301,2.0747424450798815
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,18748319.52243,479.996261682243,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,19409365.327881694,279.9978193146418,-0.36248733532744887,0.36914994062200596,-0.9819514929805195,0.3261237458343692,-1.0860079238416798,0.3610332531867821,0.6959431275146539,0.3375613782098929,1.4348111721291796
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,19480569.834423747,319.997507788162,-0.1089843050509684,0.3921632681513053,-0.2779054386320542,0.781084948871845,-0.8776101866870503,0.6596415765851134,0.8967444917468802,0.4157753508056822,1.9340989837904083
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,21580879.39641746,219.9982866043614,-0.3787696306093941,0.3893081358123828,-0.972930169617448,0.330588009304193,-1.1417995556900924,0.3842602944713041,0.684703329187742,0.3192440072163695,1.4685276415636297
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,18362560.409813184,79.9993769470405,-1.3361698411821203,0.6035228500476799,-2.213950708041227,0.026832169938589227,-2.5190528911225405,-0.15328679124170042,0.26285050218448874,0.08053584685550337,0.8578836530098106
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,92671742.62180576,1299.989875389408,0,NA,NA,NA,NA,NA,NA,NA,NA
