variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,5377253,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,5377253,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,5377253,93200,-0.9816389707518021,0.09760560503360106,-10.05719876859397,0.3746964787473264,0.3094550470127957,0.4536925558038816,-1.1729424413069016,-0.7903355001967026,"-1.2, -0.79",8.539353564668822e-24
"age, degree = 2",Age,continuous,NA,level,Age²,5377253,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,5377253,93200,0.007667500489858203,6.626612111150289e-4,11.57077004244214,1.0076969710454202,1.006389031726927,1.009006610208811,0.006368708382121053,0.008966292597595352,"0.01, 0.01",5.796012121333941e-31
sex,Sex,dichotomous,NA,label,Sex,5377253,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,5377253,sexFemale,factor,2,FALSE,contr.treatment,treatment,2822916,48888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,5377253,sexMale,factor,2,FALSE,contr.treatment,treatment,2554337,44312,0.015971177175512902,0.007621616825376879,2.095510380728586,1.0160993981294122,1.0010336165075446,1.0313919231614257,0.0010330826938097209,0.030909271657216082,"0.00, 0.03",0.03612564663760412
imd,Deprivation,categorical,NA,label,Deprivation,5377253,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,5377253,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,738555,11957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,5377253,imd2,factor,5,FALSE,contr.treatment,treatment,931096,15712,0.09127710437450523,0.01497963962536132,6.093411234003806,1.0955725511460868,1.0638746248696769,1.1282149106355248,0.06191755020740798,0.12063665854160248,"0.06, 0.12",1.105296358771474e-9
imd,Deprivation,categorical,FALSE,level,3,5377253,imd3,factor,5,FALSE,contr.treatment,treatment,1231170,21301,0.12359061251190907,0.014175126538305431,8.718836631047369,1.1315525327141873,1.100547600995723,1.1634309439532073,0.095807875020532507,0.15137335000328564,"0.10, 0.15",2.8107477537293097e-18
imd,Deprivation,categorical,FALSE,level,4,5377253,imd4,factor,5,FALSE,contr.treatment,treatment,1244676,22049,0.20282885635173944,0.01408334322742881,14.402038853722507,1.2248628228161533,1.191515481602519,1.2591434671913404,0.1752260108440629,0.230431701859416,"0.18, 0.23",5.02392886239524e-47
imd,Deprivation,categorical,FALSE,level,5 least deprived,5377253,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,1231756,22181,0.2378251301706097,0.014122631814886632,16.84000073696737,1.268487353261904,1.233857302276033,1.3040893484337617,0.21014528044651234,0.265504979894707,"0.21, 0.27",1.2423494814417093e-63
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,5377253,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,5377253,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,5115472,89740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,5377253,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,48569,479,-1.0617048714043609,0.060095401173388116,-17.666990329944127,0.34586565094202915,0.3074355850041827,0.38909955234988836,-1.1794896933406878,-0.9439200494680341,"-1.2, -0.94",7.530902948334223e-70
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,5377253,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,150463,2181,-0.40547055209793154,0.030793919945412817,-13.167227583129833,0.6666630373500342,0.6276167772208593,0.708138503461921,-0.4658255261337503,-0.3451155780621128,"-0.47, -0.35",1.3548195311372311e-39
ethnicity,Ethnicity,categorical,FALSE,level,Mixed,5377253,ethnicityMixed,factor,5,FALSE,contr.treatment,treatment,17078,222,-0.5509035515989037,0.08609857606046488,-6.398521053495912,0.5764287418984105,0.4869208670315317,0.6823903368780199,-0.7196536597975973,-0.38215344340021007,"-0.72, -0.38",1.5688911375295866e-10
ethnicity,Ethnicity,categorical,FALSE,level,Other,5377253,ethnicityOther,factor,5,FALSE,contr.treatment,treatment,45671,578,-0.5511469025304262,0.055940646165079363,-9.852351381569786,0.5762884844936904,0.5164439298081883,0.6430677140176327,-0.6607885542858805,-0.441505250774972,"-0.66, -0.44",6.695880924026381e-23
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,5377253,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,5377253,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,4013640,69375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),5377253,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,904216,15942,0.03439091045884445,0.009995892142029818,3.440504356208555,1.034989115729696,1.0149093740600525,1.055466130334071,0.014799321867119079,0.05398249905056983,"0.01, 0.05",5.806310901348054e-4
