stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.1293928210016002,-1.2577406062564096,-1.0010450357467908,0.06548476720347941,-17.24664940003928,1.1857968414276572e-66,0.32322945498913425,0.2842956371852281,0.3674951948154671,0,3,1.5,0.6767705450108658,0.6325048051845329,0.7157043628147719,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.7164682127536705,-0.8184543575690695,-0.6144820679382714,0.0520347035046831,-13.76904574250507,3.913481870698466e-43,0.4884744007040145,0.44111293072821545,0.5409209830898385,3,7,5,0.5115255992959855,0.4590790169101615,0.5588870692717846,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.5258181815140613,-0.6155426673107551,-0.4360936957173676,0.04577864006911814,-11.486103141556047,1.5494494186112561e-30,0.5910715626489462,0.5403475867602535,0.6465571434619489,7,14,10.5,0.4089284373510538,0.3534428565380511,0.4596524132397465,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.7027822951066284,-0.812910555265155,-0.5926540349481018,0.05618892032057951,-12.507488862519224,6.793812915206435e-36,0.49520557722394326,0.443565164679463,0.5528580313355091,14,21,17.5,0.5047944227760568,0.44714196866449085,0.5564348353205371,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-0.9061010289603529,-1.0414797730398881,-0.7707222848808178,0.06907205701093766,-13.11819957550809,2.590155110850345e-39,0.40409671788781437,0.35293203604363366,0.46267876171919814,21,28,24.5,0.5959032821121857,0.5373212382808019,0.6470679639563663,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.0107662062915006,-1.1731131054130595,-0.8484193071699418,0.08283157262180858,-12.202668309902132,3.0080250242514218e-34,0.3639400195819887,0.3094022386501754,0.4280910779158747,28,35,31.5,0.6360599804180114,0.5719089220841254,0.6905977613498246,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-0.978239689627082,-1.1318437819066436,-0.8246355973475203,0.07837087491972869,-12.48218411022007,9.338924930914026e-36,0.3759723446999923,0.3224382022924119,0.4383947155586049,35,42,38.5,0.6240276553000077,0.5616052844413951,0.6775617977075881,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.1532683761259277,-1.2816525102142289,-1.0248842420376265,0.06550331286747041,-17.606260288838797,2.2054342987918468e-69,0.31560357068214423,0.2775782203959714,0.358838001357706,0,3,1.5,0.6843964293178557,0.6411619986422941,0.7224217796040286,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.7440474490341166,-0.8458395096218605,-0.6422553884463726,0.051935679119956675,-14.32632559431019,1.4984141596192423e-46,0.4751867240001369,0.42919689200397537,0.5261045149038284,3,7,5,0.5248132759998632,0.47389548509617163,0.5708031079960246,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.5602353938389684,-0.6496696576588634,-0.4708011300190733,0.045630564911060184,-12.277634408667499,1.1943974871432712e-34,0.5710746205786015,0.5222182590726285,0.624501760716178,7,14,10.5,0.4289253794213985,0.375498239283822,0.47778174092737147,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.7469528839007787,-0.856526869759529,-0.6373788980420285,0.05590612211400611,-13.360842348849756,1.0239877066408282e-40,0.4738081036396913,0.42463433452436117,0.5286763241274388,14,21,17.5,0.5261918963603087,0.4713236758725612,0.5753656654756388,0,NA,NA,NA,NA,NA
