outcome,outcome_var,outcome_descr,brand,brand_descr,stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.4917347515611998,-1.6039259555003058,-1.3795435476220939,0.057241461998310136,-26.060388737192604,1.0259031917204002e-149,0.2249820288914451,0.20110543514346518,0.2516934129005603,0,3,1.5,0.7750179711085549,0.7483065870994396,0.7988945648565349,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-1.143715801242012,-1.227251886706311,-1.0601797157777133,0.04262123494269324,-26.83441253590623,1.2824037137069023e-158,0.31863284306487355,0.2930969355262571,0.346393552349199,3,7,5,0.6813671569351265,0.653606447650801,0.7069030644737428,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.9691608898585783,-1.033433751841693,-0.9048880278754636,0.03279287909884609,-29.55400429883819,5.833403201603269e-192,0.3794012640197371,0.3557831895262533,0.40458718505347624,7,14,10.5,0.6205987359802629,0.5954128149465238,0.6442168104737467,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-1.115094606002458,-1.1874879540151495,-1.0427012579897665,0.036936060347904864,-30.18986311748621,3.2178367724352417e-200,0.32788425761333007,0.3049864425509983,0.3525011980579026,14,21,17.5,0.6721157423866699,0.6474988019420974,0.6950135574490017,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.3240874572083308,-1.4177021882161591,-1.2304727262005024,0.04776349552657571,-27.721745291267588,3.819021333619743e-169,0.2660456263685462,0.24227006882005253,0.2921544359753516,21,28,24.5,0.7339543736314538,0.7078455640246484,0.7577299311799475,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.4265976939013276,-1.5335006733747958,-1.3196947144278595,0.05454333871270352,-26.15530562614905,8.576646258708456e-151,0.240124511104098,0.21577897191521844,0.2672168669690258,28,35,31.5,0.7598754888959021,0.7327831330309742,0.7842210280847816,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.5567130373285123,-1.652810314669423,-1.4606157599876015,0.04903012407315328,-31.750134570450722,3.1616848598492317e-221,0.21082791703555254,0.19151094562782003,0.23209331694247026,35,42,38.5,0.7891720829644475,0.7679066830575297,0.80848905437218,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.4213230394726268,-1.5338412001240447,-1.308804878821209,0.05740827971276345,-24.758154164940557,2.532780389751645e-135,0.24139443117047782,0.21570550591263532,0.2701427168192892,0,3,1.5,0.7586055688295221,0.7298572831807109,0.7842944940873646,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-1.061843720730883,-1.1459509829144037,-0.9777364585473626,0.042912656991122226,-24.744301452845423,3.570648263806685e-135,0.34581763106316976,0.3179214361318866,0.37616159328285087,3,7,5,0.6541823689368302,0.6238384067171492,0.6820785638681134,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.8712807110490552,-0.9365077238202049,-0.8060536982779056,0.033279699670836826,-26.180546088658456,4.426417854069401e-151,0.4184153368093881,0.39199440046560985,0.4466170788903219,7,14,10.5,0.5815846631906119,0.5533829211096781,0.6080055995343902,0,NA,NA,NA,NA,NA
