stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.1495942686533276,-1.3587250725906082,-0.940463464716047,0.106701350426272,-10.773943010661977,4.5700073974724744e-27,0.31676526490746854,0.2569882094950189,0.39044683508658634,0,3,1.5,0.6832347350925314,0.6095531649134136,0.7430117905049811,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.8382533902971426,-0.9933392912593955,-0.6831674893348898,0.07912691365022553,-10.593783475526136,3.184544940360267e-26,0.4324652120995465,0.37033795762240673,0.5050148272054682,3,7,5,0.5675347879004535,0.4949851727945318,0.6296620423775933,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.8020888842765495,-0.9223030344514432,-0.6818747341016557,0.06133487713199206,-13.077206995140171,4.4447370220181696e-39,0.44839134753628146,0.39760229405853215,0.5056681099425561,7,14,10.5,0.5516086524637185,0.49433189005744393,0.6023977059414678,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.8068469858652833,-0.9266804954225063,-0.6870134763080602,0.06114066916660437,-13.196567797887154,9.182438090421129e-40,0.4462629235973989,0.3958656094420684,0.5030762769677822,14,21,17.5,0.5537370764026011,0.49692372303221777,0.6041343905579316,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-0.8521265115495097,-0.9755427758207506,-0.7287102472782688,0.06296863883455647,-13.532554098690035,1.0047121238768298e-41,0.42650699487099064,0.37698767822530793,0.48253093451283885,21,28,24.5,0.5734930051290094,0.5174690654871612,0.6230123217746921,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-0.8061715320118633,-0.9311513949743631,-0.6811916690493636,0.06376640792806651,-12.64257401673445,1.2296156041141084e-36,0.4465644554327371,0.39409968464399237,0.5060136321501545,28,35,31.5,0.553435544567263,0.4939863678498455,0.6059003153560076,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-0.7322237425874578,-0.8200309112301182,-0.6444165739447975,0.04480039905593785,-16.344134383115698,4.789239828627939e-60,0.4808385391904046,0.44041804043219046,0.5249687332150967,35,42,38.5,0.5191614608095954,0.47503126678490326,0.5595819595678095,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.2200534391695177,-1.429131702784759,-1.0109751755542764,0.10667454364693639,-11.437156396071039,2.7267678001939833e-30,0.2952143904906207,0.23951680375292803,0.36386397525014275,0,3,1.5,0.7047856095093793,0.6361360247498573,0.760483196247072,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.9071921918171547,-1.0620558625375305,-0.752328521096779,0.07901352879028425,-11.481479256862476,1.6345967500475287e-30,0.4036560230373513,0.34574427646720884,0.47126791685236796,3,7,5,0.5963439769626486,0.5287320831476321,0.6542557235327912,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.8705394795100028,-0.990286958478095,-0.7507920005419105,0.06109677520232265,-14.248534012264994,4.57790639617708e-46,0.4187255944256144,0.3714700792376037,0.47199258628562907,7,14,10.5,0.5812744055743856,0.5280074137143709,0.6285299207623962,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.8812169573121014,-1.000993978268545,-0.7614399363556575,0.061111847922323936,-14.419739989407129,3.8880447562112005e-47,0.41427844560337596,0.3675139586723954,0.4669935017204029,14,21,17.5,0.5857215543966241,0.5330064982795971,0.6324860413276046,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-0.9373425898684603,-1.0618499508033825,-0.8128352289335381,0.06352533103517229,-14.755414487324414,2.8394158166739712e-49,0.39166727422185266,0.3458154766009679,0.4435985780745898,21,28,24.5,0.6083327257781473,0.5564014219254102,0.6541845233990321,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-0.902686778311509,-1.0290381601169507,-0.7763353965060673,0.06446617529816123,-14.002486949729997,1.505101925187769e-44,0.40547876335131466,0.3573505092952965,0.46008896937949734,28,35,31.5,0.5945212366486854,0.5399110306205026,0.6426494907047036,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-0.8320974427744852,-0.9239155462554934,-0.7402793392934769,0.04684683198531086,-17.762085663239617,1.389731430795669e-70,0.435135656374828,0.39696167230992285,0.4769806574699362,35,42,38.5,0.564864343625172,0.5230193425300638,0.6030383276900771,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-1.0671119322388065,-1.286442369383995,-0.8477814950936179,0.11190534054464223,-9.535844554381256,1.4867046638685406e-21,0.34400058114374754,0.27625183893777777,0.4283642066682852,0,3,1.5,0.6559994188562525,0.5716357933317149,0.7237481610622223,0,NA,NA,NA,NA,NA
