variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,6798787,age,integer,NA,NA,NA,NA,6798787,168774,0.25684444965126085,0.02064291565108234,12.442256413414842,1.292844008781342,1.2415803927982125,1.346224248334648,0.21638507843924126,0.29730382086328044,"0.22, 0.30",1.5408862106734056e-35
I(age * age),Age-squared,continuous,NA,label,Age-squared,6798787,I(age * age),integer,NA,NA,NA,NA,6798787,168774,-0.0016184653338565938,1.188407394925973e-4,-13.618775352348,0.9983828436748715,0.9981503238601172,0.9986154176552791,-0.0018513889031581913,-0.0013855417645549963,"0.00, 0.00",3.0971776432758716e-42
sex,Sex,dichotomous,NA,label,Sex,6798787,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,6798787,sexFemale,factor,2,FALSE,contr.treatment,treatment,4026818,97447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,6798787,sexMale,factor,2,FALSE,contr.treatment,treatment,2771969,71327,0.08392029666417816,0.0053526955067064695,15.67813759610148,1.087542209612409,1.0761923462839942,1.0990117721730464,0.07342920625082411,0.09441138707753222,"0.07, 0.09",2.134205778682783e-55
imd,Deprivation,categorical,NA,label,Deprivation,6798787,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,6798787,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,945974,20846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,6798787,imd2,factor,5,FALSE,contr.treatment,treatment,1190597,28202,0.10460623665132583,0.009884022490049283,10.583366919352715,1.1102733393226667,1.0889717567130623,1.1319916062207995,0.08523390854844534,0.12397856475420632,"0.09, 0.12",3.559331804951832e-26
imd,Deprivation,categorical,FALSE,level,3,6798787,imd3,factor,5,FALSE,contr.treatment,treatment,1556383,38412,0.15158439445404934,0.00940111468431088,16.124087360302294,1.1636765055090659,1.14243111443608,1.185316989674441,0.1331585482582694,0.17001024064982928,"0.13, 0.17",1.7279282047095455e-58
imd,Deprivation,categorical,FALSE,level,4,6798787,imd4,factor,5,FALSE,contr.treatment,treatment,1566223,40340,0.21397260742936416,0.009381655838636777,22.807552431006247,1.2385887261995876,1.2160220296523416,1.2615742110423063,0.19558489987028616,0.23236031498844217,"0.20, 0.23",3.858449522106286e-115
imd,Deprivation,categorical,FALSE,level,5 least deprived,6798787,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,1539610,40974,0.2744175052492401,0.009404923962254981,29.178067398584698,1.315764025966454,1.2917323093733108,1.3402428347304927,0.2559841930058826,0.29285081749259756,"0.26, 0.29",3.681145592630858e-187
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,6798787,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,6798787,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,6397781,162635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,6798787,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,103190,1251,-0.8223391001338733,0.02900445834030007,-28.35216194991924,0.43940264471163215,0.41512035287319615,0.4651053190797272,-0.8791867938719539,-0.7654914063957928,"-0.88, -0.77",7.871770679770755e-177
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,6798787,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,216867,3643,-0.49851116424356673,0.019131587321170485,-26.056968294101143,0.6074343568075303,0.5850790068878678,0.6306438848196334,-0.536008386360144,-0.46101394212698943,"-0.54, -0.46",1.1216900146395537e-149
