term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,3214138,82504,0.280322770661764,0.030540468186669605,9.178731935226851,4.361975666602281e-20,0.22046455294490028,0.3401809883786277,1.3235569487524081,1.24665573368053,1.4052018927622438
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,3214138,82504,-0.0017456530094531082,1.7607362493702027e-4,-9.914335608626848,3.60647857062021e-23,-0.0020907509729570814,-0.001400555045949135,0.998255869756559,0.9979114331244586,0.998600425273552
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,1935438,48259,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,1278700,34245,0.07859116437142352,0.007736229756521153,10.158845696791275,3.026381285650034e-24,0.063428432672515,0.09375389607033205,1.0817619688170996,1.0654832292855618,1.0982894193123127
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,661623,14682,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,630579,15586,0.11540714818416695,0.012235744015385856,9.431968177746121,4.024649611334519e-21,0.09142553058995917,0.13938876577837472,1.122330299303812,1.0957351749021245,1.1495709269786827
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,658285,17145,0.1788999552871525,0.012053575888408396,14.842064872980625,7.830794281016796e-50,0.15527538066095165,0.20252452991335335,1.1959010946012267,1.1679795558046677,1.2244901213900996
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,644530,17760,0.25887603765226735,0.012015511966278349,21.54515249777167,5.878969595482885e-103,0.23532606694255176,0.28242600836198295,1.2954732049741733,1.265321280917358,1.3263436331279628
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,619121,17331,0.32350710950533423,0.012436804822272357,26.012075780588273,3.6157919938814685e-149,0.29913141997092635,0.3478827990397421,1.381965981327622,1.3486868562141272,1.416066275686755
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,3006901,79326,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,29749,420,-0.7772038032291313,0.05184592187224928,-14.990644879344549,8.45284920058182e-51,-0.8788199428440173,-0.6755876636142453,0.45968959845857515,0.4152726681381626,0.5088572958061882
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,153058,2260,-0.7941911027289451,0.023683521201376342,-33.53348921286213,1.5671523648875635e-246,-0.8406099513107336,-0.7477722541471566,0.45194666552916535,0.4314472813200528,0.47342003838334973
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,9501,193,-0.3073056629756185,0.07322333630041526,-4.196826838302309,2.7068072957636957e-5,-0.4508207649522967,-0.16379056099894027,0.7354257741179276,0.637105023494308,0.8489198001776315
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,14929,305,-0.2620541340820959,0.06737058627886364,-3.8897410362051557,1.0035125164310714e-4,-0.39409805680601695,-0.13001021135817484,0.7694693680621499,0.6742879344774622,0.8780864644193846
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,2621241,67237,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),427521,11220,-0.0023793449969290816,0.010762672648947553,-0.221073805228272,0.8250349660532876,-0.02347379576626058,0.018715105772402416,0.9976234834006888,0.9767995706177462,1.018891331005713
