stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-2.0199353667484816,-2.1697990853046747,-1.8700716481922888,0.07646248591213863,-26.41733841964732,8.662297640937108e-154,0.13266403931124876,0.1142005591765931,0.15411261952895808,0,3,1.5,0.8673359606887512,0.845887380471042,0.8857994408234069,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-1.774319517598119,-1.8854467667498365,-1.6631922684464016,0.05669861794822508,-31.29387596745933,5.653224828519077e-215,0.1695988192533563,0.15176124240434255,0.1895329732178679,3,7,5,0.8304011807466437,0.8104670267821321,0.8482387575956575,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-1.6522924580508178,-1.731425647377238,-1.5731592687243976,0.040374818083706035,-40.923836600953734,0,0.1916101465222517,0.17703184499285515,0.20738894887391882,7,14,10.5,0.8083898534777483,0.7926110511260812,0.8229681550071448,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-1.5006206140299794,-1.5751451367174087,-1.42609609134255,0.038023414346013154,-39.46569869750066,0,0.22299172540224635,0.20697751046464474,0.2402449883866236,14,21,17.5,0.7770082745977537,0.7597550116133764,0.7930224895353553,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.4700897855464812,-1.5492200690799827,-1.3909595020129797,0.04037333550905588,-36.4123936506741,2.710187766463946e-290,0.22990484212812443,0.21241357715542522,0.2488364309936853,21,28,24.5,0.7700951578718755,0.7511635690063148,0.7875864228445748,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.572678195428673,-1.6566650780199186,-1.4886913128374275,0.04285123770320444,-36.70088146161219,7.070415415020206e-295,0.2074887421610686,0.19077413727667436,0.2256677909183566,28,35,31.5,0.7925112578389314,0.7743322090816434,0.8092258627233256,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.560690315136596,-1.6275753094124374,-1.4938053208607547,0.03412562414586278,-45.733678260821094,0,0.20999106114714602,0.19640521913407463,0.22451666995469421,35,42,38.5,0.790008938852854,0.7754833300453058,0.8035947808659254,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.9865632003808666,-2.1364163477856493,-1.8367100529760843,0.07645709236843382,-25.982719703856304,7.764937409672837e-149,0.1371660284525358,0.11807723345866762,0.15934078746880356,0,3,1.5,0.8628339715474642,0.8406592125311965,0.8819227665413324,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-1.7309940203947514,-1.8421155726839742,-1.6198724681055285,0.05669571133231808,-30.5313043917669,1.0014723242699282e-204,0.17710827320696662,0.15848179145344402,0.1979239390890409,3,7,5,0.8228917267930334,0.8020760609109591,0.841518208546556,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-1.5972705204167132,-1.6766551189587593,-1.5178859218746672,0.04050309044871321,-39.43576904185243,0,0.20244834317364419,0.18699841857925087,0.21917475006016596,7,14,10.5,0.7975516568263559,0.780825249939834,0.8130015814207492,0,NA,NA,NA,NA,NA
