strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,3081234,50486,-0.030409092026376774,0.033251522701430815,-0.9145172778829845,0.3604451033334145,-0.09558087895229717,0.03476269489954362,0.9700486132127084,0.9088448522615784,1.03537398011808
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,3081234,50486,1.3771519694897547e-4,1.898700480117422e-4,0.7253129094930165,0.46826008776329114,-2.3442325889693003e-4,5.09853652794881e-4,1.000137724680122,0.9997656042160883,1.000509983650261
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,1905162,32357,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,1176072,18129,-0.028609558095517497,0.009971955415770645,-2.869001805831531,0.004117694477129243,-0.048154231565867095,-0.009064884625167899,0.9717958202144079,0.952986795096736,0.9909760775754828
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,678646,10205,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,587664,9309,0.074997941913183,0.014654100716978959,5.117880882740673,3.08987636366204e-7,0.04627643228208166,0.10371945154428433,1.077881932507753,1.0473638961355483,1.1092892018843148
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,650135,10914,0.19076693398631167,0.014605394505963664,13.061402340650083,5.4710583634710216e-39,0.1621408867746237,0.21939298119799963,1.2101773679954553,1.1760259161482296,1.2453205681088189
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,596661,10428,0.268880074273255,0.014792724931459608,18.176507406112123,7.922134117901603e-74,0.23988686617438643,0.29787328237212357,1.3084982090378987,1.2711053371769399,1.3469910895489003
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,568128,9630,0.28318419034384795,0.015508737491970143,18.259654629557716,1.7338439333732349e-74,0.25278762341390043,0.3135807572737955,1.3273496242863567,1.2876097896231695,1.3683159597666272
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,2864136,48261,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,40556,374,-0.7511848632948097,0.05305725824835002,-14.158003788636593,1.6666140153281763e-45,-0.8551751785800165,-0.647194548009603,0.47180719439800106,0.4252086971018208,0.5235124074435586
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,144614,1484,-0.7675067765711411,0.02711422238946876,-28.30642773178857,2.8803922015736626e-176,-0.8206496759233094,-0.7143638772189728,0.46416890362010715,0.44014560959251114,0.4895033970402647
