stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",(Intercept),-8.265273409644191,-8.426468611533668,-8.104078207754714,0.08224396119569734,-100.4970248207913,0,2.5729856659402527e-4,2.1899347753562008e-4,3.023037631820426e-4
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw1-3,-1.4917347515609203,-1.6039259555002272,-1.3795435476216134,0.057241461998412645,-26.06038873714105,1.025903193100727e-149,0.224982028891508,0.201105435143481,0.25169341290068126
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw4-7,-1.1437158012418889,-1.2272518867063555,-1.0601797157774222,0.04262123494277887,-26.834412535849424,1.282403715664514e-158,0.3186328430649128,0.293096935526244,0.3463935523492998
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw8-14,-0.96916088985894,-1.0334337518421999,-0.9048880278756801,0.0327928790989202,-29.554004298782424,5.833403211228498e-192,0.3794012640195999,0.35578318952607296,0.40458718505338864
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw15-21,-1.1150946060032363,-1.1874879540161163,-1.0427012579903563,0.036936060348001,-30.189863117428704,3.2178367780280114e-200,0.3278842576130749,0.30498644255070345,0.3525011980576947
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw22-28,-1.324087457209179,-1.4177021882172747,-1.2304727262010833,0.047763495526712094,-27.72174529120619,3.8190213401283825e-169,0.2660456263683205,0.24227006881978227,0.2921544359751819
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw29-35,-1.4265976939028904,-1.53350067337662,-1.3196947144291606,0.05454333871283701,-26.155305626113687,8.576646266652978e-151,0.24012451110372274,0.2157789719148248,0.2672168669686781
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw36+,-1.5567130373311704,-1.6528103146724575,-1.4606157599898832,0.04903012407334529,-31.750134570380602,3.1616848668951124e-221,0.21082791703499212,0.1915109456272389,0.23209331694194069
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)1",2.0064481925427358,1.8399743394488903,2.1729220456365814,0.08493720007457793,23.622725858410703,2.2514925143864493e-123,7.436856101552198,6.2963766904578,8.78391357350205
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)2",1.6726375921401584,1.4251662989616436,1.9201088853186732,0.12626318398222464,13.24723121488551,4.6815862613019875e-40,5.326197623556437,4.158549347694603,6.821701211963488
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)3",0.3521052140342294,0.0547522106473341,0.6494582174211248,0.1517135037849562,2.3208561219000985,0.020294610365342986,1.4220581363211977,1.056278847593406,1.9145033034456298
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)4",0.5897801099803541,0.13054004061397723,1.049020179346731,0.2343104633497371,2.5170882322059813,0.01183291925677672,1.8035917799594394,1.1394435630000208,2.8548525037717907
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)5",-1.100371914902107,-1.6067030516038088,-0.5940407782004052,0.25833695960516484,-4.259444396124679,2.049356696987641e-5,0.3327473070001977,0.20054772079474395,0.5520918905341439
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",regionNorth East and Yorkshire,-1.5307240822197214,-1.7676084865570663,-1.2938396778823766,0.12086161082849418,-12.665097475755633,9.230563923167783e-37,0.21637893443996029,0.17074082994233564,0.2742158585335746
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",regionEast of England,-1.1571785672318768,-1.374149579827789,-0.9402075546359647,0.11070153038900296,-10.453139745815388,1.417531557457238e-25,0.3143719099906967,0.25305470715190265,0.39054676715368747
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",regionSouth East,-0.44808764587384275,-0.8065025886654813,-0.08967270308220426,0.182868126975174,-2.450332123403193,0.014272449931066125,0.6388486891264791,0.44641664176719553,0.9142303610882355
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",regionSouth West,1.304922104253322,0.992286527806062,1.6175576807005818,0.15951087821678842,8.180771862341736,2.8203142136267385e-16,3.687401849597238,2.697395095336718,5.040764114949137
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",regionNorth West,-0.02322685258542159,-0.3204302692831031,0.27397656411225996,0.15163718264314255,-0.15317386000294414,0.878261171088213,0.9770408143962839,0.7258366646550307,1.3151839793734472
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",regionLondon,-0.03666053135576239,-0.4205962837111503,0.3472752209996255,0.19588918744621037,-0.1871493359776638,0.8515435469307067,0.9640033287130062,0.6566551502836238,1.4152061662325655
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)1:regionNorth East and Yorkshire",-0.43736934543082723,-0.6928624506988841,-0.18187624016277043,0.1303560204592298,-3.3551909907192896,7.931020749290902e-4,0.6457328888689987,0.5001423852002278,0.8337045131661293
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)2:regionNorth East and Yorkshire",-0.09582060985396969,-0.45038902445657747,0.2587478047486381,0.18090557653069053,-0.5296719520291503,0.5963393978445148,0.9086270001796467,0.6373801469196652,1.295307093334242
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)3:regionNorth East and Yorkshire",-0.018074178094734317,-0.40652884374562814,0.3703804875561595,0.1981947978202532,-0.091194008589096,0.927338435571072,0.9820881802262477,0.665957886619156,1.4482855644769526
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)4:regionNorth East and Yorkshire",0.2482317259793185,-0.3918646094823033,0.8883280614409403,0.3265857640806771,0.7600812811852918,0.44720600096908675,1.2817569141596556,0.6757956040837328,2.4310616657881123
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)5:regionNorth East and Yorkshire",0.9573943232598727,0.32554966125043827,1.5892389852693072,0.3223756492432232,2.969809678576393,0.002979843000412041,2.604900095097869,1.3847916031114313,4.900018522783368
