outcome,outcome_var,outcome_descr,brand,brand_descr,strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
postest,positive_test_1_date,Positive test,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.1320895745493207,-1.269478653187476,-0.9947004959111654,0.07009775675566639,-16.150154112568057,1.1327832284002515e-58,0.32235895909366696,0.2809780706212515,0.36983419481168905,0.677641040906333,0.630165805188311,0.7190219293787485
postest,positive_test_1_date,Positive test,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-0.7232249505018749,-0.8334427843194612,-0.6130071166842885,0.05623462200681773,-12.860848436292379,7.475164383377726e-38,0.48518503249517453,0.4345506439076314,0.5417194038432525,0.5148149675048255,0.45828059615674754,0.5654493560923686
postest,positive_test_1_date,Positive test,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.5334595075758463,-0.6355422378670331,-0.4313767772846594,0.05208398271417354,-10.242294843375651,1.2815983846617591e-24,0.5865722045371518,0.5296482151209594,0.6496141048204935,0.41342779546284825,0.35038589517950647,0.4703517848790406
postest,positive_test_1_date,Positive test,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-0.7434497600812098,-0.8701291818121857,-0.6167703383502339,0.06463354568257736,-11.502537145840266,1.2809385665680731e-30,0.47547082274852404,0.41889743182285794,0.5396846247096574,0.524529177251476,0.4603153752903426,0.581102568177142
postest,positive_test_1_date,Positive test,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-0.9407759282926802,-1.096497225524881,-0.7850546310604793,0.07945110137763275,-11.84094256694004,2.397433042765835e-32,0.39032485373036796,0.3340391004890219,0.45609478416326943,0.609675146269632,0.5439052158367306,0.665960899510978
postest,positive_test_1_date,Positive test,any,Any vaccine,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.0035743281295961,-1.1795808485733619,-0.8275678076858304,0.08980089523689354,-11.175549257968763,5.371702337312935e-29,0.3665668665202468,0.30740756191914415,0.43711113282833103,0.6334331334797532,0.562888867171669,0.6925924380808559
postest,positive_test_1_date,Positive test,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.1546019679397974,-1.2925521783778238,-1.016651757501771,0.07038405375106889,-16.404311863356735,1.7813366130878375e-60,0.31518296486442826,0.2745691386907894,0.3618043230000628,0.6848170351355718,0.6381956769999372,0.7254308613092106
postest,positive_test_1_date,Positive test,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-0.7498253850774423,-0.8607434711297358,-0.6389072990251489,0.05659190012020691,-13.24969445247001,4.5304397958573464e-40,0.47244904219177536,0.42284759044864556,0.5278689118958911,0.5275509578082247,0.47213108810410886,0.5771524095513545
postest,positive_test_1_date,Positive test,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.5677510895320002,-0.6712531284113856,-0.4642490506526147,0.052808133055401205,-10.751205480723403,5.849211292732847e-27,0.5667986859514542,0.5110677428374695,0.628606979991815,0.4332013140485458,0.37139302000818497,0.4889322571625305
postest,positive_test_1_date,Positive test,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-0.7933951902051267,-0.9237400704961046,-0.6630503099141488,0.06650371196569003,-11.930088813906321,8.248544391599465e-33,0.45230651872719496,0.3970313355727479,0.5152771797923468,0.547693481272805,0.4847228202076532,0.602968664427252
postest,positive_test_1_date,Positive test,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.0107104916814929,-1.1706517788972435,-0.8507692044657421,0.08160419705532716,-12.38552094319655,3.130455046257868e-35,0.36396029692311277,0.3101647165528253,0.42708628888740624,0.6360397030768872,0.5729137111125937,0.6898352834471747
postest,positive_test_1_date,Positive test,any,Any vaccine,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.1237112856160916,-1.3094186333411124,-0.9380039378910706,0.09475038785909172,-11.859701168582252,1.9165792414549548e-32,0.3250711213675864,0.26997696637606733,0.3914083314795982,0.6749288786324136,0.6085916685204018,0.7300230336239326
postest,positive_test_1_date,Positive test,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-1.0889281775709287,-1.2285427023869113,-0.9493136527549462,0.07123320934325535,-15.28680495530745,9.363238954858904e-53,0.3365770512780404,0.2927188454807216,0.3870065532028805,0.6634229487219596,0.6129934467971194,0.7072811545192784
postest,positive_test_1_date,Positive test,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.6846537045155542,-0.7972138060305533,-0.5720936030005551,0.057429678505757684,-11.921600857419277,9.133645049191716e-33,0.5042648239739618,0.4505826274309222,0.5643426914777672,0.4957351760260382,0.43565730852223283,0.5494173725690779
postest,positive_test_1_date,Positive test,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-0.4944288192963707,-0.5990450064747963,-0.38981263211794515,0.05337658651058119,-9.26302807314883,1.987151033993522e-20,0.6099191818904459,0.5493359979943104,0.6771837450961365,0.3900808181095541,0.32281625490386345,0.45066400200568957
postest,positive_test_1_date,Positive test,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.712638742464429,-0.8440111247304165,-0.5812663601984416,0.06702795730035661,-10.631962708799982,2.1161148969923469e-26,0.49034858518507446,0.42998234695493875,0.5591897823149516,0.5096514148149256,0.44081021768504836,0.5700176530450612
postest,positive_test_1_date,Positive test,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-0.911877315803258,-1.0734885057307397,-0.7502661258757765,0.0824562038906072,-11.058929137861176,1.9845265894535182e-28,0.4017692678140096,0.341814014965717,0.4722408605041991,0.5982307321859903,0.5277591394958009,0.658185985034283
postest,positive_test_1_date,Positive test,any,Any vaccine,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-0.9997393344320541,-1.1867574030431935,-0.8127212658209146,0.09541913529346158,-10.477346408111492,1.0978083586691047e-25,0.36797534717406416,0.3052093320992123,0.4436491348300504,0.6320246528259359,0.5563508651699496,0.6947906679007877
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.1521394965263378,-1.357718710396884,-0.9465602826557917,0.10488928138074413,-10.984339690002404,4.54550346382797e-28,0.3159600502880652,0.25724696289126725,0.3880735937793481,0.6840399497119348,0.611926406220652,0.7427530371087327
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-0.600936640629986,-0.746980821662873,-0.4548924595970989,0.0745137064685193,-8.064779878905512,7.336793965037665e-16,0.5482978374773445,0.47379486668651977,0.6345162004071284,0.4517021625226555,0.3654837995928716,0.5262051333134803
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.49910929982574403,-0.6239739415101548,-0.37424465814133323,0.0637076204814615,-7.83437359696995,4.711858234133894e-15,0.6070711373429586,0.5358109199089531,0.6878086132650976,0.3929288626570414,0.31219138673490243,0.46418908009104687
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-0.9076096741731838,-1.0723366948810293,-0.7428826534653383,0.08404594268424893,-10.798970719895074,3.480836013667557e-27,0.403487538941844,0.34220794688071304,0.4757405418702791,0.596512461058156,0.5242594581297209,0.6577920531192869
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.1772658514386578,-1.3825851490384855,-0.9719465538388301,0.10475666860174991,-11.238099370210328,2.6502681971275843e-29,0.3081200339112929,0.2509290249304527,0.37834585028100753,0.6918799660887072,0.6216541497189925,0.7490709750695472
postest,positive_test_1_date,Positive test,pfizer,BNT162b2,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.0405451083570143,-1.2404671900859707,-0.8406230266280579,0.10200293643450409,-10.201128954999708,1.959810042158922e-24,0.3532620633615917,0.2892490520779268,0.4314416400468216,0.6467379366384083,0.5685583599531784,0.7107509479220733
