outcome,outcome_var,outcome_descr,term,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model,strata
postest,positive_test_1_date,Positive test,(Intercept),-8.4259247473039,0.0292233703911022,-288.3283014429228,0,-8.483201500777335,-8.368647993830466,2.1911261264833063e-4,2.0691520200535017e-4,2.3202904647062127e-4,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(0,3]",-1.3226118032395724,0.3790862924141416,-3.488946526704412,4.8492814582620363e-4,-2.065607283404109,-0.5796163230750355,0.2664385074599453,0.12674129930491998,0.5601132278650041,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(3,7]",-0.6075842324577103,0.23127014439381408,-2.6271624210304325,0.008610022582996842,-1.0608653861689636,-0.15430307874645693,0.5446650652251573,0.3461561219554308,0.8570122394510801,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(7,14]",-0.47572890548277297,0.1669738406173914,-2.8491223758389297,0.004384001419740799,-0.8029916194531912,-0.14846619151235468,0.621431926202337,0.4479867515429529,0.862029150579736,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(14,21]",-0.897817359244296,0.21521672755093027,-4.17168948464673,3.023494783927175e-5,-1.3196343941146884,-0.47600032437390355,0.4074580243877492,0.2672329860602754,0.6212632807258335,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(21,28]",-0.7308783283206525,0.2442837143741096,-2.9919240838189687,0.0027722519301430007,-1.2096656105035768,-0.25209104613772826,0.48148590160872656,0.2982970101415126,0.7771739761588236,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(28, Inf]",-2.124631361336138,0.44587298796492764,-4.765104455045528,1.8875583927652244e-6,-2.998526359426657,-1.2507363632456188,0.11947700399269946,0.04986049069761359,0.28629390291489326,0 Unadjusted,all
postest,positive_test_1_date,Positive test,(Intercept),38.38917442852894,21.50593915379659,1.7850498950078093,0.07425322409917334,-3.761691766622171,80.54004062368006,47011771773637520,0.023244383021207085,9508132279872516e19,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(0,3]",-1.3398234310844144,0.3794195462512398,-3.5312451462298284,4.1360822265790794e-4,-2.0834720767673733,-0.5961747854014553,0.2618919064680447,0.12449719707714736,0.5509149786799253,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(3,7]",-0.6245039898289586,0.2314788781413408,-2.6978875776632933,0.0069781001975847395,-1.0781942541677223,-0.1708137254901948,0.5355269894867277,0.3402093028460646,0.8429785842701724,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(7,14]",-0.49406696199005506,0.1672351930911181,-2.954324104023145,0.003133547262652345,-0.8218419173962481,-0.166292006583862,0.6101399255391174,0.4396211624385692,0.8467989272215696,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(14,21]",-0.9253064993085854,0.2154455776033523,-4.294850280065288,1.7481127052154246e-5,-1.3475720720395852,-0.5030409265775857,0.39640990109275404,0.2598704420311137,0.604689046034535,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(21,28]",-0.8001854903507382,0.24618739904986423,-3.250310509144556,0.001152790644440673,-1.2827039259360622,-0.31766705476541407,0.4492456256595495,0.2772865236651449,0.7278450806284503,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(28, Inf]",-2.265586658220835,0.44913500545042134,-5.04433328671133,4.5510543209668294e-7,-3.1458750930998614,-1.3852982233418085,0.10376913966145129,0.0430292529640216,0.25024915852202567,1 Demographics,all
postest,positive_test_1_date,Positive test,"poly(age, degree = 2, raw = TRUE)1",-1.2914978208142809,0.5792706914358704,-2.2295238476729655,0.02577907038950366,-2.4268475133282013,-0.1561481283003605,0.27485878540765424,0.0883148054463785,0.8554324672281646,1 Demographics,all
postest,positive_test_1_date,Positive test,"poly(age, degree = 2, raw = TRUE)2",0.008922380535753479,0.0038959036642443826,2.290195370496665,0.022009993686940895,0.0012865496665968633,0.016558211404910095,1.0089623036209485,1.0012873776266518,1.0166960583694415,1 Demographics,all
postest,positive_test_1_date,Positive test,sexMale,0.1975786821152566,0.056045550390292055,3.5253232547338893,4.229663187688534e-4,0.08773142185655941,0.30742594237395376,1.2184489313373552,1.0916948772670534,1.3599200923189565,1 Demographics,all
postest,positive_test_1_date,Positive test,imd2,-0.15525570173124884,0.08868055782798358,-1.7507298728589769,0.0799924511899044,-0.32906640120301817,0.018554997740520496,0.8561962186353345,0.7195952331714808,1.018728211378734,1 Demographics,all
postest,positive_test_1_date,Positive test,imd3,-0.3372009097896817,0.08734698990410812,-3.860475445803799,1.1316661289338351e-4,-0.5083978641597173,-0.1660039554196461,0.713765423035252,0.6014584254005703,0.84704288377271,1 Demographics,all
postest,positive_test_1_date,Positive test,imd4,-0.4632770863367395,0.09068708447714952,-5.108523325098975,3.246863282126165e-7,-0.6410205057748939,-0.28553366689858506,0.629218260568407,0.5267545935554903,0.7516130362725059,1 Demographics,all
postest,positive_test_1_date,Positive test,imd5 least deprived,-0.49841213806589574,0.09162525779321143,-5.439680608492906,5.337617436371359e-8,-0.677994343414788,-0.31882993271700344,0.6074945116884758,0.5076341117276209,0.7269991775683488,1 Demographics,all
postest,positive_test_1_date,Positive test,ethnicityBlack,0.6676288446452572,0.20751066043389246,3.217323116071651,0.001293927855617432,0.26091542378670723,1.074342265503807,1.9496090097392675,1.2981178708968242,2.9280663767694426,1 Demographics,all
postest,positive_test_1_date,Positive test,ethnicitySouth Asian,0.7905524138813681,0.11532574591895407,6.854951663932302,7.133663563789899e-12,0.564518105390001,1.0165867223727352,2.2046139492853065,1.7586001185775417,2.7637452164592533,1 Demographics,all
postest,positive_test_1_date,Positive test,ethnicityMixed,-0.2807415475688851,0.5797052472818671,-0.4842832609938091,0.6281848538668755,-1.4169429538902303,0.8554598587524602,0.7552234996083088,0.24245407841680777,2.35245592932489,1 Demographics,all
postest,positive_test_1_date,Positive test,ethnicityOther,0.14108980950654318,0.2896905783668839,0.4870362381197549,0.6262326505764877,-0.42669329075312723,0.7088729097662135,1.1515280615078907,0.6526636995245605,2.0317000584007823,1 Demographics,all
postest,positive_test_1_date,Positive test,(Intercept),36.61280088919453,21.488210274662173,1.7038552965188787,0.0884081243575229,-5.503317341366859,78.72891911975591,7956780786782071,0.004073236684625967,15543010483005474e18,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(0,3]",-1.3344849016213645,0.37934323342174764,-3.5178824453623663,4.3500501974104303e-4,-2.0779839769069604,-0.5909858263357683,0.26329376272292354,0.12518232844208693,0.5537810835725615,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(3,7]",-0.6191387248119633,0.2313505965634753,-2.6761924715508187,0.00744638683017737,-1.072577561878231,-0.16569988774569577,0.5384079553708441,0.34212553020625625,0.8473004812936696,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(7,14]",-0.48836466828109587,0.16732014187338343,-2.9187440484640352,0.0035144465592301583,-0.8163061202410595,-0.1604232163211322,0.6136290611817824,0.4420615645723683,0.851783224110617,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(14,21]",-0.9201106961122152,0.21565680461601439,-4.266550725123231,1.985183736783335e-5,-1.3427902661805946,-0.4974311260438358,0.3984749290175846,0.26111606783026425,0.6080907635250689,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(21,28]",-0.7947479364674981,0.24625761715016198,-3.2273029588476847,0.0012496307408262281,-1.2774039970004685,-0.3120918759345276,0.451695076430922,0.27876002380926906,0.7319142798306517,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(28, Inf]",-2.2591963676642526,0.45146265902461996,-5.004171048266143,5.610292541544464e-7,-3.1440469197171943,-1.3743458156113109,0.10443437788366541,0.04310798984937585,0.2530050536352285,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"poly(age, degree = 2, raw = TRUE)1",-1.244441390188169,0.5787905452007265,-2.1500720778992557,0.03154951385609998,-2.378850013373895,-0.11003276700244324,0.2881017996808951,0.09265707065783002,0.895804781978141,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"poly(age, degree = 2, raw = TRUE)2",0.008522261815216158,0.003892543186746912,2.1893814419920177,0.028569127355704927,8.930173609254426e-4,0.016151506269506875,1.0085586796690877,1.0008934162196492,1.0162826469353337,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,sexMale,0.14013989976605468,0.05727683977001043,2.4467114514133947,0.01441662045951675,0.027879356668562824,0.2524004428635465,1.1504347331496587,1.0282716228237736,1.287111348655733,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,imd2,-0.08914238365039504,0.0892679889269432,-0.9985929415677668,0.31799192081622296,-0.264104426919524,0.08581965961873395,0.91471532379507825,0.7678933467329068,1.0896098099370073,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,imd3,-0.23138106478152493,0.0883621175470545,-2.6185550007706655,0.00883030552482728,-0.4045676327714465,-0.058194496791603406,0.7934370575013107,0.6672652521254769,0.943466428397136,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,imd4,-0.3449738002483443,0.09196189693750581,-3.7512688595666615,1.759419072614717e-4,-0.52521580619584,-0.16473179430084864,0.7082389089082513,0.5914277168280626,0.8481211445106722,2 Demographics + clinical,all
