outcome,outcome_var,outcome_descr,strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.088633904644426,-1.2090488176658334,-0.9682189916230187,0.06143730903793376,-17.71942687093052,2.969219943588737e-70,0.33667611136654985,0.2984810543536294,0.3797587897508818,0.6633238886334502,0.6202412102491182,0.7015189456463706
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-0.6500399226430423,-0.7440222392105748,-0.5560576060755099,0.04795104262570792,-13.556325098435657,7.268753896777759e-42,0.522024935729836,0.4751987035245986,0.5734654398307568,0.477975064270164,0.4265345601692432,0.5248012964754014
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.43634768175915567,-0.5198295359418578,-0.35286582757645363,0.042593565413036306,-10.244450717563218,1.253347512154745e-24,0.6463929478248739,0.5946219009937287,0.7026714661862695,0.3536070521751261,0.2973285338137305,0.4053780990062713
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-0.5815787934260872,-0.6885994463372717,-0.47455814051490275,0.05460337728414898,-10.650967437410065,1.7256227087742218e-26,0.559015100136076,0.5022790454298731,0.6221599029931604,0.440984899863924,0.3778400970068396,0.4977209545701269
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-0.7915699850461686,-0.9353864002987871,-0.6477535697935501,0.07337707038855001,-10.787702218889454,3.93505180072909e-27,0.45313282477824535,0.39243419953955677,0.5232198343886059,0.5468671752217547,0.47678016561139414,0.6075658004604432
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-0.8729112131185556,-1.0383982142434527,-0.7074242119936585,0.08443369492002789,-10.33842252130907,4.722469656022795e-25,0.4177336656209721,0.3540212943085751,0.4929122010413128,0.582266334379028,0.5070877989586873,0.6459787056914249
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.1165583103717285,-1.2369803732545372,-0.9961362474889197,0.06144095699343596,-18.172866521122316,8.465776195757777e-74,0.32740468305615505,0.290259370915941,0.36930358578550293,0.672595316943845,0.6306964142144971,0.709740629084059
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-0.6848833188685813,-0.7786008914509985,-0.5911657462861641,0.04781596668186223,-14.323318472789015,1.5646962700083662e-46,0.5041490508247477,0.45904781994983984,0.5536814562702134,0.4958509491752523,0.44631854372978663,0.5409521800501602
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.48287409974599205,-0.5654380968660447,-0.40031010262593936,0.04212526238813926,-11.462815241287364,2.0281327421630216e-30,0.6170074998846589,0.5681112044928559,0.6701122102560199,0.38299250011534114,0.32988778974398014,0.4318887955071441
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-0.653693613400436,-0.7596881232526297,-0.5476991035482422,0.05407982528672207,-12.087568884231102,1.2286887407506368e-33,0.5201210981817898,0.4678123040406639,0.5782788405460921,0.47987890181821025,0.42172115945390787,0.5321876959593361
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-0.8999514907239176,-1.0430707621669133,-0.7568322192809219,0.07302137823546874,-12.324493353465401,6.686238776166535e-35,0.4065893826188376,0.3523709714538897,0.46915024065766486,0.5934106173811624,0.5308497593423351,0.6476290285461104
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.043513419406449,-1.2125294853370971,-0.8744973534758009,0.0862342712742812,-12.100913059117715,1.0444298257903357e-33,0.3522150264100211,0.29744394695739906,0.4170716065934248,0.6477849735899789,0.5829283934065752,0.7025560530426009
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-1.023769538698054,-1.146871638782954,-0.9006674386131542,0.06280834803900151,-16.299895963866675,9.886025833725671e-60,0.3592382222985529,0.31762887459088845,0.40629838998877504,0.6407617777014472,0.5937016100112249,0.6823711254091116
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.5774196432056352,-0.6744612578725122,-0.4803780285387583,0.0495119376847375,-11.662230771138452,1.9876553528732883e-31,0.5613449696931749,0.5094307985236461,0.6185495182329562,0.43865503030682507,0.38145048176704377,0.49056920147635386
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-0.3859225056536028,-0.46930991099259334,-0.3025351003146123,0.04254537634198372,-9.070844797599662,1.180977660160623e-19,0.6798232060940995,0.6254337243320629,0.738942550687729,0.3201767939059005,0.26105744931227104,0.3745662756679371
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.5519846307013552,-0.6589087289317475,-0.44506053247096294,0.05455411378667971,-10.118111951369126,4.5918773326377234e-24,0.5758059135555047,0.5174156672636272,0.6407854865294615,0.4241940864444953,0.35921451347053845,0.4825843327363728
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-0.7706399021837206,-0.9155706137907862,-0.625709190576655,0.07394559938359103,-10.42171418729118,1.9736348595260503e-25,0.46271688001360056,0.4002881509722583,0.5348819607312318,0.5372831199863994,0.46511803926876816,0.5997118490277418
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-0.9342834698289636,-1.104429762338909,-0.7641371773190182,0.08681092808441261,-10.762279478460263,5.1870973647704605e-27,0.3928672659528005,0.33139980502112104,0.46573560490595844,0.6071327340471995,0.5342643950940416,0.6686001949788789
covidadmitted,covidadmitted_1_date,COVID-related admission,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.1666945545085907,-1.3398352528805815,-0.9935538561366001,0.08833871425072219,-13.207058359455948,7.98857631679212e-40,0.31139453967180747,0.2618888104536089,0.3702585046282211,0.6886054603281926,0.6297414953717789,0.7381111895463911
