outcome,outcome_var,outcome_descr,strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.17307523470582,-1.3550803023651834,-0.9910701670464566,0.09286143474828938,-12.63253403186762,1.3970561322900248e-36,0.30941395615364825,0.25792658150564896,0.37117925459169854,0.6905860438463518,0.6288207454083015,0.742073418494351
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-0.5657263744843619,-0.6902974557427222,-0.44115529322600167,0.06355784200166999,-8.900968891761577,5.536127477470869e-19,0.5679474543517697,0.5014268945714048,0.6432927998015897,0.43205254564823026,0.3567072001984103,0.49857310542859523
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.42690317488331475,-0.5308450270889215,-0.32296132267770805,0.053032531732974064,-8.04983584477599,8.290515771579725e-16,0.6525267301460331,0.588107792627926,0.7240018562795276,0.34747326985396687,0.2759981437204724,0.411892207372074
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-0.7148908556357431,-0.8518591654562709,-0.5779225458152152,0.06988307484265856,-10.22981397491906,1.4579917200871097e-24,0.4892455072722277,0.4266210350932331,0.5610627388163122,0.5107544927277723,0.4389372611836878,0.5733789649067669
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-0.7954898998170044,-0.9661584168768786,-0.6248213827571301,0.08707737407732274,-9.135437399738619,6.514290013581044e-20,0.45136005953955444,0.3805421178986012,0.5353570439785976,0.5486399404604456,0.4646429560214024,0.6194578821013987
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.1376055666330995,-1.327378151493932,-0.9478329817722672,0.09682452655137255,-11.749146700237318,7.13355351638948e-32,0.3205857246966778,0.2651715904274048,0.38758000701975853,0.6794142753033222,0.6124199929802414,0.7348284095725952
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.2046039045334869,-1.386828977659682,-1.0223788314072917,0.09297368449806388,-12.956396329098606,2.1616651593022533e-38,0.29981072966828953,0.24986638158554184,0.35973816506987566,0.7001892703317105,0.6402618349301243,0.7501336184144581
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-0.60123454679172,-0.7257938543863502,-0.47667523919708965,0.06355183491999765,-9.46053796162747,3.0636293094918308e-21,0.5481345205008692,0.48394023834333505,0.6208441223925675,0.4518654794991308,0.3791558776074325,0.5160597616566649
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.46902583556446603,-0.5718264443238521,-0.36622522680507996,0.052450253969085224,-8.942298655806608,3.811578409848491e-19,0.6256114199233483,0.5644934806658525,0.6933466233779025,0.37438858007665166,0.30665337662209746,0.4355065193341475
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-0.7705345709274866,-0.9049163165644885,-0.6361528252904847,0.06856337498902429,-11.238282407346993,2.644779762525426e-29,0.46276562113078956,0.40457573997429874,0.5293249172927912,0.5372343788692104,0.4706750827072088,0.5954242600257013
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-0.8894530506166399,-1.058775237216716,-0.7201308640165639,0.08639045815926615,-10.29573253306376,7.365679368628162e-25,0.41088042209886605,0.3468803964681775,0.4866885617724147,0.589119577901134,0.5133114382275853,0.6531196035318225
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.292903162407205,-1.4848307988074647,-1.1009755260069451,0.09792406284715467,-13.20312009955347,8.417497252962849e-40,0.2744727862182267,0.22654066838507883,0.33254651763602877,0.7255272137817733,0.6674534823639713,0.7734593316149212
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-1.1265070719210062,-1.311981431793043,-0.9410327120489694,0.09463151432119919,-11.904142927454432,1.126143936348892e-32,0.3241635612415852,0.2692859556633837,0.3902246375157527,0.6758364387584148,0.6097753624842472,0.7307140443366162
