strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,4341451,57686,0.7018915543905067,0.11789166844558668,5.953699388981565,2.6214812721854968e-9,0.47082813015981967,0.9329549786211937,2.017565435099709,1.6013197454534371,2.5420096744991034
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,4341451,57686,-0.003565693716290176,7.969500167059184e-4,-4.474174843522149,7.670695679343128e-6,-0.00512768704651237,-0.002003700386067982,0.9964406558204726,0.9948854370989587,0.9979983056814741
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,2288356,30546,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,2053095,27140,-0.010861964758085948,0.008969478443909594,-1.2109917902151133,0.2258985511653582,-0.028441819468257114,0.006717889952085219,0.9891968133732933,0.9719588415833762,1.0067405055895466
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,862561,10097,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,849620,10772,0.06527668761397888,0.01518444452401517,4.298918377339364,1.716336616587859e-5,0.035515723221662715,0.09503765200629505,1.0674543349208854,1.0361539396780568,1.099700260267727
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,879935,11341,0.05678667501813927,0.014949137316933704,3.798659000463786,1.454810874004147e-4,0.02748690427700548,0.08608644575927306,1.058429996750653,1.0278681543424895,1.089900541512747
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,919465,12819,0.13194896832395733,0.014563856929212074,9.060029150608798,1.3041569808251237e-19,0.10340433326670756,0.1604936033812071,1.1410500880829868,1.1089396996518452,1.174090262908756
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,829870,12657,0.2499378054523613,0.014760306480993517,16.93310404998704,2.5649012686002284e-64,0.22100813634884087,0.27886747455588173,1.2839455597911515,1.2473335792639,1.321632182371188
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,4113233,55737,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,30584,194,-0.7520975395010998,0.0813071464771896,-9.2500791392562,2.2432651726417513e-20,-0.9114566182821141,-0.5927384607200855,0.47137678364042307,0.40193832670788615,0.552811357839667
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,158742,1404,-0.3954544829504392,0.03183245779184199,-12.422995595765343,1.9607950805246828e-35,-0.4578449537618409,-0.3330640121390375,0.6733739327223455,0.63264555791741,0.7167243136308437
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,12449,108,-0.40395135526480297,0.10326482739767066,-3.9118000334150063,9.161075244539692e-5,-0.6063466978339824,-0.20155601269562348,0.6676765994303533,0.5453395243488901,0.8174577882634406
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,26443,243,-0.3760152549005299,0.07143533675332701,-5.263715018226151,1.4117322461454218e-7,-0.5160259421605412,-0.23600456764051855,0.6865918590718968,0.5968879079115726,0.7897770665068344
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Obese I (30-34.9),760833,10576,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),135995,1607,-0.14187853188967736,0.038469796572741084,-3.6880499646366625,2.2597928264867786e-4,-0.21727794766483227,-0.06647911611452245,0.867726651201334,0.8047062719891931,0.935682456337551
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Not obese,3164697,41800,-0.05761354986641101,0.01158654494789584,-4.972452972434534,6.611101156111143e-7,-0.08032276066954137,-0.03490433906328065,0.9440146915582146,0.9228184488140075,0.9656977913944625
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),279926,3703,-0.05112218890870243,0.033082026095448615,-1.545316141194138,0.12226981306739147,-0.11596176859139593,0.013717390773991062,0.9501625641123143,0.890509268070372,1.0138119058510953
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,4341451,57686,-0.006530764349316546,0.02454269402372949,-0.26609810410390045,0.7901636550857105,-0.05463356071941276,0.041572032020779665,0.9934905147440625,0.9468320408438954,1.042448248801028
all,other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,4341451,57686,0.044732280476984174,0.026960402274552177,1.6591844595437215,0.0970786281260092,-0.008109136989849837,0.09757369794381818,1.0457478553120219,0.9919236533678132,1.102492690013696
all,dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,4341451,57686,0.12519288794438266,0.10956557020716805,1.1426298216462185,0.2531923184145058,-0.08955168360726143,0.3399374594960267,1.1333670448237985,0.9143410074615592,1.4048597271807626
all,diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,4341451,57686,-0.0014909252644661655,0.0287402121480804,-0.05187593107470317,0.958627552666385,-0.05782070598274428,0.054838855453811945,0.9985101856124592,0.9438191533951124,1.0563703726347697
all,chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,4341451,57686,-0.022202331614740573,0.052274508087478876,-0.42472578752125295,0.6710365828244146,-0.12465848477574692,0.08025382154626579,0.9780423261471372,0.8827983401820187,1.0835620641720671
all,current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,4341451,57686,-0.02680972517574309,0.02840497441020421,-0.9438390891882641,0.3452518821115678,-0.0824824520015252,0.02886300165003901,0.9735464652846567,0.9208275963962862,1.0292835746642397
all,other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,4341451,57686,-0.028739561750142664,0.027592794091560752,-1.0415604035885822,0.2976155347130484,-0.08282044440243133,0.025341320902146,0.9716694914180111,0.9205164162573831,1.0256651417377303
all,lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,4341451,57686,-0.1349931520494938,0.06284245461342285,-2.1481202935166683,0.03170420048403396,-0.2581620997918955,-0.011824204307092093,0.8737218948718404,0.7724700047305241,0.9882454268819767
all,haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,4341451,57686,0.0454534821606524,0.04155438335880903,1.0938312275789506,0.27402900552605086,-0.035991612622383845,0.12689857694368864,1.0465023224547503,0.9646483843194587,1.1353018661569687
all,cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",4341451,57686,0.05193120149474289,0.028528209685427252,1.8203456181573963,0.06870638844718735,-0.003983062032101255,0.10784546502158704,1.0533032743296857,0.9960248598382174,1.1138755993438183
all,any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,4341451,57686,0.03370397537035122,0.031565167432948946,1.0677584854237048,0.2856294690278586,-0.02816261596420533,0.09557056670490777,1.0342783895292236,0.9722302537855961,1.100286462884614
all,dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,4341451,57686,-0.16236936463952495,0.04184340227268865,-3.880405412097765,1.0428249502855732e-4,-0.24438092608461615,-0.08035780319443377,0.8501271396370864,0.7831892402226425,0.9227861114921379
all,other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,4341451,57686,-0.15694995762819408,0.04173630076010282,-3.760514342905733,1.6956435164716799e-4,-0.23875160396592726,-0.0751483112904609,0.8547468313061899,0.7876104974006319,0.9276059016978081
all,LD_incl_DS_and_CP,LD_incl_DS_and_CP,Learning disabilities,integer,continuous,NA,NA,NA,NA,Learning disabilities,4341451,57686,-0.5090928981146917,0.10754269535760455,-4.733867757562139,2.20281278621501e-6,-0.7198727078159595,-0.29831308841342397,0.6010405366126824,0.4868142196613832,0.7420689701770385
all,psychosis_schiz_bipolar,psychosis_schiz_bipolar,Serious mental illness,integer,continuous,NA,NA,NA,NA,Serious mental illness,4341451,57686,-0.40690961052355107,0.057186340650144024,-7.115503560770788,1.1150496726067462e-12,-0.5189927786054722,-0.2948264424416299,0.665704360250708,0.5951196634559138,0.7446608177644825
all,multimorb0,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,TRUE,0,1843683,23845,0,NA,NA,NA,NA,NA,NA,NA,NA
all,multimorb1,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,1,1394212,18880,0.008633715957144211,0.027843910732953173,0.31007555080710114,0.7565035042128397,-0.04593934626819225,0.06320677818248067,1.0086710939757182,0.9550998908065301,1.065247086315776
all,multimorb2,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,2,748035,10265,0.013696150827356628,0.05350829930435854,0.25596311236602887,0.7979793207228282,-0.09117818868317572,0.11857049033788898,1.0137903727689992,0.9128550359694907,1.1258862354060084
all,multimorb3,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,3,272337,3627,0.025702618794443678,0.08015420806692213,0.32066462153782516,0.7484645604606326,-0.13139674222605352,0.1828019798149409,1.0260357793429042,0.8768698140883346,1.2005766461311305
all,multimorb4+,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,4+,83184,1069,-0.0076070616736657855,0.11369099976798748,-0.06690997255006761,0.946653373885231,-0.23043732658527283,0.21522320323794125,0.9924217987925048,0.7941862078040722,1.2401386690431275
all,shielded,shielded,Shielding criteria met,integer,continuous,NA,NA,NA,NA,Shielding criteria met,4341451,57686,0.032756086075791384,0.015944039747387947,2.0544408189372265,0.039933045767095506,0.0015063424028359147,0.06400582974874686,1.0332984726159409,1.0015074775064332,1.0660986138304471
all,flu_vaccine,flu_vaccine,Flu vaccine in previous 5 years,integer,continuous,NA,NA,NA,NA,Flu vaccine in previous 5 years,4341451,57686,0.4894444230100619,0.013271504508389835,36.87934722854144,9.905149350892417e-298,0.4634327521529569,0.515456093867167,1.631409594496711,1.5895210622610894,1.6744020121570145
all,efi_catNone,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,TRUE,None,973400,11652,0,NA,NA,NA,NA,NA,NA,NA,NA
