term,estimate.robust,std.error.robust,statistic.robust,p.value.robust,conf.low.robust,conf.high.robust,model,strata,or,or.ll,or.ul
(Intercept),-8.350188261156742,0.023575505484240488,-354.18915054604406,0,-8.39639540282318,-8.303981119490304,0 Unadjusted,Male,2.3635201833558249e-4,2.256793429217554e-4,2.4752941872341127e-4
"timesincevax_pw(0,1]",-1.2513965830506502,0.447840574118691,-2.7942903242147796,0.005201375885336915,-2.129147979139025,-0.37364518696227533,0 Unadjusted,Male,0.2861049483927516,0.11893858885243243,0.6882210583175672
"timesincevax_pw(1,4]",-1.1247852925128237,0.2436855147291409,-4.615724877053258,3.917256103045669e-6,-1.6024001249360447,-0.6471704600896027,0 Unadjusted,Male,0.324722180157484,0.20141252218486402,0.5235250179204278
"timesincevax_pw(4,7]",-0.77648966533563335,0.20549565742489126,-3.778618366275894,1.577008895790868e-4,-1.179253752867801,-0.3737255778034656,0 Unadjusted,Male,0.4600179974672126,0.30750813005931155,0.6881657338715833
"timesincevax_pw(7,14]",-0.8633567743131234,0.14200548083316092,-6.079742621536292,1.2037561120420869e-9,-1.1416824023534118,-0.5850311462728351,0 Unadjusted,Male,0.4217440041253293,0.31928140990791243,0.5570885103112225
"timesincevax_pw(14,21]",-1.267866769823955,0.17834563200115713,-7.109043017188831,1.1685032618087153e-12,-1.617417785346257,-0.9183157543016529,0 Unadjusted,Male,0.281431339709112,0.19841037635029823,0.3991908106188446
"timesincevax_pw(21, Inf]",-1.7526740797430924,0.20536469037228655,-8.534447068606744,1.4082728954985593e-17,-2.1551814765689934,-1.3501666829171912,0 Unadjusted,Male,0.17330987881783608,0.11588215880795857,0.2591970533240549
(Intercept),23.277360797177504,18.055627986469496,1.2892025032095846,0.19732769501906505,-12.111019774556151,58.665741368911156,"1 Age, sex, IMD",Male,12859655889.286007,5.4985849834892645e-6,30075146621796428e9
age,-0.8567910928168668,0.48740690934333286,-1.7578558620992735,0.0787720375286637,-1.8120910809457782,0.09850889531204454,"1 Age, sex, IMD",Male,0.4245221511636105,0.16331228030490988,1.103524220543023
I(age * age),0.005916385320838841,0.0032848259161345887,1.801125987157619,0.07168302458713326,-5.217551702687388e-4,0.012354525811946421,"1 Age, sex, IMD",Male,1.0059339216953964,0.9994783809202904,1.0124311582265033
imd2,-0.13741608135676653,0.07131296161812273,-1.9269439697740032,0.053986613010847714,-0.27718691775917426,0.002354755045641199,"1 Age, sex, IMD",Male,0.8716074910462469,0.7579128165042996,1.002357529658721
imd3,-0.25696706025378213,0.06924061382412934,-3.7112186917706507,2.062638051079244e-4,-0.3926761696165218,-0.12125795089104247,"1 Age, sex, IMD",Male,0.7733936887377107,0.6752473778019655,0.8858054358187274
imd4,-0.509096720164251,0.07404476711988113,-6.875525982004984,6.176154854212252e-12,-0.6542217969628736,-0.36397164336562843,"1 Age, sex, IMD",Male,0.6010382394103544,0.5198464513056209,0.6949108997978312
imd5 least deprived,-0.5231654708937057,0.0749373591970536,-6.981370527322713,2.923142259827558e-12,-0.6700399960164721,-0.37629094577093924,"1 Age, sex, IMD",Male,0.5926415859486448,0.5116881118911163,0.6864025980546193
ethnicityMixed,-0.14090124821551647,0.4042132566256629,-0.34858146264609885,0.727403546509774,-0.9331446732754618,0.651342176844429,"1 Age, sex, IMD",Male,0.8685750808018593,0.39331491668442814,1.9181135496960036
ethnicitySouth Asian,0.30588727289147727,0.21669291249950492,1.4116164177366721,0.15806293561677634,-0.1188230313126416,0.7305975770955961,"1 Age, sex, IMD",Male,1.3578292337569389,0.8879649288460427,2.076320998894564
ethnicityWhite,-0.4042319201112559,0.1985475485194204,-2.0359451583544335,0.041755862525415376,-0.7933779644280388,-0.01508587579447307,"1 Age, sex, IMD",Male,0.6674892991239233,0.4523143101255682,0.9850273459649292
ethnicityOther,-0.12934794526647098,0.2938953908689102,-0.4401155965190541,0.6598533863868485,-0.7053723265918567,0.4466764360589147,"1 Age, sex, IMD",Male,0.8786681839156407,0.49392463873884873,1.5631084519228002
"timesincevax_pw(0,1]",-1.2310332300392455,0.4478799020402949,-2.7485788588220506,0.005985423505286158,-2.108861707437551,-0.3532047526409402,"1 Age, sex, IMD",Male,0.2919907281761925,0.12137604928329015,0.7024333535677262
"timesincevax_pw(1,4]",-1.1041854057652585,0.24378785615402296,-4.529287976787671,5.9182789524436585e-6,-1.5820008236953749,-0.6263699878351422,"1 Age, sex, IMD",Male,0.33148079463675395,0.2055633903624903,0.534528628951159
"timesincevax_pw(4,7]",-0.7553490933378536,0.2055893032826475,-3.674068063256129,2.3871909797315848e-4,-1.1582967233785249,-0.3524014632971823,"1 Age, sex, IMD",Male,0.4698465657920768,0.31402058955936085,0.7029978374869519
"timesincevax_pw(7,14]",-0.841443199134639,0.1420078871070777,-5.925327221439248,3.1167613303785723e-9,-1.1197735433851412,-0.5631128548841369,"1 Age, sex, IMD",Male,0.4310879285475124,0.32635369120769603,0.5694337375247152
"timesincevax_pw(14,21]",-1.2453875123155063,0.17837994173936247,-6.981656682763066,2.9171931375077167e-12,-1.5950057736890098,-0.8957692509420028,"1 Age, sex, IMD",Male,0.28782934909937685,0.20290735697518508,0.4082933977258534
"timesincevax_pw(21, Inf]",-1.7531724531290303,0.20563921306723085,-8.525477349282868,1.5218091855131243e-17,-2.156217904549961,-1.3501270017080995,"1 Age, sex, IMD",Male,0.1732235273061481,0.11576211751389862,0.25920733878059216
(Intercept),29.13782983484978,18.198619790023884,1.6011010818975706,0.10935453264121245,-6.530809521934909,64.80646919163446,2 Fully adjusted,Male,4512307750216.223,0.001457825230481382,1396664072409971e13
age,-1.038437310217768,0.4913077206475609,-2.1136189532073115,0.034547825725860036,-2.001382748013453,-0.075491872422083,2 Fully adjusted,Male,0.3540074537717022,0.13514827796294857,0.9272872671028866
I(age * age),0.007010399555318902,0.0033114320457005983,2.117029568648664,0.034257338383825865,5.201120084939361e-4,0.013500687102143867,2 Fully adjusted,Male,1.0070350299288948,1.0005202472901975,1.013592232891363
imd2,-0.15130640209760962,0.07272532832097206,-2.0805186527288164,0.03747798657832449,-0.29384542637056565,-0.008767377824653616,2 Fully adjusted,Male,0.8595842798788058,0.74539170043941,0.9912709435578512
