strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,3001316,49306,-0.027477763494503007,0.0333840090648692,-0.8230815969738794,0.4104615932732528,-0.09290921892120532,0.0379536919321993,0.9728963161272072,0.9112762231798677,1.0386831323558685
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,3001316,49306,1.2214405200947317e-4,1.9059928053932287e-4,0.6408421462234922,0.521625247051708,-2.5142367332684564e-4,4.957117773457919e-4,1.0001221515118979,0.9997486079309562,1.0004958346627333
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,1856195,31597,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,1145121,17709,-0.028784280992487626,0.01003918624145481,-2.867192648905018,0.00414130836502913,-0.048460724459829074,-0.009107837525146174,0.9716260400661082,0.952694756172213,0.9909335131932803
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,658822,9912,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,572101,9107,0.08001871837553137,0.014741395249178462,5.42816450023554,5.693655140013531e-8,0.051126114605271736,0.10891132214579101,1.0833073452388806,1.0524556149384023,1.1150634645216808
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,633684,10657,0.1960609989575026,0.014699307490566894,13.338111273835343,1.389350893046885e-40,0.16725088567831164,0.22487111223669354,1.2166011144706323,1.1820507877238695,1.2521613175194168
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,583641,10225,0.2746180234242753,0.01488744114073572,18.446287768880076,5.585247507830265e-76,0.24543917496647344,0.3037968718820772,1.3160278870213025,1.2781825357307006,1.3549937907950362
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,553068,9405,0.2906508836422736,0.01563484866024601,18.58993904950918,3.8761808641689996e-77,0.2600071433644571,0.32129462392009006,1.337297629966371,1.296939351143146,1.3789117814471243
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,2790134,47163,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,39718,363,-0.7607950003467638,0.05382365662565207,-14.134955668994309,2.3127959203898463e-45,-0.8662874288492926,-0.6553025718442351,0.46729477978767603,0.4205098275025309,0.5192849178191878
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,140475,1425,-0.7752569714672936,0.02748204493997776,-28.209580952236117,4.461374025914221e-175,-0.8291207897711612,-0.7213931531634259,0.46058540848220586,0.43643283389911686,0.4860746076583165
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,10888,138,-0.3993141195564755,0.09047592196239053,-4.413484945999935,1.0171979426898327e-5,-0.5766436680708174,-0.22198457104213362,0.6707799631521656,0.5617807284788376,0.8009277217194006
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,20101,217,-0.5102155314641769,0.07293664540553918,-6.995324896385055,2.646449245947558e-12,-0.6531687296122024,-0.3672623333161513,0.6003661670675852,0.52039417297414,0.6926279218298145
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,2444358,39960,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),392925,6430,-0.00892146571462603,0.014059829654916653,-0.6345358324811736,0.525731189711131,-0.03647822546703088,0.01863529403777882,0.9911182124770745,0.964179088217097,1.0188100147662307
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),120867,2130,0.023135509114862753,0.029902281250387724,0.7737038161448893,0.43910596278448927,-0.035471885191484503,0.08174290342121002,1.023405210885663,0.9651498688523079,1.0851767787249222
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),43166,786,3.5200344705851476e-4,0.04085514620031014,0.008615890035802702,0.9931255994148357,-0.07972261168866777,0.08042661858278481,1.0003520654075417,0.9233724435886662,1.0837493166635124
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,3001316,49306,-0.001976761900627045,0.016786692613984102,-0.11775767544467393,0.9062596662408867,-0.034878074843580416,0.030924551042326325,0.9980251906064198,0.9657231550264963,1.0314076823162142
all,other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,3001316,49306,0.03579316970809865,0.019633085666103004,1.8231046467594454,0.0682875429564802,-0.002686971102852806,0.0742733105190501,1.036441456831495,0.9973166355729333,1.077101148344813
all,dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,3001316,49306,-0.028156932782308877,0.12171507220045125,-0.23133480737650572,0.8170547075807806,-0.2667140906708856,0.21040022510626785,0.9722357791626745,0.7658920158371854,1.234171907707932
all,diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,3001316,49306,0.008182267233656016,0.022381164032885877,0.3655872063505437,0.7146731230714499,-0.03568400820288352,0.052048542670195555,1.0082158334690428,0.964945160068165,1.053426877425728
all,chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,3001316,49306,0.06431187326537566,0.05498574695707165,1.169609886641807,0.24215799685342249,-0.04345821043351762,0.17208195696426892,1.0664249363311926,0.9574725656183649,1.1877751756725372
all,current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,3001316,49306,-0.03932924136312003,0.022587736429235165,-1.7411767436871823,0.0816526024550717,-0.0836003912567043,0.004941908530464251,0.9614341131530139,0.9197987422843765,1.0049541399008968
all,other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,3001316,49306,-0.018471476549327688,0.02276474092062422,-0.8114072817140231,0.4171318188320778,-0.06308954887113635,0.02614659577248097,0.9816980756090815,0.9388593961255852,1.0264914167463493
all,lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,3001316,49306,-0.0019491679749741875,0.06447401923431431,-0.03023183598792617,0.9758821586825386,-0.12831592361277291,0.12441758766282454,0.9980527304192931,0.8795754565898544,1.132488685574922
all,haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,3001316,49306,0.003936006662891163,0.04020865121287865,0.09788954725321593,0.9220200002058273,-0.07487150158128374,0.08274351490706607,1.003943762909991,0.9278627075592262,1.0862631625073014
all,cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",3001316,49306,0.06916883509473276,0.02301430283375159,3.0054716666582366,0.002651692995933439,0.02406163041128155,0.11427603977818397,1.071617120453877,1.0243534472695097,1.1210615397555468
all,any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,3001316,49306,0.04751643036362949,0.02675091457731079,1.7762544239863598,0.07569099153699856,-0.004914398761407167,0.09994725948866615,1.0486634309012337,0.9950976571389334,1.1051126323333404
all,dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,3001316,49306,-4.950793651711646e-4,0.023890406576418485,-0.02072293594449928,0.9834666727093956,-0.04731941583097024,0.04632925710062791,0.999505043166396,0.953782695637356,1.0474192244046534
all,other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,3001316,49306,-3.1247975166566916e-4,0.030709870297991545,-0.01017522212349121,0.9918814874570643,-0.06050271950562542,0.05987776000229408,0.9996875690650471,0.9412912091681864,1.061706755581331
all,LD_incl_DS_and_CP,LD_incl_DS_and_CP,Learning disabilities,integer,continuous,NA,NA,NA,NA,Learning disabilities,3001316,49306,-0.047305760128961725,0.12078389983189873,-0.39165617433117844,0.6953122759136792,-0.28403785371177664,0.1894263334538532,0.9537957202985587,0.7527381502339067,1.2085560905570645
all,psychosis_schiz_bipolar,psychosis_schiz_bipolar,Serious mental illness,integer,continuous,NA,NA,NA,NA,Serious mental illness,3001316,49306,-0.175252326737523,0.04877096000234315,-3.593374555864867,3.2642283472609227e-4,-0.27084165183355907,-0.07966300164148694,0.8392452300392216,0.7627372648904505,0.9234274875041629
all,multimorb0,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,TRUE,0,934680,13925,0,NA,NA,NA,NA,NA,NA,NA,NA
