term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,37512656.05250051,544274.6936099798,-0.6038915354046887,0.15199002212652693,-3.973231446087743,7.0904091934765e-5,-0.9017865047821273,-0.30599656602725,0.5466800664111544,0.4058439695167417,0.7363891481920266
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,37512656.05250051,544274.6936099798,0.005292270630229326,0.0010245736159285592,5.165339559747498,2.4000281923230523e-7,0.0032841432434993767,0.007300398016959276,1.005306299431594,1.0032895419503456,1.0073271108878594
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,19954312.372864388,288625.1247029872,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,17558343.679636348,255649.5689069926,0.003928174750089439,0.013232092143694,0.29686724574099066,0.7665678635680929,-0.022006249291666193,0.02986259879184507,1.0039359001407724,0.9782341217617635,1.0303129579821804
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,7757960.059756147,95840.71414630007,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,7488532.619568888,106917.56473466849,0.13020791187449432,0.022331439546557228,5.830699431760014,5.5195527345040505e-9,0.08643909464030869,0.17397672910867995,1.1390651838844974,1.0902849614978065,1.1900278724888511
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,7411723.626753772,104424.598325413,0.09307060003355486,0.02231161987154773,4.171395916987656,3.0273933264746868e-5,0.04934062864857312,0.13680057141853658,1.0975392188385562,1.0505781468131417,1.146599461013727
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,8161601.519433108,121127.3736705137,0.15669224673295554,0.021658237189494813,7.234764554566707,4.663374504459399e-13,0.11424288187291971,0.19914161159299137,1.1696355993289798,1.121024368319483,1.2203547700470494
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,6692838.226988556,115964.44273308442,0.34692220772062937,0.02201185175889272,15.760700713445152,5.798647991293113e-56,0.303779771040165,0.39006464440109373,1.4147066678333393,1.3549706194585531,1.477076275507633
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,35208410.88719147,523509.9717413444,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,244214.74357886406,1747.9766208418196,-0.8666649142075605,0.12213194789845533,-7.096136016172733,1.2829321902560956e-12,-1.1060391334502553,-0.6272906949648658,0.4203511211561865,0.3308668886937098,0.5340367111223184
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,1764327.3763012004,16246.78233197556,-0.5349045341829418,0.04333336762850273,-12.343941019509082,5.25207436953633e-35,-0.619836374063641,-0.4499726943022426,0.5857252042110019,0.5380324664586913,0.6376455627410734
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,109923.52926284228,842.9887135098439,-0.7512509159727806,0.176515318746236,-4.256009740734189,2.0810764380806456e-5,-1.0972145834350109,-0.40528724851055026,0.4717760312985395,0.3337995608261018,0.6667852502770467
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,185779.51616598782,1926.9742023082147,-0.38545030984652157,0.11588673433238912,-3.326095191715073,8.807184515920802e-4,-0.6125841354239656,-0.15831648426907755,0.6801442915632138,0.5419485894666264,0.8535795947015985
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,27665021.95824832,402464.5964584749,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),6469754.299869865,96648.70285980991,0.05863620822888609,0.017345447146588866,3.3804956270854865,7.235522642625752e-4,0.024639756525828872,0.0926326599319433,1.0603894096219244,1.0249458239656224,1.0970586676355372
bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),2298652.2252347823,31315.57998133062,-0.042359625253311946,0.049021305116421415,-0.8641064360222857,0.3875294237725334,-0.13843961775664698,0.053720367250023084,0.9585250087827899,0.8707158254566907,1.055189495355907
bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),1079227.5691474313,13845.814310364336,-0.06776501952490241,0.05833927995265115,-1.161567636417544,0.2454111344855994,-0.18210790711609823,0.04657786806629341,0.9344800323421608,0.8335113937521452,1.0476796566813078
heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,37512656.05250051,544274.6936099798,-0.018458318291097113,0.03742895356863864,-0.49315614066654434,0.6219022653847786,-0.09181771926465077,0.05490108268245653,0.9817109931308506,0.9122714238963104,1.0564361096807768
