variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,5363404,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,5363404,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,5363404,40147,-1.7604009079519816,0.12474401106716579,-14.112107610553991,0.1719759034933422,0.13467447927807846,0.2196088786895017,-2.0048946769306926,-1.5159071389732708,"-2.0, -1.5",3.1987315047980535e-45
"age, degree = 2",Age,continuous,NA,level,Age²,5363404,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,5363404,40147,0.013133816475342506,8.405937152288451e-4,15.624452380978042,1.0132204438769656,1.011552503717388,1.0148911342886218,0.011486283067863251,0.014781349882821761,"0.01, 0.01",4.9616599393260296e-55
sex,Sex,dichotomous,NA,label,Sex,5363404,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,5363404,sexFemale,factor,2,FALSE,contr.treatment,treatment,2816895,21152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,5363404,sexMale,factor,2,FALSE,contr.treatment,treatment,2546509,18995,0.009134441088971414,0.010824427515498562,0.8438729046771848,1.0091762874131893,0.9879916358641283,1.0308151831531565,-0.01208104699467014,0.030349929172612967,"-0.01, 0.03",0.3987404305850015
imd,Deprivation,categorical,NA,label,Deprivation,5363404,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,5363404,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,735421,4937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,5363404,imd2,factor,5,FALSE,contr.treatment,treatment,928194,6852,0.07770802162688599,0.020768417518828568,3.741643847271281,1.0808070403141772,1.0376957928043407,1.1257093519053585,0.0370026712740913,0.11841337197968069,"0.04, 0.12",1.8282048425588673e-4
imd,Deprivation,categorical,FALSE,level,3,5363404,imd3,factor,5,FALSE,contr.treatment,treatment,1228396,9081,0.06468604612729151,0.01981843364632217,3.263933330033663,1.0668240382635379,1.0261794458557512,1.1090784688908162,0.025842629950503244,0.10352946230407978,"0.03, 0.10",0.0010987701760580347
imd,Deprivation,categorical,FALSE,level,4,5363404,imd4,factor,5,FALSE,contr.treatment,treatment,1242103,9596,0.15313179802674293,0.01970741507136294,7.7702629935095056,1.1654785765971882,1.121319340095539,1.2113768700281888,0.11450597425848971,0.19175762179499614,"0.11, 0.19",7.83233344317286e-15
imd,Deprivation,categorical,FALSE,level,5 least deprived,5363404,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,1229290,9681,0.18588002082054977,0.019687452170729647,9.441547804591353,1.2042777634516026,1.1586937854424033,1.251655053099519,0.14729332361856476,0.2244667180225348,"0.15, 0.22",3.673128344863595e-21
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,5363404,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,5363404,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,5102809,38569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,5363404,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,48278,229,-0.891661746270021,0.07737188706169267,-11.52436343654191,0.40997391376554565,0.3522874355531006,0.47710645627866693,-1.0433078583268391,-0.7400156342132028,"-1.0, -0.74",9.944444981081592e-31
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,5363404,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,149809,1003,-0.3264176436151332,0.03909189870605032,-8.350007403570116,0.7215037930459163,0.6682878018311351,0.7789573922391942,-0.4030363571662797,-0.24979893006398665,"-0.40, -0.25",6.825868775540031e-17
ethnicity,Ethnicity,categorical,FALSE,level,Mixed,5363404,ethnicityMixed,factor,5,FALSE,contr.treatment,treatment,17078,88,-0.5715075951043402,0.11677536225708027,-4.894076833143704,0.5646734976691977,0.44915685942495426,0.709899342020937,-0.8003830994098354,-0.34263209079884505,"-0.80, -0.34",9.876824939145053e-7
ethnicity,Ethnicity,categorical,FALSE,level,Other,5363404,ethnicityOther,factor,5,FALSE,contr.treatment,treatment,45430,258,-0.498243841763849,0.07390320022577763,-6.741843928837877,0.6075967593720188,0.5256648416280165,0.7022988656727065,-0.6430914525486255,-0.35339623097907247,"-0.64, -0.35",1.563890244710428e-11
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,5363404,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,5363404,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,4003949,30080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),5363404,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,901905,6799,0.018024852151322723,0.014449478591389167,1.247439624711733,1.0181882802445805,0.9897572128419909,1.0474360384306902,-0.01029560548318259,0.046345309785828036,"-0.01, 0.05",0.2122363450166946
bmi,Body Mass Index,categorical,FALSE,level,Obese II (35-39.9),5363404,bmiObese II (35-39.9),factor,4,FALSE,contr.treatment,treatment,319024,2359,0.0016180028175661098,0.02316219730476073,0.06985532487600161,1.0016193124903812,0.9571654009517679,1.0481378099920033,-0.04377906970257562,0.047015075337707844,"-0.04, 0.05",0.9443088118021602
bmi,Body Mass Index,categorical,FALSE,level,Obese III (40+),5363404,bmiObese III (40+),factor,4,FALSE,contr.treatment,treatment,138526,909,-0.11417250868679577,0.03604782025434798,-3.1672513866639305,0.892104046909855,0.8312497912777911,0.9574133297399889,-0.18482493810649128,-0.04352007926710025,"-0.18, -0.04",0.001538872280186362
chronic_cardiac_disease,Chronic cardiac disease,continuous,NA,label,Chronic cardiac disease,5363404,chronic_cardiac_disease,integer,NA,NA,NA,NA,5363404,40147,-0.06097757149200543,0.052692838854246526,-1.157226917697019,0.9408443412742012,0.8485267760434497,1.043205823904794,-0.16425363788950142,0.04229849490549055,"-0.16, 0.04",0.24717966296416366
