term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,37512656.05250051,803596.2117277663,0.4185418003016471,0.13548165997944228,3.0892875121633128,0.002006371709087348,0.15300262617623872,0.6840809744270555,1.5197438490598112,1.1653280392955265,1.981949535987619
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,37512656.05250051,803596.2117277663,-0.0020595086316103684,9.191241445903998e-4,-2.240729550770502,0.02504359873140941,-0.0038609588523287365,-2.5805841089200014e-4,0.9979426107011138,0.9961464850659986,0.9997419748833157
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,19954312.372864388,431285.20922437217,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,17558343.679636348,372311.00250339456,-0.023088914264271863,0.010991376217746754,-2.100639065287597,0.03567266205625844,-0.044631615791585574,-0.0015462127369581524,0.977175595061412,0.9563497210843966,0.9984549820340864
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,7757960.059756147,153663.9377970129,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,7488532.619568888,159466.8595977597,0.1160615058075181,0.0181624822536319,6.3901786213340745,1.656920913501548e-10,0.0804636947205517,0.1516593168944845,1.12306494502538,1.0837894986473737,1.1637636942588918
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,7411723.626753772,166063.77038074227,0.1847479393871869,0.017979485543521103,10.275485299064115,9.088586110912324e-25,0.149508795261327,0.2199870835130468,1.20291519437009,1.1612636843846555,1.2460606357574922
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,8161601.519433108,181388.56426793395,0.1954324890921868,0.01769165232845683,11.046593357356214,2.276919296938213e-28,0.16075748770140724,0.23010749048296636,1.2158367089114142,1.1744001278020824,1.2587353047237277
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,6692838.226988556,143013.07968431772,0.20970454722987605,0.01882667248733949,11.138694178214317,8.130266479286993e-29,0.17280494720595954,0.24660414725379257,1.2333136201965074,1.1886342360425828,1.279672450649253
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,35208410.88719147,765373.7244568906,0,NA,NA,NA,NA,NA,NA,NA,NA
