stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.2257464099599484,-1.4227278714758622,-1.0287649484440347,0.1005025924301051,-12.196167087056965,3.258023876340018e-34,0.29353851846013873,0.2410555506390079,0.35744815496411936,0,3,1.5,0.7064614815398613,0.6425518450358807,0.758944449360992,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.6791952120764231,-0.8189829636217247,-0.5394074605311214,0.07132159195165302,-9.522995680422152,1.6825735726075543e-21,0.5070248757107045,0.44087981738111925,0.5830936560364866,3,7,5,0.49297512428929546,0.41690634396351345,0.5591201826188807,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.6481202785063559,-0.7696721424635502,-0.5265684145491616,0.06201739670523534,-10.450620518414043,1.4556965135562482e-25,0.5230280002923897,0.4631648955226364,0.5906282875371464,7,14,10.5,0.4769719997076103,0.40937171246285364,0.5368351044773636,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.9619336531794236,-1.1147432671488522,-0.809124039209995,0.07796552139466405,-12.337936513116915,5.658759648652414e-35,0.38215321928865625,0.3279994763317363,0.4452479151673367,14,21,17.5,0.6178467807113437,0.5547520848326633,0.6720005236682637,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.092788803689633,-1.272574532225655,-0.9130030751536108,0.09172909806208128,-11.913218670808744,1.010017337524264e-32,0.33528015814346196,0.2801095416262808,0.4013172267965253,21,28,24.5,0.6647198418565381,0.5986827732034747,0.7198904583737191,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.1325238999383005,-1.3416007479243828,-0.9234470519522182,0.10667382137388941,-10.616699442769834,2.4921755427590882e-26,0.3222189808136284,0.26142685496677914,0.39714769016276846,28,35,31.5,0.6777810191863716,0.6028523098372316,0.7385731450332209,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.0047546467775004,-1.185145541006157,-0.8243637525488435,0.09203786174213263,-10.916753472528239,9.586133159971533e-28,0.3661344560532591,0.30570168413014775,0.4385139070818607,35,42,38.5,0.6338655439467409,0.5614860929181393,0.6942983158698522,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.2484759045938476,-1.4461048821343105,-1.0508469270533847,0.1008329638194044,-12.38162459282576,3.286225945864896e-35,0.2869417904302819,0.2354857487698863,0.34964150283163464,0,3,1.5,0.7130582095697181,0.6503584971683654,0.7645142512301137,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.6996626664967396,-0.8399913683376953,-0.5593339646557839,0.07159759207202306,-9.772153591323564,1.482663471039385e-22,0.4967528469089697,0.4317142498246138,0.5715896359974573,3,7,5,0.5032471530910303,0.42841036400254273,0.5682857501753862,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.6661810905027011,-0.7875346426690865,-0.5448275383363158,0.0619162153608978,-10.759396171417434,5.3519692120907764e-27,0.5136664826853894,0.4549650652409642,0.579941792442095,7,14,10.5,0.4863335173146106,0.420058207557905,0.5450349347590357,0,NA,NA,NA,NA,NA
