stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-5.406115137860116,-6.792354911629925,-4.019875364090307,0.7072781871015447,-7.643548516623424,2.1131545148333135e-14,0.004489045704188136,0.001122322688996457,0.017955202663067237,0,3,1.5,0.9955109542958118,0.9820447973369327,0.9988776773110035,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-5.022335222727992,-5.900591399739965,-4.144079045716018,0.44809812013870987,-11.208114912808194,3.7203228895304553e-29,0.006589121662543911,0.0027378251907858907,0.01585803375245545,3,7,5,0.9934108783374561,0.9841419662475446,0.9972621748092141,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-5.105792617195488,-5.699912883699193,-4.511672350691782,0.30312815500185253,-16.843676619759336,1.1675166345600932e-63,0.006061532535686511,0.0033462569583016075,0.010980082264762665,7,14,10.5,0.9939384674643135,0.9890199177352373,0.9966537430416984,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-4.676862687173797,-5.100811662186759,-4.252913712160835,0.21630447210102718,-21.621664322268014,1.1235189386440363e-103,0.009308170769562585,0.006091800074577541,0.01422273252809398,14,21,17.5,0.9906918292304374,0.985777267471906,0.9939081999254225,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-5.1184472209834535,-5.630823176397904,-4.606071265569003,0.26142110745707914,-19.57931886515252,2.3210329037214396e-85,0.0059853095461522895,0.0035856225123309365,0.009990993262693834,21,28,24.5,0.9940146904538477,0.9900090067373062,0.996414377487669,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-5.854755336116485,-6.600649995382224,-5.108860676850745,0.38056549260560996,-15.384356831805352,2.084373630796883e-53,0.0028662367799558914,0.0013594840919167726,0.006042963891684035,28,35,31.5,0.9971337632200441,0.993957036108316,0.9986405159080832,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-5.748103395701048,-6.153966784826404,-5.342240006575692,0.20707696280480375,-27.758294876670387,1.3837452709594594e-169,0.003188823000274561,0.0021250354703271548,0.004785139951341411,35,42,38.5,0.9968111769997254,0.9952148600486586,0.9978749645296728,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-5.311204572032212,-6.697556992626334,-3.9248521514380905,0.7073356610271886,-7.508747069699996,5.969593528720263e-14,0.004935977394883757,0.0012339227057376453,0.019745055933822513,0,3,1.5,0.9950640226051163,0.9802549440661775,0.9987660772942624,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-4.918448482539444,-5.797065360170389,-4.039831604908498,0.44828215444843084,-10.971769528927899,5.223988430954119e-28,0.0073104643655468714,0.003036452577698728,0.017600435993119976,3,7,5,0.9926895356344532,0.98239956400688,0.9969635474223013,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-4.992452989173976,-5.587307831272378,-4.397598147075573,0.3035029453553949,-16.449438351670455,8.46495561948524e-61,0.006788990729549783,0.0037450967373728514,0.012306863709545953,7,14,10.5,0.9932110092704503,0.9876931362904541,0.9962549032626271,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-4.564781115539187,-4.990234620931105,-4.139327610147269,0.2170721037467222,-21.028870300466306,3.5705145828530516e-98,0.010412158016945344,0.006804067928191585,0.015933561468521918,14,21,17.5,0.9895878419830546,0.9840664385314781,0.9931959320718085,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-5.01395452988248,-5.52732811204449,-4.50058094772047,0.2619301100486721,-19.14233735461258,1.1212546883891178e-81,0.006644575111913877,0.003976599936755372,0.011102544666308308,21,28,24.5,0.9933554248880861,0.9888974553336917,0.9960234000632446,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-5.7709908329930375,-6.518100902842851,-5.023880763143224,0.38118561144129287,-15.139582029795054,8.87761151700275e-52,0.0031166678863950178,0.001476470402285299,0.006578945774362378,28,35,31.5,0.996883332113605,0.9934210542256376,0.9985235295977147,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-5.740438529796497,-6.148577408353534,-5.33229965123946,0.20823794813393748,-27.566726339928582,2.789319139300774e-167,0.0032133588126975797,0.002136519003240723,0.004832943139508223,35,42,38.5,0.9967866411873024,0.9951670568604918,0.9978634809967593,0,NA,NA,NA,NA,NA
