strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,4341451,85884,-0.3267906245696076,0.1031388526308426,-3.1684531700121346,0.0015325243613397805,-0.5289390611328433,-0.12464218800637195,0.7212347360522154,0.5892297749495806,0.8828127270602029
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,4341451,85884,0.002992834856451319,7.015613603309368e-4,4.265963072766087,1.9904170294903146e-5,0.0016177998572577557,0.004367869855644882,1.002997317857869,1.0016191092014373,1.0043774229029412
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,2288356,45461,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,2053095,40423,-0.004456252865453134,0.00762750877148585,-0.5842343809701118,0.5590626332361521,-0.01940589534932875,0.010493389618422482,0.9955536614969114,0.9807811869170374,1.0105486383108453
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,862561,15644,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,849620,16800,0.10816053038269918,0.01265344313453904,8.547912946118394,1.2533419160070066e-17,0.08336023755857706,0.13296082320682132,1.1142265982526551,1.08693329222597,1.1422052495155146
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,879935,18143,0.16808070192051308,0.012404707982979648,13.549750800352141,7.949957006923028e-42,0.14376792103513647,0.1923934828058897,1.1830320797563538,1.154616115315466,1.2121473822927307
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,919465,18813,0.17170564423789325,0.012328192629427887,13.927884597457137,4.28870548480084e-44,0.14754283068974244,0.19586845778604406,1.1873282848484845,1.158982923804734,1.216366891216388
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,829870,16484,0.18598535029363356,0.01277408527641766,14.55958264479278,5.0766790912269506e-48,0.16094860321641158,0.21102209737085553,1.2044046160744162,1.1746245953362595,1.2349396436791804
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,4113233,82680,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,30584,307,-0.956643720010527,0.06776225814778712,-14.11764817406351,2.956958660679868e-45,-1.0894553054912954,-0.8238321345297585,0.3841801406916763,0.3363996788700384,0.43874709095336695
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,158742,2316,-0.5129235618398392,0.026487905562174112,-19.36444392086313,1.5400876646928518e-83,-0.5648389027675986,-0.4610082209120798,0.5987425566360487,0.5684517153797181,0.6306474928791511
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,12449,197,-0.36640702464735914,0.08534792648581119,-4.293098142323037,1.7619707468723157e-5,-0.5336858867147212,-0.19912816257999708,0.6932205859148375,0.5864394318556504,0.8194448644346908
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,26443,384,-0.5248398550579857,0.06256967843202778,-8.388086181841937,4.941199428700817e-17,-0.6474741713090127,-0.4022055388069587,0.5916501065523783,0.5233660416415052,0.6688432583159787
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Obese I (30-34.9),760833,15369,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),135995,2677,-0.08336888164058938,0.03167287111858527,-2.6321858011687955,0.008483745290638382,-0.14544656831999536,-0.021291194961183403,0.9200117091890978,0.8646360877984952,0.9789338624532462
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Not obese,3164697,62127,-0.03560180733155056,0.009945929058815388,-3.5795356191481744,3.4420533172384207e-4,-0.05509547007961907,-0.016108144583482045,0.9650244826612596,0.9463947912542997,0.984020897770765
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),279926,5711,-0.02264815521928165,0.02784539702958143,-0.8133536467525131,0.4160153273819401,-0.07722413053247984,0.03192782009391654,0.9776063889746618,0.9256823566746564,1.032442980978168
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,4341451,85884,-0.06858816069053349,0.02100847185691672,-3.2647858043969,0.001095468829662341,-0.10976400890031356,-0.027412312480753417,0.9337111398560227,0.8960455691265233,0.9729599952612801
all,other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,4341451,85884,-0.0032550401986197837,0.022949163490421635,-0.14183698678073167,0.8872087681725203,-0.0482345741151677,0.041724493717928135,0.996750251701388,0.952910232783815,1.0426071943464756
all,dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,4341451,85884,0.03707707048901061,0.09345112507781066,0.39675360203677545,0.6915491686085635,-0.1460837689782461,0.2202379099562673,1.0377729994286709,0.8640853166087206,1.2463732199153437
all,diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,4341451,85884,-0.024912060665240175,0.02428970632319136,-1.0256221435437696,0.30506972568496815,-0.07251901025375004,0.0226948889232697,0.9753956839044867,0.9300480660424872,1.0229543772160683
all,chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,4341451,85884,-0.030509543940267045,0.044034258321239916,-0.6928592669301477,0.4883978742704247,-0.11681510433583045,0.05579601645529636,0.9699511748669606,0.8897496888153344,1.057381973213659
all,current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,4341451,85884,-0.06556071183875845,0.024007848802970407,-2.730803262583312,0.006318017510183875,-0.11261523083886349,-0.01850619283865341,0.9365421858354027,0.8934943830690324,0.9816639952862327
