stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.4197679296766472,-1.7049960122140615,-1.134539847139233,0.14552720600340466,-9.756030976389606,1.7382538540554477e-22,0.24177011805655196,0.18177311104617844,0.32157005867732263,0,3,1.5,0.7582298819434481,0.6784299413226773,0.8182268889538216,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-1.2862882653113514,-1.5088269575903408,-1.063749573032362,0.11354223548715497,-11.328720627989302,9.457605149546117e-30,0.2762944137516252,0.221169266780901,0.34515918138833585,3,7,5,0.7237055862483748,0.6548408186116641,0.778830733219099,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-1.1999385139806416,-1.364526915494391,-1.035350112466892,0.08397521730603318,-14.289198080996599,2.5553497645506292e-46,0.30121273171469504,0.25550152121166714,0.3551020335094811,7,14,10.5,0.6987872682853049,0.6448979664905189,0.7444984787883329,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-1.158975036510647,-1.32221661326769,-0.99573345975360406,0.08328804919104218,-13.915262126649706,5.117198643719807e-44,0.313807657495178,0.26654382209448985,0.36945236670201814,14,21,17.5,0.686192342504822,0.6305476332979818,0.7334561779055102,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.4775166651085976,-1.6575993581008375,-1.2974339721163577,0.09188061332387193,-16.080831544957885,3.476806117207471e-58,0.2282036914947353,0.19059598403573333,0.27323201522473234,21,28,24.5,0.7717963085052647,0.7267679847752677,0.8094040159642667,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.2662555635193267,-1.4367299293616458,-1.0957811976770075,0.08697831551344784,-14.558290259410107,5.173559966064039e-48,0.281885149150114,0.23770379734828906,0.3342783674379273,28,35,31.5,0.718114850849886,0.6657216325620727,0.7622962026517109,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.2633488601326424,-1.3920650445555296,-1.1346326757097551,0.06567272941655257,-19.237039047355626,1.812720687871152e-82,0.28270569763560616,0.24856148374403014,0.3215402091739177,35,42,38.5,0.7172943023643938,0.6784597908260823,0.7514385162559698,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.4299018036018782,-1.7141045420216963,-1.1456990651820602,0.14500406163662857,-9.861115526440397,6.136379952673285e-23,0.23933242267176708,0.180124942835675,0.31800153626803906,0,3,1.5,0.760667577328233,0.6819984637319609,0.819875057164325,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-1.2945447893160291,-1.5163114866825762,-1.072778091949482,0.11314835329414955,-11.441127967197424,2.6047677301193467e-30,0.2740225739480275,0.21952009829274513,0.3420569306276762,3,7,5,0.7259774260519725,0.6579430693723238,0.7804799017072549,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-1.2059028405681333,-1.3698399060334057,-1.041965775102861,0.08364289688911987,-14.417277323222352,4.0292633415631747e-47,0.2994215475240255,0.25414764380045873,0.3527605520201972,7,14,10.5,0.7005784524759745,0.6472394479798028,0.7458523561995413,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-1.1658288457525285,-1.3274823526800772,-1.00417533882498,0.08247779459349816,-14.135063279740416,2.309263240556811e-45,0.3116642333726469,0.26514396067270185,0.36634662210414926,14,21,17.5,0.6883357666273531,0.6336533778958507,0.7348560393272981,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-1.4948256641047313,-1.6745061423785312,-1.3151451858309313,0.09167539796195066,-16.305635943082024,8.999735653285751e-60,0.22428770271979626,0.18740070589951532,0.2684353474009716,21,28,24.5,0.7757122972802037,0.7315646525990285,0.8125992941004847,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-1.3008059451109335,-1.4747779600458304,-1.1268339301760366,0.08876286314808135,-14.654844368199619,1.254437370214095e-48,0.2723122358552447,0.22882953070330278,0.3240576230199476,28,35,31.5,0.7276877641447552,0.6759423769800523,0.7711704692966972,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-1.3613042706536518,-1.4983880541393282,-1.2242204871679754,0.06994199106053775,-19.46333311379977,2.246859803560798e-84,0.2563262400449921,0.22349012392959242,0.29398677749313795,35,42,38.5,0.7436737599550078,0.706013222506862,0.7765098760704076,0,NA,NA,NA,NA,NA
