term,estimate.robust,std.error.robust,statistic.robust,p.value.robust,conf.low.robust,conf.high.robust,model,strata,or,or.ll,or.ul
(Intercept),-8.350188261118557,0.023575505483924265,-354.1891505491752,0,-8.396395402784375,-8.30398111945274,0 Unadjusted,Male,2.3635201834460747e-4,2.2567934293051277e-4,2.475294187327096e-4
"timesincevax_pw(0,1]",-0.6477541892896971,0.37872176265422336,-1.710369598910805,0.08719754905276468,-1.3900352042535011,0.09452682567410697,0 Unadjusted,Male,0.5232195102560349,0.24906653627584568,1.0991386478726806
"timesincevax_pw(1,4]",-0.746612034727108,0.23063720413066574,-3.237170852557338,0.0012072111214330044,-1.1986526483182254,-0.29457142113599066,0 Unadjusted,Male,0.47396962826649935,0.30160029995043053,0.7448507463553764
"timesincevax_pw(4,7]",-1.0488698351050898,0.2683167024415712,-3.9090739620784225,9.265059685606878e-5,-1.5747609083411196,-0.52297876186906,0 Unadjusted,Male,0.35033346003778437,0.2070570523775704,0.5927522478115845
"timesincevax_pw(7,14]",-0.8427337887951561,0.15986515611914762,-5.271528888803424,1.352919873299776e-7,-1.1560637371715585,-0.5294038404187538,0 Unadjusted,Male,0.43053192978445626,0.3147225766766366,0.5889559767883281
"timesincevax_pw(14,21]",-1.0389962742954344,0.1783523850572274,-5.8255249794504,5.693334244710395e-9,-1.3885605255644198,-0.689432023026449,0 Unadjusted,Male,0.353809631614708,0.24943410034189142,0.5018610336427675
"timesincevax_pw(21, Inf]",-1.4025072485927963,0.14477805159456594,-9.687291914387371,3.4146241479414742e-22,-1.6862670154700272,-1.1187474817155654,0 Unadjusted,Male,0.2459794584940933,0.18520961977859546,0.3266887220727398
(Intercept),31.545740743203652,17.630180015308447,1.7893033829383589,0.0735659695497934,-3.0087771277587123,66.10025861416602,"1 Age, sex, IMD",Male,50135013050102.84,0.049351993056968024,5093045645861946e13
age,-1.0719256298707456,0.4755469363779139,-2.2540900758088234,0.024190501876841703,-2.003980498129817,-0.1398707616116741,"1 Age, sex, IMD",Male,0.34234864551007727,0.13479765212447778,0.8694705971165939
I(age * age),0.00733813282446553,0.003202464966332058,2.291401436584725,0.02194020657031699,0.001061416828703421,0.01361484882022764,"1 Age, sex, IMD",Male,1.007365122899668,1.0010619803308982,1.0137079529273796
imd2,-0.1762671124005184,0.07094613681251245,-2.4845202335165197,0.012972613579853793,-0.3153189853952941,-0.0372152394057427,"1 Age, sex, IMD",Male,0.8383940079890551,0.7295561194011921,0.9634687365913459
imd3,-0.2853845041809664,0.06886644754580941,-4.144028251074384,3.412576757070793e-5,-0.4203602611139696,-0.1504087472479632,"1 Age, sex, IMD",Male,0.7517251572775229,0.6568101540291196,0.8603562362996955
imd4,-0.4828089705180441,0.07258415732518109,-6.651712829771281,2.8970154031921174e-11,-0.6250713047235882,-0.34054663631250004,"1 Age, sex, IMD",Male,0.6170476864154091,0.5352232632114818,0.7113813495811464
imd5 least deprived,-0.6019762046957146,0.0757029239665636,-7.951822375600642,1.8378764145037876e-15,-0.7503512091945532,-0.4536012001968759,"1 Age, sex, IMD",Male,0.5477281429164887,0.47220068239379315,0.6353360546238146
ethnicityMixed,-0.045584064833236924,0.3646417066801089,-0.12501056241826636,0.9005151883388643,-0.7602686771874687,0.6691005475209948,"1 Age, sex, IMD",Male,0.9554392803520939,0.467540792587934,1.952480367299796
ethnicitySouth Asian,0.2152983983209058,0.20348685242143433,1.0580457447688512,0.2900345876918168,-0.1835285037525225,0.6141253003943341,"1 Age, sex, IMD",Male,1.24023192487938,0.8323281509241417,1.8480394130393902
ethnicityWhite,-0.5324834187317276,0.18549620471274184,-2.8705892907961528,0.004097074663871226,-0.8960492992375705,-0.16891753822588462,"1 Age, sex, IMD",Male,0.5871450306413756,0.40817907186485713,0.8445785459598494
ethnicityOther,-0.2513809097643622,0.28514572012450423,-0.8815875253347687,0.3779999035239877,-0.8102562515541285,0.30749443202540405,"1 Age, sex, IMD",Male,0.7777260716760801,0.4447440852566285,1.360013235961731
"timesincevax_pw(0,1]",-0.6520693052220358,0.37858023045425954,-1.7224071749325522,0.08499578486723283,-1.394072922171258,0.08993431172718647,"1 Age, sex, IMD",Male,0.5209666216447622,0.2480629034163333,1.0941024116469582
"timesincevax_pw(1,4]",-0.7507580524965558,0.2309679918781242,-3.250485257250326,0.0011520824162957622,-1.2034469981592189,-0.29806910683389276,"1 Age, sex, IMD",Male,0.4720086097833371,0.3001577833281034,0.7422500434248737
"timesincevax_pw(4,7]",-1.052522249377592,0.26852972807103365,-3.9195744059263724,8.870547303432593e-5,-1.5788308451751523,-0.5262136535800319,"1 Age, sex, IMD",Male,0.3490562310128337,0.20621605581567728,0.5908378565720875
"timesincevax_pw(7,14]",-0.846001804176823,0.1599069708393373,-5.290587394259522,1.219241441682001e-7,-1.1594137078988207,-0.5325899004548253,"1 Age, sex, IMD",Male,0.4291272413375111,0.31367002924344023,0.5870825137553166
"timesincevax_pw(14,21]",-1.0425844393608015,0.178475588647852,-5.841608072339304,5.169932234041033e-9,-1.3923901652301771,-0.6927787134914258,"1 Age, sex, IMD",Male,0.3525423791698819,0.24848068440222387,0.5001842674804241
"timesincevax_pw(21, Inf]",-1.4506126089599642,0.1458681421646683,-9.944684201999296,2.660164164662252e-23,-1.7365089140944825,-1.164716303825446,"1 Age, sex, IMD",Male,0.23442663224049415,0.17613422825279773,0.312011165852126
(Intercept),32.51563498288246,17.701758849997926,1.836858995674674,0.06623071393308326,-2.1791748261266335,67.21044479189155,2 Fully adjusted,Male,132239393474847.72,0.1131348480543906,15457003290611498e13
age,-1.1202815491261258,0.47763392513830666,-2.345481529189389,0.019002520107068474,-2.056426840191707,-0.18413625806054457,2 Fully adjusted,Male,0.3261879437628623,0.1279101978998354,0.8318224535901618
I(age * age),0.00753040600740843,0.003217609423445589,2.340372934184307,0.019264492523615537,0.001224007421138388,0.013836804593678472,2 Fully adjusted,Male,1.0075588308200563,1.001224756823949,1.0139329762318119
imd2,-0.19799314136460258,0.0722985216204444,-2.738550345524833,0.006171071110307231,-0.339695639876164,-0.05629064285304117,2 Fully adjusted,Male,0.8203754797748403,0.7119869902369856,0.9452643616308006
