stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-2.7096652898849545,-2.9709991221165213,-2.4483314576533877,0.13333603795423524,-20.32207744777139,8.203054238522726e-92,0.06655908098475094,0.05125207765802643,0.08643769119164378,0,3,1.5,0.9334409190152491,0.9135623088083562,0.9487479223419736,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-2.5772432211499887,-2.772169257508145,-2.3823171847918325,0.09945388685491562,-25.913951708189128,4.6371071686357526e-148,0.07598318439405001,0.06252622204495431,0.09233636899586363,3,7,5,0.92401681560595,0.9076636310041364,0.9374737779550457,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-2.63319352508586,-2.771414742613475,-2.494972307558245,0.07052232521509917,-37.33843881429594,3.9056184406758677e-305,0.07184864502030039,0.06257341681313346,0.08249873595155255,7,14,10.5,0.9281513549796996,0.9175012640484475,0.9374265831868666,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-2.4623561181718063,-2.5812805316115726,-2.34343170473204,0.06067683609383986,-40.581485072221724,0,0.08523389307792406,0.07567703511448554,0.09599763677618514,14,21,17.5,0.9147661069220759,0.9040023632238149,0.9243229648855145,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-2.2628245646809226,-2.3750585663552126,-2.1505905630066326,0.05726329797872691,-39.516141133218575,0,0.10405615593217164,0.09300904185056602,0.11641538684783823,21,28,24.5,0.8959438440678283,0.8835846131521617,0.906990958149434,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-2.4625540511704673,-2.5867585247734026,-2.338349577567532,0.06337079384246048,-38.85944773379936,0,0.08521702414739367,0.07526361023679864,0.09648675079084759,28,35,31.5,0.9147829758526064,0.9035132492091524,0.9247363897632014,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.8954905104660553,-1.9696669931958053,-1.8213140277363054,0.03784583967605762,-50.08451461747321,0,0.15024462041019832,0.1395033040303522,0.16181298442432018,35,42,38.5,0.8497553795898016,0.8381870155756799,0.8604966959696478,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-2.599480793734919,-2.8610434389776773,-2.3379181484921605,0.1334527814316646,-19.47865579007059,1.6659624471386043e-84,0.07431215153436092,0.057209034974070504,0.09652838696140835,0,3,1.5,0.9256878484656391,0.9034716130385917,0.9427909650259295,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-2.4567246518177073,-2.6520768185496095,-2.261372485085805,0.09967130430600532,-24.648264301580795,3.8412537563839173e-134,0.08571523894846589,0.0705046355707026,0.10420736350909679,3,7,5,0.9142847610515341,0.8957926364909032,0.9294953644292974,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-2.5030802116818016,-2.64208108818018,-2.364079335183423,0.07092011771379454,-35.29436064648455,7.166862377417614e-273,0.08183254845181903,0.07121291488490904,0.09403583601291962,7,14,10.5,0.918167451548181,0.9059641639870804,0.928787085115091,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-2.3333985237959074,-2.4532695299147225,-2.2135275176770923,0.061159800416916994,-38.152487547204,0,0.09696564642301435,0.08601190776630885,0.10931435926033445,14,21,17.5,0.9030343535769857,0.8906856407396655,0.9139880922336912,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-2.1366032469897567,-2.2504522718886917,-2.0227542220908217,0.05808730456118675,-36.78261993959709,3.501068315995433e-296,0.11805516697987889,0.10535156623357855,0.13229060515101257,21,28,24.5,0.8819448330201212,0.8677093948489875,0.8946484337664214,0,NA,NA,NA,NA,NA
