variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,4344278,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,4344278,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,4344278,1374,0.009134687484599568,0.17158541843282982,0.05323696831601984,1.0091765360698453,0.7209636544273695,1.4126055796291597,-0.32716655291598196,0.34543592788518107,"-0.33, 0.35",0.9575431009088681
"age, degree = 2",Age,continuous,NA,level,Age²,4344278,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,4344278,1374,4.492220034584926e-4,9.677759915331325e-4,0.46417973517491745,1.0004493229187732,0.9985534631594069,1.0023487821691632,-0.001447584085048987,0.002346028091965972,"0.00, 0.00",0.6425189787741726
sex,Sex,dichotomous,NA,label,Sex,4344278,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,4344278,sexFemale,factor,2,FALSE,contr.treatment,treatment,2585507,739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,4344278,sexMale,factor,2,FALSE,contr.treatment,treatment,1758771,635,0.3205570693812694,0.05653817596882403,5.669745510679885,1.3778951337667271,1.2333626250379186,1.5393647911129593,0.20974428073078633,0.43136985803175243,"0.21, 0.43",1.4300978442057313e-8
imd,Deprivation,categorical,NA,label,Deprivation,4344278,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,4344278,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,604291,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,4344278,imd2,factor,5,FALSE,contr.treatment,treatment,763626,261,0.016090726911602855,0.09557240593363982,0.1683616390569404,1.0162208798057062,0.8426296455513517,1.2255738710419584,-0.1712277466341733,0.203409200457379,"-0.17, 0.20",0.866298784874435
imd,Deprivation,categorical,FALSE,level,3,4344278,imd3,factor,5,FALSE,contr.treatment,treatment,990304,312,-0.04785778781202153,0.09364773834889348,-0.5110405083540067,0.9532693439574931,0.7934188741730643,1.1453249622732498,-0.23140398220948316,0.13568840658544012,"-0.23, 0.14",0.6093226920558381
imd,Deprivation,categorical,FALSE,level,4,4344278,imd4,factor,5,FALSE,contr.treatment,treatment,1003351,318,0.001077406074839776,0.09370339263741521,0.011498047664173625,1.001077986685264,0.8331197674294512,1.2028968398120314,-0.18257786872370968,0.18473268087338923,"-0.18, 0.18",0.9908260874294974
imd,Deprivation,categorical,FALSE,level,5 least deprived,4344278,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,982706,262,-0.13205301491803317,0.0968084348215143,-1.364065178426852,0.8762945371648422,0.7248474496323278,1.0593844487615307,-0.3217940605678944,0.05768803073182807,"-0.32, 0.06",0.17254705295878553
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,4344278,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,4344278,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,4101972,1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,4344278,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,60646,13,-0.39290574808802786,0.2926539029962889,-1.3425611073876922,0.6750923733346065,0.3804133486280954,1.1980381713158745,-0.9664968578958326,0.18068536171977684,"-1.0, 0.18",0.17941413106325302
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,4344278,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,130660,41,-0.01904432982172436,0.1679507278976188,-0.1133923625108288,0.981135867700658,0.7059423460244715,1.3636065272324,-0.3482217076783437,0.31013304803489494,"-0.35, 0.31",0.9097194944932134
ethnicity,Ethnicity,categorical,FALSE,level,Mixed,4344278,ethnicityMixed,factor,5,FALSE,contr.treatment,treatment,17256,8,0.5006276365192813,0.3475007028428876,1.4406521553011813,1.6497563931860924,0.834885052190285,3.2599651289936635,-0.18046122565513378,1.1817164986936963,"-0.18, 1.2",0.14968297795809835
ethnicity,Ethnicity,categorical,FALSE,level,Other,4344278,ethnicityOther,factor,5,FALSE,contr.treatment,treatment,33744,5,-0.6120639369590472,0.45007492644445124,-1.3599156518100077,0.5422305836310383,0.2244292910929629,1.3100518403503318,-1.4941945831346852,0.27006670921659104,"-1.5, 0.27",0.1738566173745202
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,4344278,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,4344278,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,3591721,1213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),4344278,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,546420,108,-0.4369068369964744,0.10302775348694643,-4.240671296902833,0.646031614852758,0.5279057456492602,0.7905897043722526,-0.6388375232389604,-0.2349761507539885,"-0.64, -0.23",2.2285228780427583e-5
bmi,Body Mass Index,categorical,FALSE,level,Obese II (35-39.9),4344278,bmiObese II (35-39.9),factor,4,FALSE,contr.treatment,treatment,154450,39,-0.20373108178389793,0.16391105783396948,-1.2429367760548735,0.815681693361993,0.5915607760546024,1.1247138955414382,-0.52499085180634,0.11752868823854407,"-0.52, 0.12",0.213891132375695
bmi,Body Mass Index,categorical,FALSE,level,Obese III (40+),4344278,bmiObese III (40+),factor,4,FALSE,contr.treatment,treatment,51687,14,-0.09423512762494884,0.27265934079021964,-0.34561488835055926,0.9100687547773686,0.5333178902503407,1.5529671019160063,-0.628637615622212,0.44016736037231435,"-0.63, 0.44",0.7296321554659677
chronic_cardiac_disease,Chronic cardiac disease,continuous,NA,label,Chronic cardiac disease,4344278,chronic_cardiac_disease,integer,NA,NA,NA,NA,4344278,1374,0.2716401583354623,0.13558677629444182,2.003441380932056,1.3121147627903493,1.0059123694878405,1.7115259767696753,0.005894960018467232,0.5373853566524573,"0.01, 0.54",0.04512993357293412
heart_failure,Heart failure,continuous,NA,label,Heart failure,4344278,heart_failure,integer,NA,NA,NA,NA,4344278,1374,0.21637575745150997,0.09664714351571661,2.238822065303185,1.2415688200965385,1.0273172954724774,1.500503439229023,0.026950836952031626,0.4058006779509883,"0.03, 0.41",0.025167495978003142
other_heart_disease,Other heart disease,continuous,NA,label,Other heart disease,4344278,other_heart_disease,integer,NA,NA,NA,NA,4344278,1374,-0.09437053828059606,0.11875380369738592,-0.7946738154263719,0.9099455301137547,0.7209945385484822,1.1484148956813829,-0.3271237165546119,0.13838263999341976,"-0.33, 0.14",0.4268032676685519
dialysis,Dialysis,continuous,NA,label,Dialysis,4344278,dialysis,integer,NA,NA,NA,NA,4344278,1374,0.9739209595519699,0.36494734078314794,2.66866161419895,2.64830803718697,1.2951639835559214,5.415171784327399,0.25863731536333445,1.6892046037406052,"0.26, 1.7",0.0076154131064398905
diabetes,Diabetes,continuous,NA,label,Diabetes,4344278,diabetes,integer,NA,NA,NA,NA,4344278,1374,0.07281291814867293,0.06279934871972032,1.1594533961433924,1.075529306078234,0.950971159310259,1.216402071617114,-0.050271543594550425,0.19589737989189626,"-0.05, 0.20",0.2462714224721346
chronic_liver_disease,Chronic liver disease,continuous,NA,label,Chronic liver disease,4344278,chronic_liver_disease,integer,NA,NA,NA,NA,4344278,1374,0.4354554721599332,0.27289575810239325,1.59568428321464,1.5456669068922189,0.9053710808321692,2.638792245126537,-0.09941038525451207,0.9703213295743784,"-0.10, 1.0",0.11055929936320796
current_copd,COPD,continuous,NA,label,COPD,4344278,current_copd,integer,NA,NA,NA,NA,4344278,1374,0.04564871526273756,0.08679603712021262,0.525930869395731,1.046706654295023,0.8829661701670775,1.2408117741794897,-0.12446839149368077,0.2157658220191559,"-0.12, 0.22",0.5989362398818869
other_resp_conditions,Other respiratory conditions,continuous,NA,label,Other respiratory conditions,4344278,other_resp_conditions,integer,NA,NA,NA,NA,4344278,1374,0.5188106067608755,0.09685971631347527,5.356309377180137,1.6800282466582492,1.389534850532779,2.031251615234683,0.32896905123369735,0.7086521622880537,"0.33, 0.71",8.493902186147053e-8
lung_cancer,Lung Cancer,continuous,NA,label,Lung Cancer,4344278,lung_cancer,integer,NA,NA,NA,NA,4344278,1374,1.11367561406651,0.1843460807224635,6.041222084581064,3.045532047271067,2.12201038714662,4.370980230415914,0.7523639351593681,1.474987292973652,"0.75, 1.5",1.5295127893741953e-9
haematological_cancer,Haematological cancer,continuous,NA,label,Haematological cancer,4344278,haematological_cancer,integer,NA,NA,NA,NA,4344278,1374,0.6032950523020747,0.14762089056684097,4.08678642965448,1.8281326797206132,1.3688396681653932,2.4415343684054145,0.31396342342533784,0.8926266811788115,"0.31, 0.89",4.3738940693566534e-5
cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",continuous,NA,label,"Cancer excl. lung, haemo",4344278,cancer_excl_lung_and_haem,integer,NA,NA,NA,NA,4344278,1374,0.38835782805095753,0.06444006420430086,6.026651786374814,1.4745573278722242,1.2996014272686416,1.6730662705960684,0.26205762304907915,0.5146580330528359,"0.26, 0.51",1.6739110650512703e-9
chemo_or_radio,Chemo- or radio-therapy,continuous,NA,label,Chemo- or radio-therapy,4344278,chemo_or_radio,integer,NA,NA,NA,NA,4344278,1374,0.19324817320013768,0.13172192903129248,1.4670918853172028,1.2131838358771567,0.9371404978174418,1.5705382736755087,-0.06492206367533651,0.4514184100756119,"-0.06, 0.45",0.14235106129251243
permanant_immunosuppression,Permanent immunosuppression,continuous,NA,label,Permanent immunosuppression,4344278,permanant_immunosuppression,integer,NA,NA,NA,NA,4344278,1374,-0.19047010651431154,1.0235467778873795,-0.18608832603376033,0.8265704664321485,0.11118220603223367,6.145036695708147,-2.196584927665593,1.8156447146369699,"-2.2, 1.8",0.8523754964947216
asplenia,Asplenia,continuous,NA,label,Asplenia,4344278,asplenia,integer,NA,NA,NA,NA,4344278,1374,0.4763718242968736,0.4203950273150758,1.133152852304898,1.6102216241862222,0.7063903514697805,3.670511175021105,-0.34758728852040705,1.3003309371141543,"-0.35, 1.3",0.2571500695883709
dmards,DMARDS,continuous,NA,label,DMARDS,4344278,dmards,integer,NA,NA,NA,NA,4344278,1374,0.12470359876716995,0.149799518474541,0.8324699574275587,1.1328126362390774,0.8445949950317175,1.5193844107195271,-0.16889806234437282,0.41830525987871275,"-0.17, 0.42",0.4051437288688217
dementia,Dementia,continuous,NA,label,Dementia,4344278,dementia,integer,NA,NA,NA,NA,4344278,1374,0.7870282047353014,0.06468397095947685,12.16728337888158,2.196858103280733,1.9352759986618158,2.493797023932183,0.660249951277692,0.9138064581929108,"0.66, 0.91",4.642784876580235e-34
other_neuro_conditions,Other neurological conditions,continuous,NA,label,Other neurological conditions,4344278,other_neuro_conditions,integer,NA,NA,NA,NA,4344278,1374,0.25569186733282584,0.14492326816540527,1.764325843390428,1.291354758043226,0.9720456420396609,1.7155543309897772,-0.028352518793208548,0.5397362534588602,"-0.03, 0.54",0.0776771353401374
LD_incl_DS_and_CP,"Learning disability, incl. DS and CP",continuous,NA,label,"Learning disability, incl. DS and CP",4344278,LD_incl_DS_and_CP,integer,NA,NA,NA,NA,4344278,1374,-0.2070695303281675,1.0163118662695447,-0.2037460519753971,0.8129631224297134,0.11091355273581652,5.9587762011814664,-2.1990041852771625,1.7848651246208274,"-2.2, 1.8",0.8385519526765711
psychosis_schiz_bipolar,"Psychosis, Schizophrenia, Bipolar",continuous,NA,label,"Psychosis, Schizophrenia, Bipolar",4344278,psychosis_schiz_bipolar,integer,NA,NA,NA,NA,4344278,1374,2.918092335821685e-4,0.27576211328699163,0.0010581918962829977,1.0002918518140382,0.5826363748035832,1.7173383469970822,-0.5401920011095755,0.5407756195767399,"-0.54, 0.54",0.9991556851811622
flu_vaccine,Flu vaccine in previous 5 years,continuous,NA,label,Flu vaccine in previous 5 years,4344278,flu_vaccine,integer,NA,NA,NA,NA,4344278,1374,-0.03855873897720183,0.08228462339340427,-0.46860199861220486,0.9621751858935959,0.8188669706591295,1.1305634755352116,-0.19983363730971618,0.12271615935531252,"-0.20, 0.12",0.6393541484494052
timesincevax_pw,timesincevax_pw,categorical,NA,label,timesincevax_pw,4344278,NA,factor,7,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
timesincevax_pw,timesincevax_pw,categorical,TRUE,level,pre-vax,4344278,timesincevax_pwpre-vax,factor,7,FALSE,contr.treatment,treatment,3684249,1199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
timesincevax_pw,timesincevax_pw,categorical,FALSE,level,"(0,3]",4344278,"timesincevax_pw(0,3]",factor,7,FALSE,contr.treatment,treatment,71531,8,-1.1194496966174288,0.3650230374013191,-3.066791906031582,0.326459396911026,0.15963238461134777,0.6676323108934795,-1.834881703451431,-0.40401768978342645,"-1.8, -0.40",0.002163694294642902
timesincevax_pw,timesincevax_pw,categorical,FALSE,level,"(3,7]",4344278,"timesincevax_pw(3,7]",factor,7,FALSE,contr.treatment,treatment,94189,30,-0.1305373262757568,0.2039691378225328,-0.6399856746432554,0.8776237339118532,0.5884228302977367,1.3089624988473973,-0.5303094903656075,0.26923483781409396,"-0.53, 0.27",0.5221819126942104
timesincevax_pw,timesincevax_pw,categorical,FALSE,level,"(7,14]",4344278,"timesincevax_pw(7,14]",factor,7,FALSE,contr.treatment,treatment,157376,53,-0.12844171924127937,0.16660002200234475,-0.7709585971091388,0.8794648168016206,0.634465883622696,1.2190700618535828,-0.45497176218945556,0.19808832370689686,"-0.45, 0.20",0.4407314728296989
timesincevax_pw,timesincevax_pw,categorical,FALSE,level,"(14,21]",4344278,"timesincevax_pw(14,21]",factor,7,FALSE,contr.treatment,treatment,141058,41,-0.31628855578547427,0.19024030526877184,-1.6625738448990672,0.728849106194768,0.5020012333001731,1.0582066026185775,-0.6891527025201725,0.05657559094922393,"-0.69, 0.06",0.09639777025179042
timesincevax_pw,timesincevax_pw,categorical,FALSE,level,"(21,28]",4344278,"timesincevax_pw(21,28]",factor,7,FALSE,contr.treatment,treatment,117276,23,-0.7369961834915714,0.24789746475723165,-2.9729879820002143,0.47854923281253653,0.2943851643369072,0.7779242841306329,-1.2228662862745328,-0.2511260807086101,"-1.2, -0.25",0.0029491599850109142
timesincevax_pw,timesincevax_pw,categorical,FALSE,level,"(28, Inf]",4344278,"timesincevax_pw(28, Inf]",factor,7,FALSE,contr.treatment,treatment,78599,20,-0.611150802817765,0.2687605024718397,-2.2739606348287746,0.5427259390179374,0.3204875951247411,0.9190728420182872,-1.137911708129459,-0.08438989750607118,"-1.1, -0.08",0.022968353461102667
region,region,categorical,NA,label,region,4344278,NA,factor,9,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,region,categorical,TRUE,level,East,4344278,regionEast,factor,9,FALSE,contr.treatment,treatment,1065469,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
region,region,categorical,FALSE,level,East Midlands,4344278,regionEast Midlands,factor,9,FALSE,contr.treatment,treatment,778872,253,0.1779484228840961,0.40274066400031916,0.44184369444242433,1.1947636971799318,0.5425859496043101,2.630846399800914,-0.6114087736662764,0.9673056194344686,"-0.61, 1.0",0.6586023174183601
region,region,categorical,FALSE,level,London,4344278,regionLondon,factor,9,FALSE,contr.treatment,treatment,182178,43,-0.5481823389497235,0.9666928422929365,-0.5670698229744501,0.5779994632463501,0.08691145006861714,3.843951277412907,-2.442865493956537,1.3465008160570902,"-2.4, 1.3",0.5706667443813179
region,region,categorical,FALSE,level,North East,4344278,regionNorth East,factor,9,FALSE,contr.treatment,treatment,189020,71,0.367536314499024,0.5718373513189581,0.6427287648337271,1.444172241968787,0.47083653761401806,4.429633849238165,-0.7532442991009116,1.4883169280989597,"-0.75, 1.5",0.52040011283055
