term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,31257455,7128,-0.05572923335353487,0.25249950219371575,-0.22071027019601733,0.8253180341981223,-0.55061916376751,0.43916069706044025,0.9457951910153523,0.5765926945302338,1.5514045735119208
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,31257455,7128,7.418284045382192e-4,0.001433070382397254,0.5176496658156324,0.6047027227743534,-0.002066937932271441,0.0035505947413478796,1.000742103627281,0.9979351967129568,1.0035569055697107
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,18974175,4094,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,12283280,3034,0.23410619840594343,0.08070265974898783,2.9008486106169458,0.003721536258672777,0.07593189184133706,0.3922805049705498,1.263778696364537,1.0788890905055384,1.4803528995148831
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,6666929,1664,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,6172666,1523,0.0232958142040111,0.11771777860682898,0.19789546217838394,0.8431268546255322,-0.2074267922054333,0.25401842061345553,1.023569281099523,0.8126727335739687,1.2891955518220102
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,6302209,1377,-0.0329161585980397,0.1226951062523474,-0.26827605112742586,0.7884868391858507,-0.27339414793195577,0.20756183073587636,0.9676196827790121,0.7607928635917662,1.230673807954853
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,6322273,1310,-0.06874320113617619,0.12414844301919918,-0.5537177870651608,0.5797720002916568,-0.3120696781905296,0.17458327591817724,0.9335663880862772,0.7319305268567868,1.1907498990474388
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,5793378,1254,0.05594407075033547,0.12926713840553822,0.4327787513546339,0.6651755116014211,-0.19741486490907378,0.30930300640974473,1.0575385347458077,0.8208500207942124,1.36247514666591
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,29190181,6758,0,NA,NA,NA,NA,NA,NA,NA,NA
