variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,7269884,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,7269884,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,7269884,140956,0.5085376757153914,0.026487637833642698,19.199057270010062,1.662857778845934,1.5787333677090467,1.7514648446817573,0.4566228595259112,0.5604524919048717,"0.46, 0.56",3.768700644748289e-82
"age, degree = 2",Age,continuous,NA,level,Age²,7269884,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,7269884,140956,-0.00310242437221308,1.5372361096678506e-4,-20.181833829569737,0.9969023831733124,0.9966020689652257,0.997202787877522,-0.003403717113281425,-0.002801131631144735,"0.00, 0.00",1.414018295528936e-90
sex,Sex,dichotomous,NA,label,Sex,7269884,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,7269884,sexFemale,factor,2,FALSE,contr.treatment,treatment,4381799,80576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,7269884,sexMale,factor,2,FALSE,contr.treatment,treatment,2888085,60380,0.12290281441869434,0.005615440995356599,21.886582820534045,1.1307745206280997,1.1183973827380076,1.1432886344667366,0.11189675231048565,0.13390887652690303,"0.11, 0.13",3.4869385051729805e-106
imd,Deprivation,categorical,NA,label,Deprivation,7269884,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,7269884,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,1385691,23205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,7269884,imd2,factor,5,FALSE,contr.treatment,treatment,1331345,24820,0.11650629651639899,0.009488253078163488,12.279003896357866,1.1235645849877662,1.1028631503851951,1.1446545985309384,0.09790966220699725,0.13510293082580072,"0.10, 0.14",1.1743522890638212e-34
imd,Deprivation,categorical,FALSE,level,3,7269884,imd3,factor,5,FALSE,contr.treatment,treatment,1549691,29819,0.13232113189804187,0.0091430463826258,14.472324251738122,1.1414748243927664,1.1212017378284058,1.1621144801703018,0.11440109027911609,0.15024117351696767,"0.11, 0.15",1.8124263641412567e-47
imd,Deprivation,categorical,FALSE,level,4,7269884,imd4,factor,5,FALSE,contr.treatment,treatment,1517270,31505,0.21741335350889132,0.009120147236024178,23.838798638043716,1.2428577355804127,1.2208388365175247,1.2652737647979448,0.19953819339258141,0.23528851362520123,"0.20, 0.24",1.3232867122266085e-125
imd,Deprivation,categorical,FALSE,level,5 least deprived,7269884,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,1485887,31607,0.2589650453064588,0.009122555223630282,28.387336547512263,1.2955885171369723,1.2726294149676927,1.3189618171600968,0.24108516562116572,0.2768449249917519,"0.24, 0.28",2.8983792852534007e-177
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,7269884,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,7269884,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,6954400,137619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,7269884,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,54618,520,-0.7298919939173846,0.04494478655400075,-16.23974769666391,0.48196104200331025,0.4413212737546119,0.5263431876571509,-0.8179821568560661,-0.641801830978703,"-0.82, -0.64",2.640077395913504e-59
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,7269884,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,209891,2176,-0.6719669937177782,0.02312135812901866,-29.06260912391735,0.5107030394966604,0.4880760608267789,0.5343789943504178,-0.7172840229243072,-0.6266499645112493,"-0.72, -0.63",1.0662986108924315e-185
ethnicity,Ethnicity,categorical,FALSE,level,Mixed,7269884,ethnicityMixed,factor,5,FALSE,contr.treatment,treatment,18667,222,-0.4765817934795766,0.06901776635943488,-6.905204538170726,0.6209021403277698,0.5423443594040879,0.7108389000066362,-0.611854129837469,-0.34130945712168415,"-0.61, -0.34",5.013114429720359e-12
ethnicity,Ethnicity,categorical,FALSE,level,Other,7269884,ethnicityOther,factor,5,FALSE,contr.treatment,treatment,32308,419,-0.3761183446364425,0.0513287420084664,-7.327636133657899,0.6865210821467153,0.6208158180417067,0.7591803922113242,-0.47672083034478474,-0.27551585892810027,"-0.48, -0.28",2.3424767762369524e-13
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,7269884,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,7269884,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,5888848,114147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),7269884,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,997224,20069,0.007201919511395739,0.007855885748049476,0.9167546146128577,1.0072279157037425,0.9918381565749164,1.022856468515261,-0.008195333621442731,0.02259917264423421,"-0.01, 0.02",0.35927124009899897
bmi,Body Mass Index,categorical,FALSE,level,Obese II (35-39.9),7269884,bmiObese II (35-39.9),factor,4,FALSE,contr.treatment,treatment,287533,5213,-0.13582004274934736,0.02420374633620284,-5.61152975505259,0.8729997209832973,0.8325529014515991,0.91541151500175455,-0.1832585138592482,-0.08838157163944652,"-0.18, -0.09",2.0054579562942823e-8
bmi,Body Mass Index,categorical,FALSE,level,Obese III (40+),7269884,bmiObese III (40+),factor,4,FALSE,contr.treatment,treatment,96279,1527,-0.2817724554363005,0.03284609455099279,-8.578567993794676,0.7544453349378637,0.7074066385710694,0.8046118489349205,-0.34614961778904363,-0.21739529308355732,"-0.35, -0.22",9.606152664733735e-18
chronic_cardiac_disease,Chronic cardiac disease,continuous,NA,label,Chronic cardiac disease,7269884,chronic_cardiac_disease,integer,NA,NA,NA,NA,7269884,140956,-0.04494135991976977,0.026735430436697842,-1.6809663875125769,0.9560535432458414,0.9072458195849719,1.0074870093874484,-0.09734184068687349,0.00745912084733396,"-0.10, 0.01",0.09276944356554861
heart_failure,Heart failure,continuous,NA,label,Heart failure,7269884,heart_failure,integer,NA,NA,NA,NA,7269884,140956,-0.0638668139350787,0.012686140738434198,-5.034376904048248,0.9381299370452768,0.9150915236286387,0.9617483673007239,-0.0887311928852161,-0.03900243498494131,"-0.09, -0.04",4.794056154271149e-7
other_heart_disease,Other heart disease,continuous,NA,label,Other heart disease,7269884,other_heart_disease,integer,NA,NA,NA,NA,7269884,140956,0.009293461745911585,0.016977021764680942,0.547414138635655,1.0093367800498663,0.9763043672660959,1.0434868159140012,-0.02398088947761569,0.04256781296943886,"-0.02, 0.04",0.5840942439613015
dialysis,Dialysis,continuous,NA,label,Dialysis,7269884,dialysis,integer,NA,NA,NA,NA,7269884,140956,0.024796190274904543,0.07388465098226708,0.3356067863250221,1.0251061726251087,0.8869070756623942,1.1848396455392673,-0.12001506466065084,0.16960744521045992,"-0.12, 0.17",0.7371674058001448
diabetes,Diabetes,continuous,NA,label,Diabetes,7269884,diabetes,integer,NA,NA,NA,NA,7269884,140956,-0.10669441638838426,0.02042182918110149,-5.224527903069528,0.8988002896676284,0.8635353310961073,0.9355053946445925,-0.14672046608177228,-0.06666836669499623,"-0.15, -0.07",1.7459999849915885e-7
