variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,7044076,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,7044076,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,66380379.04144853,10777.913098411962,0.22141407202283703,0.21989236838933462,1.006920220308911,1.2478400192451697,0.8109352639989154,1.9201344210280487,-0.20956705049547258,0.6523951945411466,"-0.21, 0.65",0.31397311417129603
"age, degree = 2",Age,continuous,NA,level,Age²,7044076,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,66380379.04144853,10777.913098411962,-7.376069153084933e-4,0.0012475420849577935,-0.5912481223697137,0.9992626650498003,0.9968223150909724,1.0017089893009685,-0.0031827444710237768,0.00170753064040679,"0.00, 0.00",0.5543541835596375
sex,Sex,dichotomous,NA,label,Sex,7044076,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,7044076,sexFemale,factor,2,FALSE,contr.treatment,treatment,38961584.80637566,5946.951964761794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,7044076,sexMale,factor,2,FALSE,contr.treatment,treatment,27418794.235076394,4830.9611336501675,0.2693359193932333,0.06490230128831402,4.149867016221327,1.3090948175311932,1.1527262008570094,1.4866750144248768,0.1421297463543703,0.3965420924320963,"0.14, 0.40",3.32668489316326e-5
imd,Deprivation,categorical,NA,label,Deprivation,7044076,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,7044076,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,12192417.763474973,2358.981013098412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,7044076,imd2,factor,5,FALSE,contr.treatment,treatment,12627508.265990324,2109.982960472934,-0.0934430173185904,0.09895763168034082,-0.9442729755339732,0.9107899151991169,0.7502142763870082,1.1057351156038067,-0.2873964114074382,0.10051037677025743,"-0.29, 0.10",0.3450301720777931
imd,Deprivation,categorical,FALSE,level,3,7044076,imd3,factor,5,FALSE,contr.treatment,treatment,13692781.691700282,2141.9827170511185,-0.10317366455790132,0.10011881503087815,-1.030512242140311,0.901970319602503,0.7412606685003136,1.0975227636045783,-0.29940293619324987,0.09305560707744721,"-0.30, 0.09",0.302769608449113
imd,Deprivation,categorical,FALSE,level,4,7044076,imd4,factor,5,FALSE,contr.treatment,treatment,14094617.384084648,2006.9838530195896,-0.15141916264478475,0.1012034427439924,-1.4961858859665447,0.8594873581496398,0.704847180063422,1.0480548687909592,-0.3497742655344713,0.046935940244901775,"-0.35, 0.05",0.13460522151707854
imd,Deprivation,categorical,FALSE,level,5 least deprived,7044076,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,13773053.936200105,2159.9825547699083,-0.010940311557235308,0.10143967873075839,-0.10785041607114242,0.9891193160051118,0.8107800836978387,1.2066860557702526,-0.20975842847283543,0.18787780535836485,"-0.21, 0.19",0.9141143498483884
ethnicity_combined,Ethnicity,categorical,NA,label,Ethnicity,7044076,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combined,Ethnicity,categorical,TRUE,level,White,7044076,ethnicity_combinedWhite,factor,5,FALSE,contr.treatment,treatment,63359711.28975071,10345.916506317375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
