term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,3207581,82467,0.28147313931889695,0.030551842181960755,9.212967834885319,3.172300942960171e-20,0.22159262898090226,0.34135364965689163,1.3250804032813488,1.2480628496565263,1.4068506851585862
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,3207581,82467,-0.0017521185375908483,1.761358328598393e-4,-9.947541673619035,2.5848961704725845e-23,-0.0020973384263830996,-0.0014068986487985968,0.9982494155260094,0.9979048594510215,0.9985940905691412
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,1931335,48232,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,1276246,34235,0.0791107812380118,0.007741231471465765,10.219405210865313,1.623338627696526e-24,0.0639382463579509,0.0942833161180727,1.0823242166458076,1.0660265657058572,1.0988710296936313
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,660246,14681,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,629030,15578,0.11571745286248532,0.01224325112651507,9.451529799293045,3.339142979636903e-21,0.09172112160083634,0.1397137841241343,1.1226786176859214,1.096059112244252,1.1499446193448504
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,657005,17136,0.1789972463180774,0.012058608308924081,14.84393901289661,7.615007262204639e-50,0.15536280832891075,0.20263168430724404,1.1960174507117158,1.1680816739973683,1.2246213379169704
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,643249,17751,0.2594170304485332,0.012015849170417042,21.589571138027978,2.250917367910276e-103,0.2358663988308503,0.2829676620662161,1.2961742362551585,1.266005159098336,1.3270622466722073
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,618051,17321,0.3234013428729038,0.012442176333057485,25.9923452470017,6.044235324943132e-149,0.2990151253708145,0.3477875603749931,1.381819823169108,1.3485300203352673,1.4159314178474047
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,3000830,79292,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,29746,420,-0.7788447011807949,0.05185796098477915,-15.018806879225234,5.52940335878232e-51,-0.8804844370226452,-0.6772049653389445,0.4589359132674176,0.41458202414541084,0.5080349851655045
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,152594,2258,-0.7952296580732966,0.023695632125082994,-33.56017910286119,6.396108627048413e-247,-0.8416722436293695,-0.7487870725172237,0.4514775375541677,0.43098920153760445,0.47293984672650846
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,9486,193,-0.30707982069689155,0.07330340960846018,-4.1891614910836354,2.7998710217773896e-5,-0.45075186347346086,-0.16340777792032227,0.7355918831070992,0.6371489224849358,0.8492448145132687
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,14925,304,-0.2665976061011425,0.06749533908958795,-3.9498669048433412,7.819466189535607e-5,-0.39888603984105336,-0.1343091723612317,0.7659812356353838,0.6710671719176399,0.8743197073236036
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,2615971,67205,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),426589,11217,-0.001627712727973565,0.010760134530729765,-0.15127252575931982,0.8797607411224868,-0.022717188877009693,0.019461763421062567,0.9983736112779243,0.9775389035592219,1.019652378096621
