term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,97077511.372834,3540.995052320291,4.578158973259471,1.8288513907631996,2.5032974228425173,0.01230420957922337,0.993676114287612,8.16264183223133,97.33503275500742,2.7011459645716265,3507.440444049033
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,97077511.372834,3540.995052320291,-0.030545378458081942,0.01228619941151286,-2.4861535642551273,0.012913222973056155,-0.054625886811524346,-0.006464870104639534,0.9699164177570612,0.9468393067736416,0.9935559822080662
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,51801424.545638315,1441.9979811191993,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,45276086.82720107,2098.997071201092,0.3675364343781146,0.16056872636725342,2.2889664923758803,0.02208129932708634,0.05282751365483107,0.6822453551013982,1.4441724150948525,1.0542477860881823,1.9783147681625264
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,18564384.703196164,996.9986066878981,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,19321900.611607224,895.9987488626024,0.056567349057339296,0.2142639690297078,0.26400775320976255,0.7917739444535152,-0.36338231342549343,0.476517011540172,1.0581978810301083,0.6953205522951927,1.6104554247969596
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,19368291.54327806,551.9992322565969,-0.39361422615133596,0.2549696950074154,-1.5437686668601471,0.12264438452232405,-0.893345645515032,0.10611719321236013,0.6746142545857139,0.40928413991949975,1.1119521821191285
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,21513308.483962785,749.9989479071884,0.011317988420477312,0.233843387914272,0.04839986506108326,0.9613975668461441,-0.44700662991432466,0.4696426067552793,1.0113822791698044,0.6395396681675379,1.599422468272514
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,18309626.030795116,345.99951660600544,-0.4815271480515989,0.30050882329889705,-1.602372744884946,0.1090732081025539,-1.0705136187539481,0.10745932265075031,0.617839139145302,0.3428323870471994,1.1134455678111117
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,92231533.21721041,3352.995308234759,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,456674.3564888536,41.99994313011829,0.5862362285072147,0.6827238764895532,0.8586725156318523,0.3905212179776024,-0.7518779807978815,1.9243504378123109,1.7972113768392124,0.47148028987819823,6.850697266421729
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,3745657.708570298,145.999800955414,-0.32939835638204557,0.4000837287371305,-0.8233235513521027,0.4103240241375077,-1.1135480555073138,0.45475134274322265,0.7193563994502646,0.3283917394963203,1.575781504808062
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,231198.67328252955,0,-15.23403945456114,0.1631174540732055,-93.39306784253912,0,-15.553743789794488,-14.914335119327792,2.4206986489030027e-7,1.7583077857616817e-7,3.332625832776156e-7
