variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,8584898,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,8584898,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,8584898,1861,0.22533419385177972,0.16081212991855567,1.4012263500639015,1.2527413046850142,0.9140666499044453,1.7168997212927193,-0.08985178906576541,0.5405201767693248,"-0.09, 0.54",0.16114639705744993
"age, degree = 2",Age,continuous,NA,level,Age²,8584898,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,8584898,1861,-6.982818591191626e-4,9.091987890047103e-4,-0.7680189058363835,0.9993019618829214,0.9975227946095125,1.0010843024534257,-0.002480278740355826,0.0010837150221175008,"0.00, 0.00",0.4424759529705795
sex,Sex,dichotomous,NA,label,Sex,8584898,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,8584898,sexFemale,factor,2,FALSE,contr.treatment,treatment,5211111,1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,8584898,sexMale,factor,2,FALSE,contr.treatment,treatment,3373787,828,0.2970279197635245,0.047925606590951145,6.197687225926661,1.3458528748175511,1.2251894154590453,1.4783999419191967,0.20309545690802483,0.39096038261902416,"0.20, 0.39",5.729886069656202e-10
imd,Deprivation,categorical,NA,label,Deprivation,8584898,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,8584898,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,1629542,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,8584898,imd2,factor,5,FALSE,contr.treatment,treatment,1568244,362,-0.010748736129596113,0.0740612569590786,-0.1451330502739801,0.9893088251131263,0.8556395034118234,1.1438601742253196,-0.1559061324191566,0.13440866015996436,"-0.16, 0.13",0.8846058241928677
imd,Deprivation,categorical,FALSE,level,3,8584898,imd3,factor,5,FALSE,contr.treatment,treatment,1836491,385,-0.07698630684666079,0.07439564288228216,-1.0348227915508155,0.9259025320450397,0.8002756185168349,1.071250303034668,-0.22279908750263744,0.06882647380931585,"-0.22, 0.07",0.30075167696695093
