term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,9040094.879454697,287258.2679889507,0.49234166035796223,0.05798713521328499,8.490532573251965,2.0569229277712975e-17,0.3786889637732693,0.6059943569426551,1.636143028934097,1.460368737513739,1.8330740328549773
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,9040094.879454697,287258.2679889507,-0.0030452197644031233,3.365375852945581e-4,-9.048676574230965,1.4471151522231032e-19,-0.0037048213110245335,-0.002385618217781713,0.996959412214313,0.9963020330720812,0.9976172251078795
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,5566317.611541288,165020.00472459957,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,3473777.267913485,122238.26326435113,0.09439241519011753,0.01260932365232429,7.4859221471976465,7.104650372469841e-14,0.06967859496215287,0.11910623541808218,1.098990922043221,1.072163527111385,1.1264895850238477
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,2202056.793159146,48063.71024468294,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,1850975.9217346706,53239.67902911742,0.1548603493131303,0.02083529753277653,7.432596010184908,1.0648675548318274e-13,0.11402391654171207,0.19569678208454855,1.1674949082543142,1.1207789297196349,1.2161580885007517
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,1778719.3584506963,60657.63416806291,0.2334286040728195,0.02018664256207071,11.5635179725932,6.307086022799456e-31,0.19386351168237756,0.27299369646326144,1.2629226571379752,1.213930584305363,1.3138919626323788
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,1679515.9525728717,62187.62505094416,0.27983153242380665,0.02031916251570371,13.771804433747612,3.766856580819873e-43,0.2400067056970111,0.3196563591506022,1.322906926639997,1.2712576749616142,1.3766546082838214
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,1528826.8535374142,63109.619496143336,0.3730538982645553,0.020496743412013112,18.200642451615458,5.100606805486866e-74,0.332881019376651,0.41322677715245965,1.4521626067678872,1.3949813128493,1.51168780332093
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,8146248.235248764,277884.32438225474,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,118571.2935742426,1322.9920300683784,-0.7688470272104835,0.08856151688632359,-8.68150246565182,3.9057459142906515e-18,-0.9424244107239135,-0.5952696436970535,0.46354721765083606,0.3896819401280017,0.55141386054804
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,699909.7996045225,6743.959425802654,-0.908767341507106,0.04112813179072031,-22.09600343947911,3.453126740397178e-108,-0.9893769985683346,-0.8281576844458775,0.40302070486978153,0.37180825595767936,0.43685336716198003
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,33190.80201965313,541.9967395734275,-0.3809489168103221,0.13376634089999814,-2.8478682622791798,0.004401313951134684,-0.6431261273180255,-0.11877170630261863,0.6832127894170078,0.5256466146368616,0.8880105048244996
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,42174.749007532184,764.9954112514905,-0.3581925226798036,0.11896491188413302,-3.010908989943762,0.0026046690851330265,-0.5913594653966854,-0.12502557996292188,0.698938500539481,0.5535742079793498,0.8824743286352702
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,7334319.101133549,232201.59988830014,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),1209028.7552114008,41816.74786034506,0.032200120890089085,0.017227063911205816,1.8691589615072846,0.061600701910662296,-0.001564303935244031,0.06596454571542221,1.0327241543040138,0.9984369189504189,1.0681888446233452
bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),365921.80802729086,10151.938836812631,-0.17212442931777547,0.044525097369774926,-3.8657844560856387,1.1073270245050859e-4,-0.2593920165706734,-0.08485684206487755,0.8418744127921677,0.7715205149270145,0.9186437861360107
bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),130825.21508249178,3087.9814034928827,-0.34445421687101824,0.06505634677976999,-5.294705803832966,1.1920816823912277e-7,-0.4719623135251157,-0.21694612021692078,0.7086069936895816,0.6237770204318056,0.8049733399255309
heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,9040094.879454697,287258.2679889507,-0.04573313660608263,0.02561268912422378,-1.7855655993118458,0.07416962102075574,-0.09593308483678196,0.004466811624616707,0.9552968619402717,0.9085248081205515,1.0044768026982038
other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,9040094.879454697,287258.2679889507,-0.020656057436707346,0.029603830116334,-0.6977494923979551,0.48533387059074423,-0.07867849826916416,0.03736638339574948,0.979555817575881,0.9243370526412127,1.0380732839876756
dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,9040094.879454697,287258.2679889507,-0.25221573705833733,0.17197051523816648,-1.4666219770815778,0.14247891816593888,-0.5892717533279401,0.08484027921126547,0.7770770756616946,0.5547311187623928,1.0885431898360414
diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,9040094.879454697,287258.2679889507,-0.05840531910077095,0.032710368238073224,-1.7855292449074327,0.07417551207053534,-0.12251646276843736,0.005705824566895452,0.9432675455912821,0.8846913403549224,1.0057221337883202
chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,9040094.879454697,287258.2679889507,-0.16762293286208227,0.08128764643492928,-2.0620960282847447,0.039198594420162415,-0.3269437922625693,-0.0083020734615952,0.8456726499392314,0.7211242746513854,0.9917322935786266
current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,9040094.879454697,287258.2679889507,-0.08817399519573678,0.033132756798920256,-2.6612332843553252,0.007785499507574671,-0.1531130052301451,-0.023234985161328478,0.9156015525915507,0.8580327541437162,0.9770328685700067
other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,9040094.879454697,287258.2679889507,-0.050016630473104985,0.03350696133258988,-1.4927235560587018,0.13550956462454686,-0.11568906791635736,0.01565580697014738,0.9512136052368945,0.8907521436635668,1.0157790011780339
lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,9040094.879454697,287258.2679889507,-0.07135164235844295,0.08451385287067864,-0.8442597270724809,0.39852428540023843,-0.2369957501796901,0.09429246546280422,0.9311344082530202,0.7889946410959349,1.0988810836894911
haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,9040094.879454697,287258.2679889507,-0.012095608540137684,0.05372077123092988,-0.22515701586155942,0.8218571272538848,-0.11738638537447568,0.09319516829420033,0.9879772492837469,0.8892415368515847,1.0976759459057868
cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",9040094.879454697,287258.2679889507,0.021789825723350833,0.0332063450075694,0.6561946434750296,0.5116988949329608,-0.04329341454969661,0.08687306599639828,1.0220289576987995,0.9576303661581329,1.0907582166232288
any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,9040094.879454697,287258.2679889507,-0.049140947787739295,0.03878530151002769,-1.2669992464808923,0.2051555593240708,-0.12515874187692053,0.026876846301441937,0.9520469313324503,0.8823568244883266,1.027241286409438
dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,9040094.879454697,287258.2679889507,-0.30823491168002887,0.038877847692442485,-7.9282915586900415,2.221811929476585e-15,-0.3844340929536498,-0.23203573040640796,0.7347426980930474,0.6808358169922907,0.7929177915255944
other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,9040094.879454697,287258.2679889507,-0.3350802619454711,0.05295431123086089,-6.327723921941825,2.488037704753643e-10,-0.4388688047840833,-0.23129171910685886,0.7152806742301149,0.6447653642123071,0.7935079508374775
LD_incl_DS_and_CP,LD_incl_DS_and_CP,Learning disabilities,integer,continuous,NA,NA,NA,NA,Learning disabilities,9040094.879454697,287258.2679889507,-0.7859187550656006,0.30423575795346014,-2.583255697332675,0.009787275575713588,-1.3822098834636276,-0.1896276266675736,0.4557008319479604,0.2510232076258982,0.8272671288128283
psychosis_schiz_bipolar,psychosis_schiz_bipolar,Serious mental illness,integer,continuous,NA,NA,NA,NA,Serious mental illness,9040094.879454697,287258.2679889507,-0.3664448190169338,0.08033176180737985,-4.561643001128224,5.075489071920548e-6,-0.5238921789740485,-0.20899745905981912,0.6931943865749135,0.5922110649698724,0.8113972973527875
multimorb0,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,TRUE,0,2874842.7207052237,96795.41590061736,0,NA,NA,NA,NA,NA,NA,NA,NA
multimorb1,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,1,3140078.1913840272,101410.3883681263,0.03669055420886705,0.03226135460935946,1.1372911848600002,0.25541657861339534,-0.026540538917952744,0.09992164733568684,1.0373719607782748,0.9738085658897896,1.105084328382006
multimorb2,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,2,2003543.0376760438,60707.63422844118,0.10409610595288236,0.06042248829923886,1.7228040235177415,0.08492397093887924,-0.014329794969918597,0.22252200687568333,1.1097070992491165,0.9857723878733329,1.2492233108502568
multimorb3,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,3,782598.3468278771,22326.865658349558,0.1450117058803314,0.09083460186829516,1.5964368522315964,0.11039129386181497,-0.03302084233156177,0.3230442540922246,1.1560531028080945,0.9675183940397235,1.3813264789024275
multimorb4+,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,4+,239032.58286162803,6017.963833416353,0.18272685604121655,0.12814490146067448,1.425939338657905,0.15388585290374998,-0.0684325356241395,0.4338862477065726,1.200486457670519,0.9338564600215925,1.5432433106657402
shielded,shielded,Shielding criteria met,integer,continuous,NA,NA,NA,NA,Shielding criteria met,9040094.879454697,287258.2679889507,0.0019211302608455995,0.01981006662917444,0.09697747598770495,0.9227442816830024,-0.03690588686367508,0.040748147385366286,1.0019229768138855,0.9637668342004624,1.0415897454080663
flu_vaccine,flu_vaccine,Flu vaccine in previous 5 years,integer,continuous,NA,NA,NA,NA,Flu vaccine in previous 5 years,9040094.879454697,287258.2679889507,0.6381741081921525,0.021276447922457576,29.99439147539995,1.1613615993391127e-197,0.5964730365451936,0.6798751798391114,1.893021269801175,1.81570357375633,1.9736313678702755
efi_catNone,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,TRUE,None,707296.7396489006,20111.87863967758,0,NA,NA,NA,NA,NA,NA,NA,NA
efi_catMild,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,FALSE,Mild,2684193.868435755,101644.38667753474,0.08989234194296343,0.025334877956040353,3.548165580230524,3.87924268802936e-4,0.04023689359640661,0.13954779028952025,1.0940564933684205,1.0410573648065808,1.149753751469775
efi_catModerate,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,FALSE,Moderate,3206526.801581917,105381.36457908797,-0.00878173871000446,0.02647543556159939,-0.3316938333109694,0.7401204576214058,-0.06067263888575024,0.043109161465741314,0.991256708131696,0.9411312791373982,1.0440518588614836
efi_catSevere,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,FALSE,Severe,2442077.4697882277,60120.63809265045,-0.18942863511724764,0.029914919130785887,-6.33224627113579,2.416174182188461e-10,-0.24806079921401622,-0.13079647102047906,0.8274317643613227,0.7803124994491216,0.8773963317996702
regionEast,region,region,factor,categorical,9,contr.treatment,treatment,TRUE,East,2856504.8871077355,80751.51286811875,0,NA,NA,NA,NA,NA,NA,NA,NA
regionEast Midlands,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,East Midlands,1809754.1669912029,73790.55513290766,0.15077974417437046,0.0664498616288835,2.2690753671762596,0.02326374304932691,0.020540408604088733,0.2810190797446522,1.1627405295006314,1.020752814606192,1.3244788744129004
regionLondon,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,London,100248.41928180047,2829.9829733278993,-1.7891207292021807,0.3558110489051818,-5.028288847991773,4.948760433915654e-7,-2.4864975703577565,-1.0917438880466048,0.16710703742743216,0.08320086202279411,0.3356306807268752
regionNorth East,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,North East,248227.52037011873,9512.942701021902,0.733588692991278,0.07925484223513966,9.256074106043993,2.1208713406927934e-20,0.5782520566100003,0.8889253293725558,2.082540813094184,1.7829192635387805,2.432514094662285
regionNorth West,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,North West,324889.0675330947,9422.943304804601,0.05377852075526673,0.08301654602391847,0.647804845310864,0.5171111811329642,-0.10893091957252526,0.21648796108305873,1.0552508601080286,0.8967923661585011,1.241708136442725
regionSouth East,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,South East,140728.17813099062,3724.9776600401515,-1.1620622446372952,0.2348334603540224,-4.948452587997606,7.480580639699055e-7,-1.6223273692960936,-0.7017971199784968,0.31284036183452935,0.19743865128584998,0.49569368183672025
regionSouth West,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,South West,67978.63610016754,2016.9881054808372,-0.9318633760205648,0.2764692990778088,-3.3705853746831527,7.500865962782425e-4,-1.4737332450441027,-0.38999350699702684,0.3938191930024268,0.22906871726600733,0.6770612706447359
regionWest Midlands,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,West Midlands,9414.9741581005,184.99903394768222,-1.9778986729154013,0.8816604815063922,-2.2433790721072047,0.02487238026328047,-3.705921463260172,-0.24987588257063065,0.13835967098000235,0.024577559611889736,0.7788974518216049
regionYorkshire and The Humber,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,Yorkshire and The Humber,3482349.029781589,105023.36620930125,-0.28182748102725586,0.054082811320725614,-5.211036078652478,1.877889247036125e-7,-0.38782784339855314,-0.17582711865595857,0.7544038222796049,0.678529146481434,0.8387629772741828
timesince_postesttdc_pwNo positive test,timesince_postesttdc_pw,Time since positive SARS-CoV-2 test,factor,categorical,6,contr.treatment,treatment,TRUE,No positive test,8756145.395915328,286172.27450980386,0,NA,NA,NA,NA,NA,NA,NA,NA
timesince_postesttdc_pw1-7,timesince_postesttdc_pw,Time since positive SARS-CoV-2 test,factor,categorical,6,contr.treatment,treatment,FALSE,1-7,43331.816993464054,24.999879243460278,-3.2160788795944426,0.577289990866004,-5.570993660863477,2.5329054538923226e-8,-4.347546470327266,-2.0846112888616184,0.040112034414977876,0.012938518708183654,0.12435544912036091
timesince_postesttdc_pw8-14,timesince_postesttdc_pw,Time since positive SARS-CoV-2 test,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,45855.77792872345,79.99951697384111,-2.237268115310175,0.34906377026602203,-6.409339226483314,1.4615167733574063e-10,-2.9214205333393415,-1.5531156972810085,0.10674973435970511,0.05385712709047188,0.2115877025286713
timesince_postesttdc_pw15-21,timesince_postesttdc_pw,Time since positive SARS-CoV-2 test,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,44725.75733973343,90.99945659557125,-2.1327638184182436,0.33484289145328194,-6.369446307077454,1.8971181787545512e-10,-2.7890438261459307,-1.4764838106905565,0.11850930261378462,0.061479971360520747,0.2284395144501352
timesince_postesttdc_pw22-28,timesince_postesttdc_pw,Time since positive SARS-CoV-2 test,factor,categorical,6,contr.treatment,treatment,FALSE,22-28,43498.75311325454,209.99873205633293,-1.1513991864073916,0.2266054836412649,-5.081073802389315,3.7530725938997873e-7,-1.5955377730435512,-0.7072605997712321,0.3161940453142321,0.20279943910090759,0.4929928540997193
timesince_postesttdc_pw29+,timesince_postesttdc_pw,Time since positive SARS-CoV-2 test,factor,categorical,6,contr.treatment,treatment,FALSE,29+,106537.37816419869,679.9958942776494,-0.20425002284837193,0.12994040984662159,-1.5718745468747064,0.11597964857616523,-0.45892854628412394,0.050428500587380104,0.8152585124482415,0.631960399205065,1.051721663185494
timesince_suspectedcovid_pwNot suspected,timesince_suspectedcovid_pw,Time since suspected COVID,factor,categorical,6,contr.treatment,treatment,TRUE,Not suspected,8991807.160334408,285673.2775287173,0,NA,NA,NA,NA,NA,NA,NA,NA
timesince_suspectedcovid_pw1-7,timesince_suspectedcovid_pw,Time since suspected COVID,factor,categorical,6,contr.treatment,treatment,FALSE,1-7,11238.9350933599,532.9967999516973,0.4405544278572741,0.13518576019405165,3.2588819060889453,0.0011185221714624526,0.17559520665426448,0.7055136490602838,1.5535683213351081,1.191955465341196,2.0248864988970903
timesince_suspectedcovid_pw8-14,timesince_suspectedcovid_pw,Time since suspected COVID,factor,categorical,6,contr.treatment,treatment,FALSE,8-14,7696.955501215112,280.9983094084439,0.491651884030958,0.20204173214534002,2.4334174866273917,0.014957044048048372,0.09565736565200311,0.8876464024099129,1.6350148453470423,1.100381970736026,2.429405075327713
timesince_suspectedcovid_pw15-21,timesince_suspectedcovid_pw,Time since suspected COVID,factor,categorical,6,contr.treatment,treatment,FALSE,15-21,7629.955320080303,169.99897356941236,0.04301793516914188,0.24909687270741945,0.17269560513378768,0.8628906984842801,-0.4452029639989585,0.5312388343372423,1.0439566182212332,0.6406942249729136,1.7010383085222733
