term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,or,or.ll,or.ul
(Intercept),-7.660157343956562,0.016948277472937135,-451.9726182314536,0,-7.69337535740351,-7.626939330509614,0 Unadjusted,4.7123325925679517e-4,4.5583695947126236e-4,4.8714958279678824e-4
"timesincevax_pw(0,3]",-0.42277641223979784,0.15346085909731685,-2.7549462105623634,0.0058701785223628225,-0.7235541691071148,-0.12199865537248095,0 Unadjusted,0.6552251170515379,0.48502532684597116,0.885149558698282
"timesincevax_pw(3,7]",-0.0027914349031380875,0.1091815701548079,-0.02556690565248447,0.9796027829000625,-0.21678338018209475,0.2112005103758186,0 Unadjusted,0.9972124575286055,0.805104351975068,1.235159992627932
"timesincevax_pw(7,14]",-0.21217624171241847,0.09439925526278779,-2.2476474112191265,0.024598681822150813,-0.39719538219488565,-0.027157101229951297,0 Unadjusted,0.8088221368058599,0.6722026763671046,0.9732083372871427
"timesincevax_pw(14,21]",-0.5069771864689615,0.11522993732430202,-4.399700270964566,1.084004964462568e-5,-0.7328237135654011,-0.2811306593725219,0 Unadjusted,0.6023135112243106,0.48055013654707296,0.7549296903962506
"timesincevax_pw(21, Inf]",-0.9632018447585178,0.12813579041844897,-7.517039865388274,5.603033669427996e-14,-1.2143433791092502,-0.7120603104077854,0 Unadjusted,0.3816688829745617,0.29690490426533644,0.49063230057280244
(Intercept),-24.213553595185797,4.708192302776472,-5.1428556945107795,2.7059346880049926e-7,-33.44144094091638,-14.985666249455212,"1 Age, sex, IMD",3.0492096556630033e-11,2.9961719403982805e-15,3.1031862353508884e-7
age,0.3234991748987051,0.1073464393127554,3.0135994912340367,0.0025816837574387766,0.11310401997708996,0.5338943298203203,"1 Age, sex, IMD",1.381955016014688,1.1197484030941065,1.705561410948181
I(age * age),-0.0014953658574441936,6.105120453981884e-4,-2.4493633970299236,0.014310898212941134,-0.002691947478552525,-2.987842363358622e-4,"1 Age, sex, IMD",0.9985057516449852,0.997311672563012,0.9997012603952289
sexMale,0.11133077786204891,0.03278726748073857,3.395549138928764,6.849107832029947e-4,0.04706891444832002,0.17559264127577778,"1 Age, sex, IMD",1.1177645774888725,1.0481942423186117,1.1919524075282102
