term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,37313760.22776404,800497.8647634211,0.390284478097458,0.13561402039712203,2.8779065538694146,0.004003237035853947,0.12448588232041857,0.6560830738744974,1.4774010223389302,1.132566031143047,1.9272287184926453
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,37313760.22776404,800497.8647634211,-0.0018583405339272104,9.200407634239232e-4,-2.01984586749332,0.043399377750518206,-0.0036615872945468357,-5.509377330758505e-5,0.9981433851117315,0.9963451081417433,0.9999449077443264
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,19842449.926694807,429758.390411738,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,17471310.301069226,370739.4743516834,-0.02393681696414672,0.01099782449088973,-2.176504724545774,0.029517540788927744,-0.04549215687458314,-0.0023814770537103,0.9763473964016662,0.955527096861425,0.9976213564130434
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,7667846.166856258,152334.784121929,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,7457541.455357167,158758.77490900818,0.1126337570835206,0.01819243725614174,6.191240651139012,5.96924913345945e-10,0.07697723527047812,0.14829027889656307,1.1192219507651975,1.0800174898067136,1.1598495273431517
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,7385005.558206348,165676.76501364875,0.1833682719690718,0.01801556964347125,10.178322173427556,2.4779694098569235e-24,0.14805840430689504,0.21867813963124855,1.201256715807154,1.159580618887646,1.244430679305452
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,8129647.491213631,180933.743260919,0.19433880713013318,0.017723426341682367,10.965081095695512,5.625010459143065e-28,0.15960152981778727,0.2290760844424791,1.2145076971246582,1.1730433550529842,1.2574377068172524
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,6673719.556130594,142793.79745791628,0.20978472781277582,0.018838303091228272,11.136073498597568,8.37300525107917e-29,0.17286233222411884,0.2467071234014328,1.2334125119660198,1.1887024477969506,1.2798042331735742
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,35042914.422458075,762683.9182495449,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,242060.66042993628,3164.995535714286,-0.8242751285716886,0.09216645531339417,-8.9433311259384,3.7761216488822986e-19,-1.0049180615686615,-0.6436321955747157,0.43855277165048495,0.36607462915601935,0.5253806688699884
