variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,10747002,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,10747002,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,10747002,188000,-1.129484241978879,0.06861383070476469,-16.46146601024049,0.32319990638717544,0.28253159922097576,0.3697221117096333,-1.2639648790015463,-0.9950036049562119,"-1.3, -1.0",6.939908509908041e-61
"age, degree = 2",Age,continuous,NA,level,Age²,10747002,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,10747002,188000,0.008658334794109681,4.659066127054609e-4,18.583841821501146,1.0086959265906064,1.0077752460640195,1.0096174482299665,0.007745174613047926,0.009571494975171436,"0.01, 0.01",4.342738029104247e-77
sex,Sex,dichotomous,NA,label,Sex,10747002,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,10747002,sexFemale,factor,2,FALSE,contr.treatment,treatment,5699865,99956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,10747002,sexMale,factor,2,FALSE,contr.treatment,treatment,5047137,88044,4.3730982898763877e-4,0.00537670381317005,0.08133418618233414,1.0004374054628709,0.989950006116965,1.0110359069294506,-0.010100836000364833,0.010975455658340112,"-0.01, 0.01",0.9351761873986469
imd,Deprivation,categorical,NA,label,Deprivation,10747002,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,10747002,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,1895372,31308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,10747002,imd2,factor,5,FALSE,contr.treatment,treatment,2024466,34882,0.08553656088357185,0.009770128467804912,8.754906464683328,1.0893013864372052,1.0686406935124866,1.1103615253447698,0.06638746096234473,0.10468566080479898,"0.07, 0.10",2.0427282253188684e-18
imd,Deprivation,categorical,FALSE,level,3,10747002,imd3,factor,5,FALSE,contr.treatment,treatment,2260540,39659,0.12709571385446078,0.009324193261176075,13.630746413596965,1.1355256981217028,1.1149623425875494,1.156468305559416,0.10882063087766461,0.14537079683125695,"0.11, 0.15",2.6287777584506965e-42
