term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-2.226390384954556,0.21111811469288178,-10.54570986574665,5.316980214503143e-26,-2.6401742862366007,-1.8126064836725115,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-1.88509535246059,0.14844468778336847,-12.698974820921771,5.990934261044563e-37,-2.1760415942122853,-1.594149110708895,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-1.8710187042253548,0.10722739394666325,-17.449073742816427,3.4986014761101978e-68,-2.081180534516903,-1.6608568739338065,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-1.9917892871087097,0.10872365128481618,-18.31974242560113,5.758472827897198e-75,-2.204883727894641,-1.778694846322778,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-2.298704933709676,0.07210539289022037,-31.87979208724967,5.089393953929099e-223,-2.4400289068656185,-2.1573809605537337,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-2.1779829041170142,0.21108067420228852,-10.280961671661009,8.586651090661522e-25,-2.593193872443057,-1.7627719357909712,1 Demographics,all,0.2118462235026634
"tt(tte_vax1)(3,7]",-1.8253619679091397,0.148398591347607,-12.18606318032662,3.688119569284073e-34,-2.1189468330874917,-1.5317771027307876,1 Demographics,all,0.1497909489634055
"tt(tte_vax1)(7,14]",-1.7963201412938319,0.10724318590560615,-16.400171997659847,1.90697386437277e-60,-2.0109961082374825,-1.5816441743501812,1 Demographics,all,0.10953056721296278
"tt(tte_vax1)(14,21]",-1.9036762440269404,0.10889451973991565,-17.090456407593326,1.7480039268314943e-65,-2.1219932267647175,-1.6853592612891632,1 Demographics,all,0.11138826246800132
"tt(tte_vax1)(21, Inf]",-2.189176845497962,0.07321919402787457,-28.904839741702173,1.0378985355635833e-183,-2.33761938354029,-2.0407343074556343,1 Demographics,all,0.0757373804892455
age,0.27008764035184946,0.128501483391875,2.0864690292569645,0.036936157790420504,0.016375727864200995,0.5237995528394979,1 Demographics,all,0.12944723193328844
I(age * age),-9.242753828604829e-4,7.253656611065964e-4,-1.2655783699809653,0.20566407408265816,-0.002355673473387869,5.071227076669032e-4,1 Demographics,all,7.303185680033266e-4
sexMale,0.4594669929729038,0.04216298117127458,10.896744116114116,1.1945559009075937e-27,0.3768240724164697,0.5421099135293379,1 Demographics,all,0.042165530187447786
imd2,-0.03090693181673624,0.07101871722711213,-0.4345300558541591,0.6639035739961533,-0.17031379773389926,0.1084999341004268,1 Demographics,all,0.07112725897862748
imd3,-0.09761324033675313,0.06855191056900635,-1.4130400357182522,0.15764395275937432,-0.23300815529897556,0.037781674625469316,1 Demographics,all,0.06908030761289509
