strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-0.5728347821842236,-0.7442379992648647,-0.40143156510358247,0.08745222791472079,-6.550259448425082,5.7437207130624964e-11,0.5639245673939632,0.4750961856865525,0.669361125791648,0.43607543260603676,0.33063887420835203,0.5249038143134475
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-0.7093852987008706,-0.8753929571757417,-0.5433776402259995,0.08469934130643134,-8.375334303184315,5.506733029511864e-17,0.4919465046926587,0.41669824293731184,0.5807832588238975,0.5080534953073412,0.4192167411761025,0.5833017570626882
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.6127462685799504,-0.7516048229941864,-0.4738877141657144,0.07084750307124753,-8.648805420337036,5.204130858407098e-18,0.5418607287541944,0.4716090959900633,0.62257715523835655,0.45813927124580556,0.37742284476164345,0.5283909040099367
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-0.7833936425840708,-0.9550045849656683,-0.6117827002024734,0.08755821215861245,-8.947117846181538,3.6488463632228197e-19,0.4568529818484087,0.3848103802065518,0.5423831002473277,0.5431470181515913,0.4576168997526723,0.6151896197934482
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.0198169617860264,-1.2322732497301265,-0.8073606738419263,0.10839805711733905,-9.408074175001975,5.053101375679584e-21,0.360660948867768,0.29162887832053885,0.4460337425679346,0.639339051132232,0.5539662574320654,0.7083711216794611
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29-35,-1.1664743596813385,-1.4259739525297448,-0.9069747668329322,0.1324001843377256,-8.81021703644991,1.249037923780512e-18,0.31146311468833265,0.24027433341633458,0.40374379748362454,0.6885368853116673,0.5962562025163755,0.7597256665836654
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw36+,-1.2251419446721477,-1.4679388585739488,-0.9823450307703465,0.12387825277247559,-9.889887185625215,4.605466102342847e-23,0.2937160059422872,0.23039988286154833,0.3744320139196009,0.7062839940577128,0.6255679860803991,0.7696001171384517
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-0.5911701244179003,-0.7623987185992206,-0.41994153023658,0.08736313296160014,-6.7668146090610675,1.3164858918484814e-11,0.5536790321851645,0.4665459712195261,0.6570852383103165,0.44632096781483555,0.3429147616896835,0.5334540287804739
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-0.716240799607665,-0.8821279841460252,-0.5503536150693047,0.08463787388281478,-8.4624148356956,2.6189698741129378e-17,0.48858549883633084,0.4139011986898376,0.5767458283009979,0.5114145011636692,0.42325417169900215,0.5860988013101625
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.6081151531427955,-0.74708052557047,-0.46914978071512103,0.0709020030591458,-8.576840242940829,9.75149121573504e-18,0.5443759680262183,0.47374762984179986,0.6255338832269025,0.45562403197378165,0.3744661167730975,0.5262523701582001
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-0.7738462551558198,-0.9463508855427638,-0.6013416247688759,0.08801418380523242,-8.792290307074516,1.4654152381127072e-18,0.46123562235660415,0.38815486377808245,0.5480758305074636,0.5387643776433959,0.45192416949253644,0.6118451362219175
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.0130405745564843,-1.226848444707897,-0.7992327044050718,0.10908765254764978,-9.286482483560507,1.5947147071400655e-20,0.3631132265234404,0.29321520699588965,0.4496738645554344,0.6368867734765595,0.5503261354445657,0.7067847930041103
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29-35,-1.162490606455156,-1.4249272211168704,-0.9000539917934414,0.13389869239015673,-8.681866758398709,3.89325352757175e-18,0.31270638166647663,0.24052596778265162,0.4065477089080986,0.6872936183335234,0.5934522910919013,0.7594740322173483
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw36+,-1.21406349454112,-1.462671933759001,-0.9654550553232387,0.1268433711939979,-9.571359410530773,1.055091112137207e-21,0.2969880149964055,0.23161658304348884,0.3808098707463628,0.7030119850035945,0.6191901292536373,0.7683834169565111
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-0.5175386420524825,-0.7116092576126527,-0.32346802649231216,0.09901743965245005,-5.2267423180102055,1.7252267214631728e-7,0.5959856782112036,0.49085365156009614,0.723635094704762,0.40401432178879637,0.27636490529523805,0.5091463484399039
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.6788216265638499,-0.8486239387557482,-0.5090193143719517,0.08663542469722775,-7.835381761400559,4.674203271409685e-15,0.5072143282449418,0.4280034859220812,0.6010847650521319,0.49278567175505816,0.39891523494786807,0.5719965140779188
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-0.46768255460707364,-0.611947824443456,-0.3234172847706913,0.07360608203738866,-6.353857475656854,2.099814018571755e-10,0.6264523565110619,0.5422935470434834,0.723671814126888,0.3735476434889381,0.27632818587311203,0.4577064529565166
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.641383825346079,-0.8183864314270672,-0.46438121926509063,0.09030911153325386,-7.102094289897946,1.228803430462928e-12,0.5265632480643256,0.44114289484544905,0.6285239033696587,0.47343675193567436,0.3714760966303413,0.558857105154551
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-0.8331710089071085,-1.067845654452892,-0.5984963633613248,0.11973416215648214,-6.958507028413716,3.438975881376708e-12,0.4346687601378841,0.34374827284912346,0.549637470099327,0.565331239862116,0.45036252990067305,0.6562517271508765
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29-35,-0.9862288309445304,-1.25622061717903,-0.7162370447100308,0.1377534425959663,-7.159377017075064,8.104451376021188e-13,0.37298061509462077,0.2847280920285547,0.48858733342830885,0.6270193849053792,0.5114126665716912,0.7152719079714454
all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw36+,-1.0482391248979563,-1.3094898959947419,-0.7869883538011708,0.13329365904552246,-7.864133465943505,3.7166112684430134e-15,0.35055448862209565,0.26995772778652916,0.4552136754917193,0.6494455113779043,0.5447863245082807,0.7300422722134708
