strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.73683653333282,-1.8883188242854358,-1.585354242380204,0.07728830332980041,-22.47217830518916,7.768613098933697e-112,0.17607653274268797,0.15132600070326893,0.20487520478043764,0.823923467257312,0.7951247952195624,0.848673999296731
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-1.3197229067901999,-1.4268068800439078,-1.212638933536492,0.054635684175001496,-24.154962580189263,6.621888127234593e-129,0.26720933360048094,0.24007428563730018,0.2974113940344456,0.7327906663995191,0.7025886059655544,0.7599257143626998
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-1.0209154854608748,-1.096224208587291,-0.9456067623344587,0.038423523962910426,-26.57006386104375,1.5061467910100097e-155,0.3602649718117494,0.33413031127175047,0.38844380631172604,0.6397350281882506,0.611556193688274,0.6658696887282496
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.136191543728207,-1.218144858611277,-1.054238228845137,0.04181368409292584,-27.172720327708014,1.3648784322585997e-162,0.3210393609047892,0.2957783689648001,0.34845777130653244,0.6789606390952108,0.6515422286934676,0.7042216310351999
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.3072654917234752,-1.4143032670799387,-1.2002277163670116,0.05461211338614578,-23.93728077286069,1.2536385783105802e-126,0.27055889127671817,0.24309492669696597,0.3011256328690821,0.7294411087232818,0.6988743671309179,0.756905073303034
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29-35,-1.3679763840643786,-1.4909949072054656,-1.2449578609232916,0.06276570595757958,-21.794965310976192,2.5898857378621046e-105,0.25462169508336036,0.22514854216501953,0.28795304195043764,0.7453783049166396,0.7120469580495623,0.7748514578349804
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw36+,-1.4190485153584158,-1.5323949803128367,-1.305702050403995,0.0578308917145842,-24.53789788270808,5.823706992832014e-133,0.24194411352111223,0.21601768917707143,0.27098222506923325,0.7580558864788878,0.7290177749307667,0.7839823108229286
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.6485079025986136,-1.8001533371000498,-1.4968624680971774,0.07737154136381892,-21.306385701261235,9.905295988647671e-101,0.19233667968231702,0.1652735437126016,0.2238313375524094,0.807663320317683,0.7761686624475906,0.8347264562873984
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-1.2250275657820535,-1.3323906744544067,-1.1176644571097003,0.054778102821898586,-22.363453691797545,8.932584370512523e-111,0.2937496027743973,0.26384573745220824,0.3270427256598987,0.7062503972256027,0.6729572743401013,0.7361542625477917
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.9202713466160584,-0.9959258266384684,-0.8446168665936483,0.038599933784070985,-23.84126749450089,1.2475202210442476e-125,0.3984109189612306,0.3693813031364874,0.42972196751626224,0.6015890810387694,0.5702780324837378,0.6306186968635126
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-1.0349923824885907,-1.1172484809704368,-0.9527362840067447,0.04196816835955746,-24.6613665295424,2.779402865385045e-134,0.35522908687626736,0.32717879592932353,0.38568423667102647,0.6447709131237327,0.6143157633289735,0.6728212040706765
all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.1954310525113263,-1.3029992203982972,-1.0878628846243554,0.05488272679266299,-21.781553548303975,3.4710103065826232e-105,0.3025735010006099,0.2717156346523943,0.33693579548665614,0.6974264989993901,0.6630642045133439,0.7282843653476057
