term,estimate.robust,std.error.robust,statistic.robust,p.value.robust,conf.low.robust,conf.high.robust,model,strata,or,or.ll,or.ul
(Intercept),-7.653467173126257,0.02585999847166886,-295.9577581379627,0,-7.704151838770989,-7.602782507481526,0 Unadjusted,Female,4.743964596393059e-4,4.5095101490090007e-4,4.990608591218372e-4
"timesincevax_pw(0,1]",-0.11181914249668459,0.3343999566942257,-0.3343874311530838,0.7380872225923731,-0.7672310140491205,0.5435927290557514,0 Unadjusted,Female,0.8942059667353457,0.46429692165809017,1.7221830980260635
"timesincevax_pw(1,4]",-0.6320146175267176,0.2513755883441616,-2.5142243194331906,0.011929452871861068,-1.124701717273841,-0.13932751777959435,0 Unadjusted,Female,0.531519912315413,0.3247493200253883,0.8699430599752999
"timesincevax_pw(4,7]",0.005569810754394048,0.18442077963849446,0.0302016441168512,0.9759062373153061,-0.3558882753378527,0.36702789684664083,0 Unadjusted,Female,1.0055853509889725,0.7005508846740441,1.4434381859272252
"timesincevax_pw(7,14]",-0.11740629805140877,0.1306206873732214,-0.898833870900899,0.3687411558263305,-0.3734181409387885,0.13860554483597093,0 Unadjusted,Female,0.8892238298484434,0.6883773339123429,1.1486709114554061
"timesincevax_pw(14,21]",-0.6215889408127561,0.17101899651627359,-3.6346192731496223,2.783914435764304e-4,-0.9567800146568333,-0.2863978669686789,0 Unadjusted,Female,0.5370903544462655,0.3841277825634301,0.750963772821044
"timesincevax_pw(21, Inf]",-1.1793240838143475,0.15469373472625542,-7.623605997368079,2.466855550920686e-14,-1.4825182325118011,-0.8761299351168939,0 Unadjusted,Female,0.3074865034819715,0.22706516493215276,0.4163912586583657
(Intercept),-20.14656397512568,6.568364189952525,-3.0672117733580326,0.002160657212179138,-33.02032122477523,-7.272806725476128,"1 Age, sex, IMD",Female,1.780157532550309e-9,4.565167338111069e-15,6.941609378128147e-4
age,0.22604991727441684,0.14889549538149502,1.5181783484801832,0.12896944417388076,-0.06577989113356328,0.5178797256823969,"1 Age, sex, IMD",Female,1.2536382419204877,0.9363369376734517,1.678465067831801
I(age * age),-8.988269872312396e-4,8.43103781472227e-4,-1.0660929377658688,0.28638163175895165,-0.002551280034146332,7.53626059683853e-4,"1 Age, sex, IMD",Female,0.9991015768367469,0.997451971714798,1.0007539101071534
imd2,-0.13584553761321014,0.07732283728815313,-1.7568617807823699,0.07894137146683029,-0.287395513880441,0.015704438654020714,"1 Age, sex, IMD",Female,0.8729774642579758,0.7502149497248771,1.0158284014225032
imd3,-0.2875537911153326,0.07620906848292393,-3.7732227520897252,1.6115228427574223e-4,-0.43692082063720994,-0.1381867615934552,"1 Age, sex, IMD",Female,0.7500962171736382,0.646022581041915,0.87093601915704
imd4,-0.3555072676546298,0.07852516715790667,-4.527303545113612,5.974109642507615e-6,-0.5094137671641144,-0.2016007681451453,"1 Age, sex, IMD",Female,0.7008178507984363,0.6008477122443754,0.8174212033913542
imd5 least deprived,-0.2814272233155209,0.07829722445041727,-3.594344822449464,3.2520890082335055e-4,-0.43488696332778765,-0.12796748330325414,"1 Age, sex, IMD",Female,0.7547058386653963,0.6473378358573415,0.8798819895353095
ethnicityMixed,0.09594261487873831,0.3960627694141596,0.2422409332254401,0.8085934792372079,-0.6803261487902064,0.872211378547683,"1 Age, sex, IMD",Female,1.1006958986140056,0.5064517867886955,2.392195057515267
ethnicitySouth Asian,0.16785428183089043,0.20996924464040104,0.799423182754037,0.42404507243590855,-0.24367787552537526,0.5793864391871562,"1 Age, sex, IMD",Female,1.1827642478492353,0.7837400554587644,1.784942923673206
ethnicityWhite,-0.0589491902909723,0.17959419280604558,-0.3282355034421131,0.7427336056552418,-0.410947340023364,0.29304895944141945,"1 Age, sex, IMD",Female,0.9427546690306181,0.6630218453963272,1.3405084193685206
ethnicityOther,0.00521032100995927,0.3133174917989772,0.01662952483132408,0.9867321704031069,-0.6088806786424598,0.6193013206623782,"1 Age, sex, IMD",Female,1.0052239183376963,0.5439593938107258,1.8576297008482083
"timesincevax_pw(0,1]",-0.15784599339627986,0.33441649664561757,-0.4720042072671728,0.6369237855377925,-0.8132902826577499,0.49759829586519017,"1 Age, sex, IMD",Female,0.8539812905998287,0.443396762811458,1.6447662812654695
"timesincevax_pw(1,4]",-0.677780503511651,0.251403368339011,-2.695988156362652,0.007018016195799703,-1.1705220510481698,-0.1850389559751322,"1 Age, sex, IMD",Female,0.5077426757641496,0.3102049561644049,0.8310719080049321
"timesincevax_pw(4,7]",-0.0390800614702347,0.184424570828023,-0.21190268354576836,0.8321829569713493,-0.400545578157416,0.3223854552169466,"1 Age, sex, IMD",Female,0.9616737130528445,0.6699544338041369,1.3804167622647865
"timesincevax_pw(7,14]",-0.1601969527913629,0.13072609103516347,-1.2254397842300064,0.22040956489820343,-0.4164153830599877,0.09602147747726189,"1 Age, sex, IMD",Female,0.851975973394747,0.6594063073787775,1.1007827057756288
