term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-3.850419748027416,0.7091951855536024,-5.429280720542051,5.6581625291247666e-8,-5.240416769721677,-2.460422726333155,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-3.8740375619492164,0.5802164851667923,-6.676882958324709,2.4407771947472622e-11,-5.011240976112548,-2.7368341477858853,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-2.6593773919110575,0.2268609171612932,-11.72250128046647,9.7742762175783e-32,-3.1040166190469165,-2.2147381647751985,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-2.5513779497562474,0.2118007470547469,-12.046123468567178,2.03287696326174e-33,-2.9664997858822293,-2.1362561136302656,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-2.506173493664156,0.13311708493506366,-18.826835750547737,4.551577482412679e-79,-2.7670781858638405,-2.245268801464472,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-3.793318110481255,0.7091778709949322,-5.33925466772607,9.332946851744765e-8,-5.185790906991104,-2.4008453139714057,1 Demographics,all,0.7104583591808307
"tt(tte_vax1)(3,7]",-3.7993823842036902,0.5802022939622062,-6.54098079474326,6.111668058152331e-11,-4.937843552369747,-2.660921216037633,1 Demographics,all,0.5808582081844837
"tt(tte_vax1)(7,14]",-2.562942493696478,0.22697887179476461,-11.092788464473283,1.3598170282112556e-28,-3.0157839950178404,-2.1101009923751155,1 Demographics,all,0.23104582782812252
"tt(tte_vax1)(14,21]",-2.4410274484357033,0.21211414417959298,-11.319764607378143,1.047528149066638e-29,-2.863679866586633,-2.0183750302847736,1 Demographics,all,0.21564295134235023
"tt(tte_vax1)(21, Inf]",-2.394307239875296,0.13431409177235437,-16.542684453008235,1.8078341359085417e-61,-2.677982841100085,-2.110631638650507,1 Demographics,all,0.14473510914607932
age,0.05442732870210148,0.22637904850324037,0.22330826372819498,0.8232955961232283,-0.4232782530343846,0.5321329104385876,1 Demographics,all,0.24373181624997545
I(age * age),2.3010313972789934e-4,0.0012778241595805772,0.16692300337221136,0.867430633007751,-0.0024717046248414138,0.002931910904297212,1 Demographics,all,0.001378498679506781
sexMale,0.49226352897987313,0.07587135498809365,6.534104466440918,6.399126963284544e-11,0.34460461219051997,0.6399224457692263,1 Demographics,all,0.07533756638084571
imd2,0.08635016401376971,0.12887470920483401,0.6636910692985,0.5068880564540716,-0.16865283264399733,0.34135316067153676,1 Demographics,all,0.13010596045090533
imd3,-0.16459067863065793,0.1314387582421596,-1.2467123633246724,0.2125029839269693,-0.4233446717705218,0.09416331450920598,1 Demographics,all,0.13201976933294818
