term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-2.9720609224862544,0.4501492017958434,-6.602390742068174,4.045794357873644e-11,-3.85433714567556,-2.0897846992969487,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-3.208669075070454,0.4118105613687161,-7.791614339384464,6.615840585842824e-15,-4.015802943806359,-2.401535206334549,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-2.5877771932816245,0.21648306930144262,-11.953716295837735,6.208553551377366e-33,-3.0120762123751406,-2.1634781741881084,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-2.4472123327162665,0.19657344180870331,-12.449353840473458,1.4098190852717962e-35,-2.832489198978405,-2.061935466454128,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-2.8212691348241976,0.13524381103631328,-20.860615455938905,1.2209034265685313e-96,-3.086342133587312,-2.556196136061083,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-2.924155371411248,0.45015142759714305,-6.474873063086999,9.489168058810295e-11,-3.8093061932611714,-2.0390045495613243,1 Demographics,all,0.45161586071574816
"tt(tte_vax1)(3,7]",-3.147066740291843,0.4118460347214762,-7.596220832074691,3.0490403673235027e-14,-3.9590675502039514,-2.3350659303797348,1 Demographics,all,0.41429374025087573
"tt(tte_vax1)(7,14]",-2.5107718789570237,0.2167103847493042,-11.372671780688384,5.7209152339599435e-30,-2.943477803391419,-2.0780659545226285,1 Demographics,all,0.22077238553745088
"tt(tte_vax1)(14,21]",-2.3614443444451867,0.19705163890264857,-11.579018371836227,5.264542417730677e-31,-2.761162672716082,-1.9617260161742913,1 Demographics,all,0.20394167006323727
"tt(tte_vax1)(21, Inf]",-2.730062914971092,0.13687971102677607,-18.533036956372985,1.117954683831153e-76,-3.01878111056244,-2.441344719379744,1 Demographics,all,0.14730790864971005
age,0.3804978750511022,0.2360460396133581,1.7320531797782805,0.08326409433497288,-0.05006750250251679,0.8110632526047212,1 Demographics,all,0.21968024971370081
I(age * age),-0.0016172346942817826,0.001335243498910735,-1.3044825703964065,0.19206909845544076,-0.004047103691594427,8.126343030308626e-4,1 Demographics,all,0.0012397518609929277
sexMale,0.6541487113424389,0.07483518245679943,8.738650906434454,2.3591062293178783e-18,0.5074317949108162,0.8008656277740616,1 Demographics,all,0.0748569451219038
imd2,0.07564163781345243,0.12249586394652864,0.6178564649733569,0.536669958731598,-0.16430872970820623,0.3155920053351111,1 Demographics,all,0.1224259065035667
imd3,-0.008999574636083873,0.11951954145003843,-0.07491788351326666,0.9402800475576443,-0.2444419194506036,0.22644277017843586,1 Demographics,all,0.12012585265426251
imd4,-0.17564069620013514,0.12397173203199599,-1.4184552412585711,0.15605789740594483,-0.4183338942360205,0.0670525018357502,1 Demographics,all,0.12382533554198873
imd5 least deprived,-0.28926454809065966,0.1296064562973255,-2.215066528092014,0.026755498479721942,-0.545215369012638,-0.03331372716868136,1 Demographics,all,0.13058955314530563
ethnicityBlack,-0.5632070479509548,0.33812865148146204,-1.6670129571541716,0.09551182845108883,-1.225388781503554,0.09897468560164457,1 Demographics,all,0.3378540313882319
ethnicitySouth Asian,0.1389037139148493,0.17849264259033024,0.7729500874494989,0.43955192036363444,-0.2133134356947587,0.4911208635244573,1 Demographics,all,0.17970592949046615
