outcome,outcome_var,outcome_descr,brand,brand_descr,stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.1293928210016002,-1.2577406062564096,-1.0010450357467908,0.06548476720347941,-17.24664940003928,1.1857968414276572e-66,0.32322945498913425,0.2842956371852281,0.3674951948154671,0,3,1.5,0.6767705450108658,0.6325048051845329,0.7157043628147719,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.7164682127536705,-0.8184543575690695,-0.6144820679382714,0.0520347035046831,-13.76904574250507,3.913481870698466e-43,0.4884744007040145,0.44111293072821545,0.5409209830898385,3,7,5,0.5115255992959855,0.4590790169101615,0.5588870692717846,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.5258181815140613,-0.6155426673107551,-0.4360936957173676,0.04577864006911814,-11.486103141556047,1.5494494186112561e-30,0.5910715626489462,0.5403475867602535,0.6465571434619489,7,14,10.5,0.4089284373510538,0.3534428565380511,0.4596524132397465,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.7027822951066284,-0.812910555265155,-0.5926540349481018,0.05618892032057951,-12.507488862519224,6.793812915206435e-36,0.49520557722394326,0.443565164679463,0.5528580313355091,14,21,17.5,0.5047944227760568,0.44714196866449085,0.5564348353205371,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-0.9061010289603529,-1.0414797730398881,-0.7707222848808178,0.06907205701093766,-13.11819957550809,2.590155110850345e-39,0.40409671788781437,0.35293203604363366,0.46267876171919814,21,28,24.5,0.5959032821121857,0.5373212382808019,0.6470679639563663,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.0107662062915006,-1.1731131054130595,-0.8484193071699418,0.08283157262180858,-12.202668309902132,3.0080250242514218e-34,0.3639400195819887,0.3094022386501754,0.4280910779158747,28,35,31.5,0.6360599804180114,0.5719089220841254,0.6905977613498246,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-0.978239689627082,-1.1318437819066436,-0.8246355973475203,0.07837087491972869,-12.48218411022007,9.338924930914026e-36,0.3759723446999923,0.3224382022924119,0.4383947155586049,35,42,38.5,0.6240276553000077,0.5616052844413951,0.6775617977075881,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.1532683761259277,-1.2816525102142289,-1.0248842420376265,0.06550331286747041,-17.606260288838797,2.2054342987918468e-69,0.31560357068214423,0.2775782203959714,0.358838001357706,0,3,1.5,0.6843964293178557,0.6411619986422941,0.7224217796040286,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.7440474490341166,-0.8458395096218605,-0.6422553884463726,0.051935679119956675,-14.32632559431019,1.4984141596192423e-46,0.4751867240001369,0.42919689200397537,0.5261045149038284,3,7,5,0.5248132759998632,0.47389548509617163,0.5708031079960246,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.5602353938389684,-0.6496696576588634,-0.4708011300190733,0.045630564911060184,-12.277634408667499,1.1943974871432712e-34,0.5710746205786015,0.5222182590726285,0.624501760716178,7,14,10.5,0.4289253794213985,0.375498239283822,0.47778174092737147,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.7469528839007787,-0.856526869759529,-0.6373788980420285,0.05590612211400611,-13.360842348849756,1.0239877066408282e-40,0.4738081036396913,0.42463433452436117,0.5286763241274388,14,21,17.5,0.5261918963603087,0.4713236758725612,0.5753656654756388,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-0.958888914066096,-1.0930717222572213,-0.8247061058749707,0.06846187442705184,-14.006173831653127,1.428989654440077e-44,0.3833185493053898,0.33518531457851464,0.43836380608247244,21,28,24.5,0.6166814506946102,0.5616361939175276,0.6648146854214854,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-1.0696453368203,-1.230276176441938,-0.909014497198662,0.08195601597206566,-13.051456005192883,6.234440358561676e-39,0.34313019148553886,0.2922118645028028,0.40292110831719247,28,35,31.5,0.6568698085144611,0.5970788916828076,0.7077881354971972,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-1.0408031451454143,-1.189967893525115,-0.8916383967657137,0.07610586192210327,-13.675729028740374,1.4177916068718092e-42,0.35317092051290805,0.3042310316958795,0.4099834865649707,35,42,38.5,0.6468290794870919,0.5900165134350293,0.6957689683041205,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-1.0848542146754718,-1.2140746801558941,-0.9556337491950494,0.06593002039817925,-16.454631867601115,7.769279881321294e-61,0.3379510506071771,0.2969846930214564,0.38456834742739876,0,3,1.5,0.6620489493928229,0.6154316525726012,0.7030153069785436,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-0.6738744190308202,-0.7761172353700667,-0.5716316026915738,0.05216566077015948,-12.91796958155851,3.5642315480734455e-38,0.5097298400393803,0.4601893538613167,0.5646034782127387,3,7,5,0.49027015996061973,0.4353965217872613,0.5398106461386833,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-0.48168561868144605,-0.5711357850506003,-0.39223545231229184,0.045638678605691596,-10.554328771065144,4.850942423432636e-26,0.6177412375452463,0.5648834879885485,0.6755450365928709,7,14,10.5,0.38225876245475365,0.3244549634071291,0.4351165120114515,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,-0.6575265695869653,-0.7669602773776019,-0.5480928617963288,0.05583455035594313,-11.77633858238776,5.168998517460643e-32,0.5181313126173002,0.46442264087889,0.5780511833068325,14,21,17.5,0.48186868738269983,0.42194881669316753,0.5355773591211099,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,-0.8537707558789618,-0.9882399007473692,-0.7193016110105543,0.06860796725301227,-12.444192563385945,1.503975766682449e-35,0.42580628938657744,0.3722312787789295,0.48709231710978135,21,28,24.5,0.5741937106134225,0.5129076828902186,0.6277687212210705,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,-0.9529219536173561,-1.1146189357249847,-0.7912249715097276,0.08249997621541709,-11.55057246476248,7.333035489065295e-31,0.38561263347645913,0.32804025950891913,0.45328918870888485,28,35,31.5,0.6143873665235409,0.5467108112911152,0.6719597404910809,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,-0.9184807171039361,-1.070103499174681,-0.7668579350331912,0.07735998378884819,-11.872814239606129,1.6386110559020701e-32,0.3991249644153157,0.3429730181573491,0.46447017341300895,35,42,38.5,0.6008750355846844,0.535529826586991,0.6570269818426508,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.2257464099599484,-1.4227278714758622,-1.0287649484440347,0.1005025924301051,-12.196167087056965,3.258023876340018e-34,0.29353851846013873,0.2410555506390079,0.35744815496411936,0,3,1.5,0.7064614815398613,0.6425518450358807,0.758944449360992,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.6791952120764231,-0.8189829636217247,-0.5394074605311214,0.07132159195165302,-9.522995680422152,1.6825735726075543e-21,0.5070248757107045,0.44087981738111925,0.5830936560364866,3,7,5,0.49297512428929546,0.41690634396351345,0.5591201826188807,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.6481202785063559,-0.7696721424635502,-0.5265684145491616,0.06201739670523534,-10.450620518414043,1.4556965135562482e-25,0.5230280002923897,0.4631648955226364,0.5906282875371464,7,14,10.5,0.4769719997076103,0.40937171246285364,0.5368351044773636,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.9619336531794236,-1.1147432671488522,-0.809124039209995,0.07796552139466405,-12.337936513116915,5.658759648652414e-35,0.38215321928865625,0.3279994763317363,0.4452479151673367,14,21,17.5,0.6178467807113437,0.5547520848326633,0.6720005236682637,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.092788803689633,-1.272574532225655,-0.9130030751536108,0.09172909806208128,-11.913218670808744,1.010017337524264e-32,0.33528015814346196,0.2801095416262808,0.4013172267965253,21,28,24.5,0.6647198418565381,0.5986827732034747,0.7198904583737191,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.1325238999383005,-1.3416007479243828,-0.9234470519522182,0.10667382137388941,-10.616699442769834,2.4921755427590882e-26,0.3222189808136284,0.26142685496677914,0.39714769016276846,28,35,31.5,0.6777810191863716,0.6028523098372316,0.7385731450332209,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.0047546467775004,-1.185145541006157,-0.8243637525488435,0.09203786174213263,-10.916753472528239,9.586133159971533e-28,0.3661344560532591,0.30570168413014775,0.4385139070818607,35,42,38.5,0.6338655439467409,0.5614860929181393,0.6942983158698522,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.2484759045938476,-1.4461048821343105,-1.0508469270533847,0.1008329638194044,-12.38162459282576,3.286225945864896e-35,0.2869417904302819,0.2354857487698863,0.34964150283163464,0,3,1.5,0.7130582095697181,0.6503584971683654,0.7645142512301137,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.6996626664967396,-0.8399913683376953,-0.5593339646557839,0.07159759207202306,-9.772153591323564,1.482663471039385e-22,0.4967528469089697,0.4317142498246138,0.5715896359974573,3,7,5,0.5032471530910303,0.42841036400254273,0.5682857501753862,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.6661810905027011,-0.7875346426690865,-0.5448275383363158,0.0619162153608978,-10.759396171417434,5.3519692120907764e-27,0.5136664826853894,0.4549650652409642,0.579941792442095,7,14,10.5,0.4863335173146106,0.420058207557905,0.5450349347590357,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.9806048323065791,-1.1329166642794093,-0.828293000333749,0.07771154632138473,-12.618521683395398,1.6692541192352746e-36,0.37508416720850907,0.3220924495380495,0.4367942579600301,14,21,17.5,0.624915832791491,0.5632057420399699,0.6779075504619505,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-1.113819559124125,-1.293319707257114,-0.9343194109911356,0.09158339109741996,-12.161807351502437,4.964795126895452e-34,0.3283025920537903,0.2743584798012147,0.3928531461004263,21,28,24.5,0.6716974079462097,0.6071468538995737,0.7256415201987854,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-1.1553840654183514,-1.3639679417672679,-0.9468001890694349,0.1064223006107253,-10.856597337099016,1.8553418397955593e-27,0.3149365574322005,0.25564437977263593,0.38798050360214664,28,35,31.5,0.6850634425677995,0.6120194963978534,0.744355620227364,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-1.0338084945785575,-1.2109994322115039,-0.8566175569456111,0.09040520082542636,-11.435276788719882,2.786466991097008e-30,0.35564988733865316,0.2978994003432146,0.4245958273775281,35,42,38.5,0.6443501126613469,0.5754041726224719,0.7021005996567854,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-1.1929047527822827,-1.3916058954858714,-0.994203610078694,0.10137999691367698,-11.766667874314663,5.796926221419616e-32,0.3033388587086339,0.24867563672265558,0.3700180058462221,0,3,1.5,0.6966611412913661,0.6299819941537779,0.7513243632773444,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-0.635449912680271,-0.7766478884260442,-0.49425193693449776,0.07204110731601442,-8.820657210234375,1.137898656311109e-18,0.529697117248753,0.45994521775587605,0.6100270753778365,3,7,5,0.470302882751247,0.3899729246221635,0.540054782244124,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-0.590499541231457,-0.7118720556586556,-0.46912702680425833,0.061925890161538474,-9.535584223191515,1.4904397495185523e-21,0.5540504445523602,0.490724673127975,0.6255481167310564,7,14,10.5,0.4459495554476398,0.37445188326894363,0.5092753268720249,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,-0.895722233158469,-1.0474967688981554,-0.7439476974187826,0.07743741055287987,-11.567047848879257,6.052969256074458e-31,0.40831259522775437,0.3508148214678508,0.47523412700766515,14,21,17.5,0.5916874047722456,0.5247658729923348,0.6491851785321492,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,-1.000618462540324,-1.1800882616922084,-0.8211486633884398,0.0915679066388562,-10.927610985874812,8.505829745950014e-28,0.36765199185941194,0.30725161885651753,0.43992603723697477,21,28,24.5,0.6323480081405881,0.5600739627630252,0.6927483811434825,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,-1.0302360889988802,-1.2391879621020954,-0.8212842158956651,0.10661005750687301,-9.663591907662767,4.304991790154755e-22,0.35692268510188013,0.28961930432768296,0.4398664082011576,28,35,31.5,0.6430773148981199,0.5601335917988424,0.7103806956723171,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",pfizer,BNT162b2,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,-0.9140644676968888,-1.0933368127624825,-0.734792122631295,0.09146716290690605,-9.993361974364618,1.6295904851652608e-23,0.4008914976573486,0.33509647191031106,0.4796051476691382,35,42,38.5,0.59910850234265145,0.5203948523308618,0.6649035280896889,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",az,ChAdOx1,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.080281508424061,-1.244810320931394,-0.9157526959167277,0.08394481419307474,-12.86894871122583,6.731208129981102e-38,0.33949994009839624,0.28799552967415604,0.4002152722898941,0,3,1.5,0.6605000599016038,0.5997847277101058,0.7120044703258439,0,NA,NA,NA,NA,NA
