term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-1.0237982075155623,0.17288835266871017,-5.9217303636258904,3.185716516455343e-9,-1.3626531520926934,-0.6849432629384311,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-1.1607539000964313,0.16011215079431235,-7.249630301872534,4.179107468168271e-13,-1.4745679491405297,-0.8469398510523329,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-1.0289422330957148,0.12103864824629551,-8.500939559420488,1.8806227525020075e-17,-1.2661736243958661,-0.7917108417955634,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-1.2462992489893694,0.13950980869771623,-8.93341665810607,4.1305051596304727e-19,-1.5197334495269659,-0.9728650484517729,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-1.7251403389464175,0.1267542407170877,-13.610119307936115,3.4867415122504106e-42,-1.9735740856396298,-1.4767065922532052,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-0.9755048446192994,0.1728413918990713,-5.631408573813649,1.787437219395736e-8,-1.3150210308695491,-0.6359886583690497,1 Demographics,all,0.17322572706861464
"tt(tte_vax1)(3,7]",-1.1023841506708085,0.16004432014153566,-6.855164348910892,7.123058023510116e-12,-1.4175674376748364,-0.7872008636667808,1 Demographics,all,0.1608107544272004
"tt(tte_vax1)(7,14]",-0.959881476723965,0.12084272169096677,-7.793820568212263,6.501285117749375e-15,-1.2012692668764948,-0.7184936865714351,1 Demographics,all,0.12315929887312525
"tt(tte_vax1)(14,21]",-1.1704655047219368,0.13925562144092593,-8.274436120975613,1.290649409907988e-16,-1.4477134284307254,-0.8932175810131481,1 Demographics,all,0.14145562158064384
"tt(tte_vax1)(21, Inf]",-1.632582277294464,0.12646102731237668,-12.374193156253888,3.604987156506946e-35,-1.8911690332057665,-1.3739955213831616,1 Demographics,all,0.13193444264843732
age,0.5341732001875016,0.18587028893031632,2.8073115763126624,0.0049956896048637825,0.16123268203911534,0.9071137183358878,1 Demographics,all,0.19027927099175984
I(age * age),-0.0025852520912731723,0.001057223222775418,-2.3894306034713644,0.01687451147785532,-0.00470584139924091,-4.6466278330543507e-4,1 Demographics,all,0.001081953201535679
sexMale,0.2432284232654,0.0542421676628649,4.512572886330669,6.404591459278853e-6,0.13758604105353395,0.34887080547726607,1 Demographics,all,0.053900165026071756
imd2,-0.07451560193517222,0.09114101355904695,-0.8213308733458555,0.41145782664845487,-0.25233418981353284,0.10330298594318839,1 Demographics,all,0.09072543642687875
imd3,-0.25638994803658754,0.09122423122073835,-2.8275479352939095,0.004690599236160688,-0.4341110957056804,-0.07866880036749471,1 Demographics,all,0.09067572112086478
imd4,-0.1284592782123379,0.08946806351246744,-1.4499745109601692,0.14706562725317288,-0.3021006469902401,0.04518209056556427,1 Demographics,all,0.08859416302930216
