variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,3713855,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,3713855,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,3713855,68458,0.5518384839807565,0.03649564734853097,15.120665725168163,1.736442506789108,1.6165727625685868,1.8652006573419635,0.4803083295851611,0.6233686383763519,"0.48, 0.62",1.1834016392412305e-51
"age, degree = 2",Age,continuous,NA,level,Age²,3713855,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,3713855,68458,-0.0033581379129246753,2.1151874680787005e-4,-15.876313393512069,0.996647494325821,0.9962344006792215,0.997060759263796,-0.0037727070387231472,-0.0029435687871262033,"0.00, 0.00",9.245513787105284e-57
sex,Sex,dichotomous,NA,label,Sex,3713855,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,3713855,sexFemale,factor,2,FALSE,contr.treatment,treatment,2188596,38079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,3713855,sexMale,factor,2,FALSE,contr.treatment,treatment,1525259,30379,0.11665578087836237,0.008008407220262413,14.56666446521433,1.1237325528768514,1.1062319393031903,1.1415100265415776,0.10095959115311752,0.13235197060360723,"0.10, 0.13",4.576992379137642e-48
imd,Deprivation,categorical,NA,label,Deprivation,3713855,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,3713855,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,518888,7965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,3713855,imd2,factor,5,FALSE,contr.treatment,treatment,653499,11163,0.08940877858556212,0.015441493584951536,5.79016389144475,1.0935275756302256,1.0609280111092818,1.12712884016835,0.05914400729155083,0.1196735498795734,"0.06, 0.12",7.0317776842135616e-9
imd,Deprivation,categorical,FALSE,level,3,3713855,imd3,factor,5,FALSE,contr.treatment,treatment,845369,15362,0.13516768571171797,0.0147311643879565,9.175628086957243,1.144728722908813,1.112150061438929,1.1782617242829683,0.1062951340609842,0.16404023736245174,"0.11, 0.16",4.4894952762113825e-20
