term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,3214601,61775,0.5086989342238075,0.039980361346796695,12.723720273843035,4.36568880508787e-37,0.4303388658951887,0.5870590025524263,1.6631259504329527,1.5377785359668183,1.7986906841982322
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,3214601,61775,-0.0031009242560947475,2.3205544771115526e-4,-13.362859121301643,9.966131673234527e-41,-0.0035557445760249296,-0.0026461039361645655,0.9969038786437674,0.9964505695976401,0.9973573939109533
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,1935614,35074,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,1278987,26701,0.1075971308340694,0.008531830895258274,12.611259195710094,1.830448589008511e-36,0.09087504955717705,0.12431921211096174,1.1135990202952977,1.0951321594608976,1.1323772818552913
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,662019,10249,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,630812,11427,0.12540779373227556,0.014137056501060341,8.870856088243647,7.258570820038741e-19,0.09769967214278946,0.15311591532176166,1.1336106381354067,1.1026315843955627,1.1654600657917955
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,658345,12861,0.17171551286909273,0.013808761995665041,12.435257622877348,1.681976480806715e-35,0.1446508366865038,0.19878018905168165,1.1873400022112575,1.1556359941222265,1.2199137860203437
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,644555,13595,0.2476788311947322,0.013769636249026253,17.98731838048716,2.449269605218439e-72,0.22069084006642353,0.27466682232304085,1.2810484333224375,1.246937867738483,1.3160921092999094
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,618870,13643,0.327508243261979,0.013935199352975563,23.50222877809399,3.8702289156919513e-122,0.3001957544127611,0.35482073211119697,1.387506488830316,1.3501230742590313,1.4259250088017326
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,3007309,59828,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,29749,251,-0.7633811023101507,0.06277863815763314,-12.159886303894481,5.0829383068564805e-34,-0.8864249720975835,-0.6403372325227178,0.4660878691098672,0.41212648591634055,0.527114633868678
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,153113,1355,-0.7638223624571633,0.030003430627053733,-25.457834204080445,5.781453836326931e-143,-0.8226280058988346,-0.705016719015492,0.4658822484776546,0.4392757170903794,0.49410031331629156
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,9501,126,-0.3265309665768172,0.08992525467040541,-3.6311375238649086,2.821747645708608e-4,-0.502781227031404,-0.15028070612223032,0.7214220347318567,0.6048461038984164,0.8604664043335916
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,14929,215,-0.19649265747387126,0.07417352268750894,-2.649094317681116,0.008070780413644006,-0.34187009054785333,-0.051115224399889164,0.8216073639466436,0.7104404916496275,0.9501691815509096
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,2621512,50367,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),427632,8580,0.006657878530518319,0.011939056985723843,0.5576553105056365,0.5770797796030385,-0.016742243170871744,0.030058000231908383,1.006680091473444,0.9833971292957815,1.030514302288729
