outcome,outcome_var,outcome_descr,strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.0714791966416155,-1.2425209378270647,-0.9004374554561663,0.08726779804864003,-12.278059268143908,1.1881427155133494e-34,0.3425015154419504,0.2886556170820857,0.40639184252102606,0.6574984845580496,0.593608157478974,0.7113443829179142
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-0.7557104757076956,-0.89120807115009,-0.6202128802653011,0.06913269657564232,-10.931303321588597,8.166693835394614e-28,0.4696768022033003,0.41015995092706675,0.5378299320285022,0.5303231977966997,0.46217006797149784,0.5898400490729332
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.722655848328655,-0.8405626305750615,-0.6047490660822485,0.06015762696480151,-12.01270536737568,3.0471084838250974e-33,0.48546123093669336,0.43146769820587577,0.5462114724289693,0.5145387690633066,0.4537885275710307,0.5685323017941242
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-0.9049789460252157,-1.0549173521076711,-0.7550405399427602,0.07650059249310215,-11.829698523012292,2.741245558297442e-32,0.4045504024073282,0.3482212058656665,0.46999156091334304,0.5954495975926718,0.530008439086657,0.6517787941343335
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.1872683084127582,-1.3905125624581873,-0.984024054367329,0.10369795345659105,-11.449293537984431,2.3706967040373016e-30,0.3050534388393443,0.24894767069422913,0.373803861221935,0.6949465611606557,0.626196138778065,0.7510523293057709
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.3430431793055035,-1.6325741273091798,-1.0535122313018273,0.14772258586762793,-9.091657659641736,9.754039599848128e-20,0.2610500365000324,0.1954258750304046,0.34871084264591795,0.7389499634999677,0.651289157354082,0.8045741249695955
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.0723208105879134,-1.2434991351099682,-0.9011424860658587,0.08733748470496784,-12.277898936639732,1.1904992800274428e-34,0.3422133826552195,0.2883733929996808,0.4061054248110099,0.6577866173447805,0.5938945751889901,0.7116266070003192
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-0.7424995102138634,-0.8783907834202771,-0.6066082370074497,0.06933355626853695,-10.709093117019359,9.226115198534796e-27,0.4759228535718685,0.41545092456459254,0.5451969153501656,0.5240771464281315,0.45480308464983443,0.5845490754354075
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.6864686123995947,-0.8055030536318595,-0.5674341711673299,0.060732973754208414,-11.303062734549973,1.2671995174588653e-29,0.5033504597636789,0.4468630739153517,0.566978343330961,0.49664954023632113,0.433021656669039,0.5531369260846484
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-0.8365345358485032,-0.9884617816920784,-0.684607290004928,0.07751532530289226,-10.791859965493693,3.760996245914975e-27,0.4332091960701518,0.37214869691315366,0.5042882297221715,0.5667908039298482,0.49571177027782853,0.6278513030868463
