outcome,outcome_var,outcome_descr,strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.4655032359566666,-1.5798065755901414,-1.351199896323192,0.05831910205242798,-25.129043218793075,2.395347613365656e-139,0.2309617339781549,0.20601494267002118,0.25892938575643615,0.7690382660218451,0.7410706142435639,0.7939850573299788
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-1.1119721261616198,-1.1975566906502255,-1.026387561673014,0.043666396507122486,-25.465168072209586,4.795302209949785e-143,0.3289096696789707,0.30193102230758073,0.3582989584227743,0.6710903303210294,0.6417010415772257,0.6980689776924193
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.9331178166054457,-0.9995074307295355,-0.8667282024813558,0.03387287452614569,-27.54764187152743,4.722802946012993e-167,0.39332547995520445,0.3680606919150076,0.4203245187011612,0.6066745200447956,0.5796754812988387,0.6319393080849924
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.116091054041446,-1.1915384151090098,-1.040643692973882,0.03849425890612434,-28.993701548151606,7.89967359116473e-185,0.3275577007133276,0.30375360529647555,0.3532272388730289,0.6724422992866723,0.6467727611269711,0.6962463947035245
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.474027099582387,-1.5640564655573628,-1.3839977336074112,0.04593419403882724,-32.089974155994156,6.084269077050848e-226,0.22900141427298906,0.20928538801559257,0.25057481669538273,0.770998585727011,0.7494251833046173,0.7907146119844074
postest,positive_test_1_date,Positive test,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.8722777587046564,-1.9608419929791532,-1.7837135244301596,0.04518666412907592,-41.43429914092543,0,0.15377300481046693,0.14073986903650607,0.16801306673311167,0.846226995189533,0.8319869332668883,0.859260130963494
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw1-3,-1.40424871026123,-1.5187400337839572,-1.2897573867385028,0.0584150139624096,-24.0391744349299,1.0834537973589922e-127,0.24555146746904968,0.2189876302179422,0.2753375755342714,0.7544485325309503,0.7246624244657286,0.7810123697820578
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw4-7,-1.0407458699714582,-1.1265786223481198,-0.9549131175947967,0.043793025307454284,-23.765105577081616,7.669431892544308e-125,0.35319114901810666,0.3241403680300757,0.38484557941007813,0.6468088509818933,0.6151544205899219,0.6758596319699244
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw8-14,-0.848004034846349,-0.9147687771629697,-0.7812392925297283,0.03406426997804677,-24.894237727473918,8.589897862849982e-137,0.4282688892100095,0.4006092453888171,0.4578382640349702,0.5717311107899905,0.5421617359650298,0.599390754611183
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw15-21,-1.0160704169467158,-1.091991105446807,-0.9401497284466247,0.038735756931731334,-26.230813528117146,1.1833928149755028e-151,0.36201471567498894,0.3355477172379894,0.3905693516379721,0.6379852843250111,0.609430648362028,0.6644522827620106
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw22-28,-1.362334576189327,-1.453207168033235,-1.2714619843454191,0.046364419224383405,-29.383190795429286,9.005612302660494e-190,0.25606228170315526,0.23381918686202088,0.2804213503219406,0.7439377182968447,0.7195786496780594,0.7661808131379791
postest,positive_test_1_date,Positive test,all,2,"Region-stratified Cox model, with adjustment for baseline confounders",timesincevax_pw29+,-1.7494725210498363,-1.841001364426633,-1.6579436776730396,0.046699247587590635,-37.462541934288524,3.753749797250637e-307,0.17386562972686673,0.15865847158507201,0.19053036940489576,0.8261343702731333,0.8094696305951042,0.8413415284149279
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw1-3,-1.291585554377888,-1.4103682085836846,-1.1728029001720914,0.060604508625025304,-21.311707390769207,8.841183807716629e-101,0.27483467212470925,0.24405340404907536,0.309498231734181,0.7251653278752908,0.690501768265819,0.7559465959509246
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw4-7,-0.9449698452445994,-1.0325303338896592,-0.8574093565995395,0.044674539601607895,-21.152313010307747,2.6273824048792466e-99,0.3886912916158595,0.3561047556791499,0.4242597656127034,0.6113087083841404,0.5757402343872966,0.6438952443208501
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw8-14,-0.7595286474671128,-0.8272617088814905,-0.6917955860527351,0.034558319412319585,-21.978170824949053,4.6585668206160415e-107,0.4678869147244658,0.4372449525034298,0.5006762541613613,0.5321130852755342,0.4993237458386387,0.5627550474965701
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw15-21,-0.9259519804906223,-1.0032373358145248,-0.8486666251667199,0.03943202830945852,-23.48223056708739,6.196374943341122e-122,0.3961541085247514,0.36669041755392906,0.4279852163793172,0.6038458914752486,0.5720147836206828,0.6333095824460709
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw22-28,-1.2727065423825727,-1.3642132518982244,-1.181199832866921,0.046687954593780806,-27.259847929857845,1.270192114897626e-163,0.28007256676231906,0.2555816753076903,0.30691027656188713,0.7199274332376809,0.6930897234381128,0.7444183246923097
postest,positive_test_1_date,Positive test,all,3,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders",timesincevax_pw29+,-1.6525053785162118,-1.744738375715224,-1.5602723813171997,0.047058516343429876,-35.11596852005148,3.846239540941305e-270,0.19156935314370666,0.17469068631464635,0.21007884185535597,0.8084306468562934,0.789921158144644,0.8253093136853537
covidadmitted,covidadmitted_1_date,COVID-related admission,all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.1514694036386366,-1.2729293040289287,-1.0300095032483445,0.06197047565585507,-18.580935380150564,4.584445540586034e-77,0.3161718438233067,0.28001018428471763,0.35700356785946125,0.6838281561766932,0.6429964321405388,0.7199898157152824
