outcome,outcome_var,outcome_descr,term,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model,strata
postest,positive_test_1_date,Positive test,(Intercept),-8.792359098587596,0.12351110369240557,-71.18679078833476,0,-9.034436413515504,-8.550281783659688,1.518892230431333e-4,1.1923235405633061e-4,1.9349056939484106e-4,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(0,3]",-1.9457779674093945,0.16812395601703636,-11.573472415865735,5.616270113129562e-31,-2.2752948661411816,-1.616261068677607,0.14287602719747108,0.10276660157602359,0.19864001372694196,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(3,7]",-1.3360466973810976,0.10711631434984523,-12.472859111054992,1.049902145816132e-35,-1.5459908156634652,-1.12610257909873,0.26288287258749476,0.21310062315093592,0.3242947095978471,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(7,14]",-1.0224178725783226,0.07264175085372922,-14.074796663933034,5.4260734681680196e-45,-1.1647930880255637,-0.8800426571310817,0.35972412074480203,0.3119872092440846,0.4147652186099179,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(14,21]",-1.160521891274139,0.07938631321282127,-14.618664657760037,2.1354768851216335e-48,-1.3161162060366849,-1.0049275765115933,0.3133226178650078,0.26817481776494784,0.36607114599338525,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(21,28]",-1.6270146110083248,0.09813546531816637,-16.57927239386248,9.841312144262726e-62,-1.8193565886380103,-1.4346726333786393,0.19651537410597508,0.1621300336877233,0.23819332779757244,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(28, Inf]",-1.826498312513355,0.07896245447002453,-23.13122514709474,2.246598864069676e-118,-1.9812618794054868,-1.671734745621223,0.1609762705878584,0.13789512046413488,0.18792078795213937,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)1",1.74395864544854,0.12814242634621228,13.609533510289188,3.5148007211947586e-42,1.4928041049183876,1.9951131859786926,5.719941885420309,4.4495550611394314,7.353035241282609,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)2",1.3126715341685367,0.16303779725315054,8.05133261295439,8.189736659287719e-16,0.9931233234336183,1.632219744903455,3.7160881193589588,2.6996532084160973,5.115216601817834,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)3",2.6800976446098175,0.3015952895449017,8.886404189713986,6.311843412520743e-19,2.088981739194881,3.271213550024754,14.586517521157647,8.076686802100864,26.343288852019782,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)4",0.08240073239818389,0.20515473175708557,0.4016516299304803,0.6879404271101306,-0.3196951531036794,0.4844966179000472,1.085890874305738,0.7263704350984448,1.623357633960789,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,regionEast Midlands,-0.2548349341314922,0.22416334647191008,-1.1368269529444486,0.25561063353736835,-0.6941870198704096,0.1845171516074252,0.7750444207833933,0.49948035056754486,1.202637608276111,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,regionLondon,0.5649735022581233,0.888316326727678,0.6360048613981193,0.5247732534450704,-1.1760945050070406,2.306041509523287,1.7594011619462984,0.308481160674507,10.034623968249992,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,regionNorth East,0.43759880803826373,0.25211411999259065,1.7357171746315687,0.08261385520538635,-0.056535787141223426,0.9317334032177509,1.5489833430784308,0.9450326638725759,2.538906313885833,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,regionNorth West,-0.17409472957702543,0.2743698900233307,-0.6345256382259056,0.5257378403862616,-0.7118498324649689,0.36366037331091805,0.8402173004589045,0.49073557871861084,1.438585549133888,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,regionSouth East,-0.11379830480348924,0.661224584795349,-0.17210234982220174,0.863357065437754,-1.4097746766948238,1.1821780670878455,0.8924379381763302,0.24419830052304878,3.2614701731769284,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,regionSouth West,0.08206901266439376,0.3955094618056973,0.20750202103815146,0.8356178144612385,-0.6931152880195928,0.8572533133483804,1.0855307226120028,0.5000159465244625,2.356678737798789,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,regionWest Midlands,-5.172872791855156,1.151990736902171,-4.4903770717510945,7.109719801183809e-6,-7.430733146707167,-2.9150124370031443,0.005668261670952179,5.92752777817705e-4,0.05420335690146117,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,regionYorkshire and The Humber,-0.05647224265153946,0.20007332091908803,-0.28225773627448053,0.7777458900697352,-0.44860874592027605,0.3356642606171972,0.9450927173989515,0.6385158717680132,1.3988692904489832,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)1:regionEast Midlands",0.374221129532042,0.22841103730910914,1.6383671031869085,0.10134513728846956,-0.0734562772652464,0.8218985363293304,1.4538586059870844,0.929176771052889,2.2748145584909323,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)2:regionEast Midlands",0.3967452546064348,0.25711160840404285,1.543085732570122,0.12280997596415943,-0.10718423787265502,0.9006747470855245,1.4869770812365781,0.8983601457804467,2.461263281222219,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)3:regionEast Midlands",-0.5219705872856303,0.5309466477897481,-0.9830942326475103,0.32556106254293776,-1.5626068946658096,0.5186657200945489,0.5933501469047907,0.20958898200943482,1.679784850599104,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)4:regionEast Midlands",0.40367337952765475,0.3076544151856987,1.3121000694366745,0.18948637257267464,-0.19931819392104727,1.0066649529763567,1.4973148134103664,0.8192891590231083,2.7364595585902114,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"ns(tstop, df = 4)1:regionLondon",0.30982987651448407,0.8909839347415219,0.34773901574820987,0.7280361927959283,-1.4364665463826845,2.0561262994116527,1.363193183228528,0.23776641272809573,7.815635663081782,2 Demographics + clinical,all
