outcome,outcome_var,outcome_descr,term,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model,strata
postest,positive_test_1_date,Positive test,(Intercept),-7.694851617726587,0.02440331741896086,-315.3199003897663,0,-7.7426812409710495,-7.647021994482125,4.551645219227619e-4,4.3390660582585624e-4,4.774639040649308e-4,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(0,3]",-0.5270234027798153,0.23074503515943054,-2.284007551519688,0.022371087143774986,-0.9792753613037275,-0.07477144425590304,0.5903596197426029,0.37558316235873535,0.927955551664854,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(3,7]",-0.13563845032218477,0.16624287418207964,-0.8159053492640232,0.4145542724447102,-0.4614684964054844,0.19019159576111486,0.8731582655163505,0.6303572880854026,1.2094813069508428,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(7,14]",-0.19958215338877447,0.13356809283924959,-1.494235255937759,0.13511414069023572,-0.4613708048374059,0.062206498059856924,0.8190729284320891,0.6304188716853756,1.0641820735739902,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(14,21]",-0.9330453881533106,0.20150130111558348,-4.630468304609631,3.6483962999983553e-6,-1.3279806811778148,-0.5381100951288065,0.3933539689425971,0.2650118647973988,0.5838506325035011,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(21,28]",-1.0227701333297867,0.2306671715662627,-4.4339648610811535,9.251571159986664e-6,-1.4748694820153831,-0.5706707846441903,0.35959742637174635,0.2288085887323008,0.5651462201205775,0 Unadjusted,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(28, Inf]",-1.610498671969973,0.37810015185031376,-4.2594499475566305,2.049305802994113e-5,-2.3515613521457133,-0.8694359917942327,0.1997879605741294,0.095220373555463,0.4191879080071079,0 Unadjusted,all
postest,positive_test_1_date,Positive test,(Intercept),-12.280559718896455,6.66949152508865,-1.8413037444759666,0.06557705931887649,-25.352522903265324,0.7914034654724134,4.641097363672831e-6,9.762008934169582e-12,2.2064909881096324,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(0,3]",-0.5678702467886706,0.23080376101308192,-2.4604029167292634,0.013878111369837095,-1.020237305870701,-0.11550318770664025,0.566731151798624,0.3605093790293125,0.8909177322481806,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(3,7]",-0.1750256885399046,0.16623341106139636,-1.0528911572130402,0.29239087935431174,-0.5008371872474836,0.15078581016767442,0.839435456621008,0.6060230924731697,1.16274758269829,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(7,14]",-0.23343558972897244,0.13363015931717415,-1.7468780320384703,0.08065849718905682,-0.49534588923898326,0.028474709781038388,0.7918085947039881,0.6093600997392127,1.0288839898040982,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(14,21]",-0.9548810668719754,0.20134793488838582,-4.742442813735831,2.111564454305094e-6,-1.3495157676147274,-0.5602463661292234,0.384857914186741,0.2593658235740274,0.5710683546164833,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(21,28]",-1.0295317314175674,0.23051710106390497,-4.46618375238094,7.962722470286375e-6,-1.4813369473234008,-0.5777265155117339,0.35717417486003566,0.22733355213799455,0.5611727348962046,1 Demographics,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(28, Inf]",-1.6052973270001896,0.3779831238665986,-4.247007936700228,2.1664428795367257e-5,-2.346130636542665,-0.8644640174577143,0.20082983390027553,0.09573889502078355,0.421277289399012,1 Demographics,all
postest,positive_test_1_date,Positive test,"poly(age, degree = 2, raw = TRUE)1",0.05329309755363814,0.15183868855065985,0.3509849700516696,0.7255996241617321,-0.24430526346544934,0.35089145857272563,1.0547387411642584,0.783248500613731,1.4203331525576648,1 Demographics,all
postest,positive_test_1_date,Positive test,"poly(age, degree = 2, raw = TRUE)2",4.608748778112708e-5,8.621702924776245e-4,0.053455202740383415,0.9573692226193213,-0.0016437352340153812,0.0017359102095776354,1.0000460885498257,0.9983576149588566,1.0017374177739113,1 Demographics,all
postest,positive_test_1_date,Positive test,sexMale,0.07433890399345283,0.04747124438806804,1.5659775713007855,0.11735386800314228,-0.01870302530845966,0.16738083329536532,1.0771718014685825,0.9814707909525876,1.182204402387684,1 Demographics,all
postest,positive_test_1_date,Positive test,imd2,-0.24544784706573722,0.07441573786464127,-3.2983325047746663,9.726088680074249e-4,-0.3913000131634077,-0.09959568096806679,0.7823540847917094,0.6761772635257439,0.905203334993487,1 Demographics,all
postest,positive_test_1_date,Positive test,imd3,-0.33112501301986086,0.07185680556811888,-4.608123202832342,4.063198915448789e-6,-0.471961763977471,-0.19028826206225066,0.7181153896554218,0.6237773632270921,0.8267207873528051,1 Demographics,all
postest,positive_test_1_date,Positive test,imd4,-0.5386335652423522,0.07541371575701142,-7.142381990271763,9.172725923767633e-13,-0.6864417320664353,-0.390825398418269,0.5835450841263099,0.5033639901735834,0.6764982633949506,1 Demographics,all
postest,positive_test_1_date,Positive test,imd5 least deprived,-0.5514974634332467,0.07633644521778024,-7.224563075473053,5.027154921780336e-13,-0.7011141467679107,-0.40188078009858264,0.5760864956890387,0.4960323429771506,0.6690605062633274,1 Demographics,all
postest,positive_test_1_date,Positive test,ethnicityBlack,0.1531829753843104,0.17218075659177784,0.889663737205493,0.3736464710145534,-0.1842851063664316,0.4906510571350524,1.1655382242373313,0.8316986474415424,1.6333792971014722,1 Demographics,all
postest,positive_test_1_date,Positive test,ethnicitySouth Asian,0.12208619430906273,0.12269315668229637,0.995053005484199,0.31971048522329343,-0.11838797393776798,0.3625603625558934,1.1298514843513838,0.8883513285838995,1.4370039596000461,1 Demographics,all
postest,positive_test_1_date,Positive test,ethnicityMixed,-0.22234177124048968,0.4107839688088298,-0.5412620455594334,0.5883269771143678,-1.0274635555322207,0.5827800130512414,0.8006416812682279,0.3579136382819797,1.7910105489721124,1 Demographics,all
postest,positive_test_1_date,Positive test,ethnicityOther,-0.04142203043996019,0.26826773819726885,-0.1544055603491941,0.8772899697121012,-0.5672171355206271,0.4843730746407068,0.9594241383032125,0.5671014111969461,1.6231570914557067,1 Demographics,all
postest,positive_test_1_date,Positive test,(Intercept),-7.7505733164426,6.675693193056456,-1.1610140089278147,0.24563620247322118,-20.834691546672445,5.333544913787244,4.3049565957187984e-4,8.945578458822254e-10,207.17107760365803,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(0,3]",-0.6290144862963659,0.23073338642693367,-2.7261528816314406,0.0064077311286443,-1.0812436137241188,-0.17678535886861307,0.5331169362467176,0.339173462484763,0.8379596258237767,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(3,7]",-0.2358072418183488,0.16631188632350355,-1.4178616275187061,0.15623116736374065,-0.5617725492133353,0.09015806557663766,0.7899329252927896,0.5701974644917266,1.0943472486638492,2 Demographics + clinical,all
postest,positive_test_1_date,Positive test,"timesincevax_pw(7,14]",-0.2918354007486448,0.13375673632276538,-2.1818370331975157,0.029121562337068238,-0.5539937866308853,-0.029677014866404228,0.7468914636319367,0.5746501910921223,0.9707590236524051,2 Demographics + clinical,all
