term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,or,or.ll,or.ul
(Intercept),-7.650494661399054,0.016820820169752275,-454.82292683661245,0,-7.683462863122193,-7.617526459675915,0 Unadjusted,4.7580870659938895e-4,4.6037790961457516e-4,4.91756708016939e-4
"timesincevax_pwDose 1 (0,3]",-1.1562381354452844,0.11238535209164179,-10.288156898796379,7.968705735190165e-25,-1.3765093779347555,-0.9359668929558134,0 Unadjusted,0.3146676943883889,0.2524582531652877,0.3922064604751805
"timesincevax_pwDose 1 (3,7]",-0.5604715415807967,0.07356995472669507,-7.618212402914908,2.5721280957788447e-14,-0.7046660031893613,-0.41627707997223207,0 Unadjusted,0.5709397785184871,0.4942736325069827,0.6594975116139418
"timesincevax_pwDose 1 (7,14]",-0.6675382459237732,0.05995837278285034,-11.133361613087448,8.631762577336152e-29,-0.7850544971497865,-0.5500219946977599,0 Unadjusted,0.5129698302735173,0.4560948452392421,0.5769371206833382
"timesincevax_pwDose 1 (14,21]",-0.7558036566959772,0.06336495138716143,-11.927787209651562,8.479765224774502e-33,-0.8799966792969449,-0.6316106340950094,0 Unadjusted,0.46963303929366534,0.4147842890547503,0.5317346809321719
"timesincevax_pwDose 1 (21, Inf]",-1.331413970647123,0.05796765984787635,-22.9682201099912,9.690042359812982e-117,-1.4450284962170292,-1.217799445077217,0 Unadjusted,0.26410356247735917,0.23573935878021826,0.2958805524632885
"timesincevax_pwDose 2 (0,3]",-2.1761793332019206,0.5002691353041129,-4.350017180010564,1.3612686655119323e-5,-3.156688820974977,-1.1956698454288643,0 Unadjusted,0.11347425077671495,0.04256645313734102,0.30250125721753146
"timesincevax_pwDose 2 (3,7]",-1.2067154970617742,0.26780903414012275,-4.505880471643827,6.609828870311462e-6,-1.7316115587108722,-0.681819435412676,0 Unadjusted,0.29917831950289536,0.1769989358256452,0.5056960734992617
"timesincevax_pwDose 2 (7,14]",-1.6944057406329267,0.25875719514041495,-6.548245894045401,5.821680877196494e-11,-2.201560523848743,-1.1872509574171108,0 Unadjusted,0.18370836701427865,0.11063038223688809,0.30505873186615334
"timesincevax_pwDose 2 (14,21]",-2.0013154094661334,0.3019852371065725,-6.6271961789968445,3.421228266649905e-11,-2.593195598057804,-1.4094352208744627,0 Unadjusted,0.13515737895807978,0.07478068882982236,0.24428120912859186
"timesincevax_pwDose 2 (21, Inf]",-2.2500108472927947,0.18644381980352448,-12.068036632503391,1.5580732689643166e-33,-2.615434019247778,-1.884587675337811,0 Unadjusted,0.10539808127181599,0.07313603935778115,0.15189167520319707
(Intercept),-22.122423910521466,4.252364805014442,-5.202381480637415,1.9675083381222113e-7,-30.45690577747546,-13.787942043567472,"1 Age, sex, IMD",2.468046678653021e-10,5.925621194275049e-14,1.0279520422087028e-6
age,0.2701689543546462,0.09697061781753018,2.786090884385451,0.005334791205093793,0.08011003587368906,0.4602278728356034,"1 Age, sex, IMD",1.3101857936295271,1.083406274672309,1.5844349935557083
I(age * age),-0.0011452286112811577,5.515730761489779e-4,-2.076295346533259,0.0378666434379632,-0.0022262919753751227,-6.416524718719251e-5,"1 Age, sex, IMD",0.9988554269127394,0.9977761843745712,0.9999358368113582
sexMale,0.028721728523851648,0.029646187269974176,0.9688169430455287,0.33263653149407657,-0.029383730804227553,0.08682718785193085,"1 Age, sex, IMD",1.0291381748267003,0.9710437735565197,1.090708175808086
imd2,-0.17364474374982092,0.04813881044463506,-3.6071673177203145,3.095580570761518e-4,-0.2679950784799062,-0.07929440901973563,"1 Age, sex, IMD",0.8405954714152871,0.7649115456211422,0.9237679187991569
imd3,-0.25743938602943567,0.046079337853671055,-5.586872512078121,2.311953170175979e-8,-0.3477532286540841,-0.16712554340478722,"1 Age, sex, IMD",0.773028481219044,0.706273142685519,0.8460933832251103
imd4,-0.36435194870816506,0.04699792005688798,-7.7525122019685195,9.009215662721933e-15,-0.45646617936795814,-0.272237718048372,"1 Age, sex, IMD",0.6946466717169112,0.6335184350250931,0.7616731761061846
imd5 most deprived,-0.41028035660779505,0.04763458722138651,-8.613076769217628,7.112543076691859e-18,-0.5036424319801445,-0.31691828123544563,"1 Age, sex, IMD",0.6634642174823893,0.6043254316754411,0.7283902758471443
"timesincevax_pwDose 1 (0,3]",-1.1271096283567852,0.11239772608165494,-10.027868602412473,1.1497157701503685e-23,-1.3474051234210271,-0.9068141332925432,"1 Age, sex, IMD",0.3239682932374184,0.25991383066415025,0.40380865748843103
"timesincevax_pwDose 1 (3,7]",-0.5304190783811272,0.07358952849821478,-7.207806452979173,5.686037000172197e-13,-0.6746519038769121,-0.38618625288534236,"1 Age, sex, IMD",0.5883583497406905,0.5093336868346612,0.6796439282484769
"timesincevax_pwDose 1 (7,14]",-0.6347790987258773,0.05998563568543867,-10.582185076017591,3.604524207356033e-26,-0.7523487842590777,-0.517209413192677,"1 Age, sex, IMD",0.5300525646728226,0.4712583675708322,0.5961819261999797
"timesincevax_pwDose 1 (14,21]",-0.7177979315091538,0.06339818063774301,-11.322058839679466,1.0204674789961921e-29,-0.8420560822444947,-0.593539780773813,"1 Age, sex, IMD",0.4878252987889628,0.43082380298455886,0.5523685564492128
"timesincevax_pwDose 1 (21, Inf]",-1.2823772742191422,0.05803046420324938,-22.09834596062625,3.2785834135253617e-108,-1.3961148940636519,-1.1686396543746325,"1 Age, sex, IMD",0.2773771145792122,0.24755688275582177,0.31078943487981076
"timesincevax_pwDose 2 (0,3]",-2.1314174357193942,0.5002768220083527,-4.260476084346374,2.0399191059655577e-5,-3.1119419891559206,-1.1508928822828681,"1 Age, sex, IMD",0.11866896895035353,0.04451442481652394,0.31635417619756706
"timesincevax_pwDose 2 (3,7]",-1.161794753685297,0.26782836090033796,-4.337833192048001,1.4389429510294671e-5,-1.6867286950883549,-0.6368608122822391,"1 Age, sex, IMD",0.31292405499382236,0.18512413200752467,0.5289502947665222
"timesincevax_pwDose 2 (7,14]",-1.6492216265248651,0.258776356517603,-6.373154212072224,1.8517951263836129e-10,-2.1564139653498637,-1.1420292876998666,"1 Age, sex, IMD",0.19219945336880886,0.11573942332533349,0.3191706750726762
"timesincevax_pwDose 2 (14,21]",-1.9559218724748473,0.30200117780191743,-6.4765372331022375,9.385146588701456e-11,-2.5478333042552825,-1.364010440694412,"1 Age, sex, IMD",0.14143403243537753,0.07825102862700162,0.2556335153916291
"timesincevax_pwDose 2 (21, Inf]",-2.2039235632339347,0.18646806927468365,-11.819308108925416,3.102289734819594e-32,-2.5693942632790345,-1.8384528631888348,"1 Age, sex, IMD",0.1103692669208561,0.07658191985816479,0.15906332856642874
(Intercept),-15.931277704879241,4.281108996497926,-3.72129691580184,1.982022283184845e-4,-24.322097151905588,-7.540458257852896,2  + co-morbidities,1.205407815853732e-7,2.7355673939955393e-11,5.311541604533511e-4
age,0.12701913786386387,0.09764423160367361,1.3008360635108436,0.19331457481787118,-0.06436003937742407,0.3183983151051518,2  + co-morbidities,1.1354387474457306,0.9376673415834038,1.3749238050928272
I(age * age),-3.683863091320826e-4,5.553885958027978e-4,-0.6632946947705887,0.5071418336709601,-0.0014569279543298396,7.201553360656743e-4,2  + co-morbidities,0.9996316815367728,0.9985441328499679,1.0007204147101791
sexMale,-0.014165159944529564,0.030089997661891688,-0.47075975557384053,0.6378123066561747,-0.0731404716567317,0.044810151767672564,2  + co-morbidities,0.9859346938956997,0.9294702566282452,1.045829292218007
imd2,-0.151861302382869,0.04818111667962984,-3.151884241136183,0.0016222057068289097,-0.24629455580986553,-0.057428048955872446,2  + co-morbidities,0.859107428631379,0.7816919391089401,0.944189823386115
imd3,-0.2203427378923079,0.04618168265166645,-4.771215019476059,1.8311792924664028e-6,-0.3108571726350323,-0.12982830314958346,2  + co-morbidities,0.8022437914913886,0.7328185349354096,0.8782462100841989
imd4,-0.32040069256104103,0.04715490803804953,-6.794641446496049,1.085822377034818e-11,-0.4128226140099164,-0.2279787711121657,2  + co-morbidities,0.7258581328418015,0.6617796628574674,0.7961411608474621
imd5 most deprived,-0.3528376102369219,0.047854989867460784,-7.373057882033644,1.6675804024725187e-13,-0.4466316668576742,-0.2590435536161696,2  + co-morbidities,0.7026912939853528,0.6397795168807564,0.7717894080920387
chronic_cardiac_diseaseTRUE,0.32058095278930804,0.030097097774502084,10.651557010287569,1.7147269645751234e-26,0.2615917251121034,0.3795701804665127,2  + co-morbidities,1.377928042991432,1.298996086669204,1.4616562060095777
current_copdTRUE,0.33003543158389914,0.04218340219135965,7.823822035186619,5.12432362840279e-15,0.24735748254346623,0.41271338062433205,2  + co-morbidities,1.391017413540844,1.2806368362728033,1.5109119072393118
dementiaTRUE,0.9456278612120026,0.036241176441502695,26.092636996438333,4.419397017857306e-150,0.8745964606292959,1.0166592617947092,2  + co-morbidities,2.5744292555346093,2.397907448635555,2.763945704211284
dialysisTRUE,1.1598680886344435,0.2041377833878208,5.681790354463324,1.3329198852926854e-8,0.7597653853104759,1.5599707919584112,2  + co-morbidities,3.1895125154138673,2.1377746083303224,4.7586822513188904
solid_organ_transplantationTRUE,-0.18132286889802418,0.5870329031440333,-0.30888024832491395,0.7574126221811448,-1.3318862168003192,0.9692404790042708,2  + co-morbidities,0.8341659889589501,0.2639788700310153,2.6359416458374443
chemo_or_radioTRUE,0.09361434407155547,0.08029159721362616,1.16592952837247,0.24364293914552912,-0.06375429472834834,0.25098298287145926,2  + co-morbidities,1.0981361615225766,0.9382355006204566,1.2852882122303761
sickle_cell_diseaseTRUE,0.9186568875038038,1.0011601994254706,0.9175922974474889,0.35883235193962576,-1.0435810461250563,2.8808948211326637,2  + co-morbidities,2.505922392962709,0.352191208068928,17.830220901831673
permanant_immunosuppressionTRUE,-0.3081110189227127,0.5777793012096265,-0.5332676651407519,0.5938483074709696,-1.4405376403063002,0.8243156024608747,2  + co-morbidities,0.7348337330310003,0.23680041100606222,2.2803195860435035
temporary_immunosuppressionTRUE,0.30492173248109405,0.18402578092047162,1.6569511671458073,0.09752934833206188,-0.05576217034988845,0.6656056353120765,2  + co-morbidities,1.3565188274882545,0.9457640398756099,1.9456685301464098
aspleniaTRUE,0.4317356909029259,0.24365823712258736,1.7718903986230292,0.07641275253033655,-0.04582567839386564,0.9092970601997175,2  + co-morbidities,1.5399280443762728,0.9552084611512509,2.482576817837714
intel_dis_incl_downs_syndromeTRUE,0.7767891346596297,0.2305472628332405,3.369327074689657,7.535195592549074e-4,0.32492480277218866,1.2286534665470707,2  + co-morbidities,2.174479084898643,1.3839265746259555,3.4166258364824094
psychosis_schiz_bipolarTRUE,0.7312320998733858,0.10874116456269635,6.724519668462654,1.7617262286391767e-11,0.5181033336935578,0.9443608660532138,2  + co-morbidities,2.07763888993409,1.6788404280326317,2.5711695315944914
lung_cancerTRUE,0.11662555897583032,0.16373013681536283,0.7123035578193405,0.47627682137904803,-0.20427961236609632,0.43753073031775697,2  + co-morbidities,1.1236985920543492,0.8152343896989295,1.54887789541269
cancer_excl_lung_and_haemTRUE,0.14369952890131224,0.03756938976694019,3.824909847957207,1.3081994846554602e-4,0.07006487803696183,0.21733417976566266,2  + co-morbidities,1.1545371513558793,1.0725777657368696,1.2427593377764987
haematological_cancerTRUE,0.32603299726420154,0.0947377671912236,3.441425810744723,5.78657129266747e-4,0.14035038559366295,0.5117156089347401,2  + co-morbidities,1.385461084543982,1.1506769088429565,1.6681506355384415
"timesincevax_pwDose 1 (0,3]",-1.1206442392377158,0.11240194680727687,-9.969971793808519,2.062874120617914e-23,-1.3409480067721653,-0.9003404717032664,2  + co-morbidities,0.3260696600725987,0.2615975547386328,0.4064312578383535
"timesincevax_pwDose 1 (3,7]",-0.5230495710107099,0.0735955057090793,-7.1070857652409956,1.1851879161533839e-12,-0.6672941116245172,-0.3788050303969026,2  + co-morbidities,0.5927102770196814,0.5130950790917147,0.6846790912643936
"timesincevax_pwDose 1 (7,14]",-0.6254233385662709,0.059992468446602734,-10.425030920721973,1.9059733140173827e-25,-0.7430064160652678,-0.5078402610672739,2  + co-morbidities,0.5350348796700768,0.47568166662727707,0.6017938939990217
"timesincevax_pwDose 1 (14,21]",-0.7048652689332104,0.06340631152622005,-11.11664204977026,1.0411733777023602e-28,-0.8291393559171286,-0.5805911819492923,2  + co-morbidities,0.4941751505163057,0.43642473109863683,0.5595674625795195
"timesincevax_pwDose 1 (21, Inf]",-1.265569610197226,0.05804102787619012,-21.80474151658493,2.091846824318051e-105,-1.379327934460244,-1.151811285934208,2  + co-morbidities,0.2820785755377765,0.2517476871640451,0.3160637687430763
"timesincevax_pwDose 2 (0,3]",-2.0946727723924896,0.5002828446010912,-4.186977017096622,2.8269443873334057e-5,-3.0752091298938766,-1.1141364148911026,2  + co-morbidities,0.12311052222512517,0.04617996975958696,0.3281985839628362
"timesincevax_pwDose 2 (3,7]",-1.1244063593305684,0.2678456146366845,-4.197964416388724,2.6932493673494217e-5,-1.6493741174354644,-0.5994386012256726,2  + co-morbidities,0.32484525148299176,0.19217014693368725,0.5491198247741456
"timesincevax_pwDose 2 (7,14]",-1.6113219980955917,0.25879241909619016,-6.226310661351644,4.775467093358522e-10,-2.11854581899612,-1.1040981771950635,2  + co-morbidities,0.19962353762274843,0.12020630319902793,0.3315097104936433
"timesincevax_pwDose 2 (14,21]",-1.9179155069536655,0.30201421749039054,-6.3504146357437286,2.1473534481519994e-10,-2.5098524960538775,-1.3259785178534533,2  + co-morbidities,0.1469128820566633,0.081280227511011,0.2655429933592543
"timesincevax_pwDose 2 (21, Inf]",-2.166260411314498,0.18648615237824162,-11.616199828718475,3.409679359015366e-31,-2.5317665535913,-1.8007542690376959,2  + co-morbidities,0.11460539359106954,0.07951842258078672,0.16517425539748445
(Intercept),-17.235017895361693,4.278970867325549,-4.027841840889643,5.6291188426463275e-5,-25.621646686215886,-8.8483891045075,3  + spatio-temporal trends,3.272855510292853e-8,7.458649977777801e-12,1.436128954055792e-4
age,0.14242738495911084,0.09757041408479988,1.4597394742562546,0.14436168864227023,-0.0488071126037565,0.33366188252197815,3  + spatio-temporal trends,1.1530693477394267,0.9523648111517137,1.3960710277486552
I(age * age),-4.6574551021692464e-4,5.549899000219633e-4,-0.8391963713186368,0.4013591232438246,-0.0015535057260434577,6.220147056096086e-4,3  + spatio-temporal trends,0.9995343629323871,0.9984477003393529,1.0006222081968728
sexMale,-0.009779399215733302,0.03009739491510632,-0.3249251054224922,0.7452377555701064,-0.06876920927782064,0.04921041084635403,3  + spatio-temporal trends,0.9902682636109699,0.9335421080751618,1.0504413517425741
imd2,-0.1495397859290322,0.04900198525468537,-3.051708724693635,0.002275427867068258,-0.2455819121991783,-0.0534976596588861,3  + spatio-temporal trends,0.8611041775084668,0.7822492054174244,0.9479081594296449
imd3,-0.2023965314454273,0.04761542117664123,-4.250650869905931,2.1315020140405235e-5,-0.2957210420603499,-0.10907202083050471,3  + spatio-temporal trends,0.8167709883397725,0.74399494237118,0.8966658365544429
imd4,-0.2758900399277032,0.04855961899678913,-5.681470440407403,1.3354159731363462e-8,-0.3710651442643969,-0.18071493559100954,3  + spatio-temporal trends,0.7588963744736219,0.6899989906179785,0.8346732604252038
imd5 most deprived,-0.3084979505126216,0.0492953433273677,-6.258156038470073,3.895559536252561e-10,-0.40511504803979914,-0.21188085298544404,3  + spatio-temporal trends,0.7345494576474697,0.666900080897694,0.8090610890373601
