stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.2596011711295545,-1.4419712457923866,-1.0772310964667224,0.09304766623333081,-13.537160276227862,9.43669197821225e-42,0.2837671784773944,0.23646117586051965,0.3405371359081783,0,3,1.5,0.7162328215226056,0.6594628640918216,0.7635388241394804,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-1.168355544470866,-1.3299311547381172,-1.0067799342036148,0.0824380506691648,-14.172527552351243,1.3553310292395475e-45,0.31087774578065286,0.26449546993292206,0.36539367893964336,3,7,5,0.6891222542193471,0.6346063210603566,0.7355045300670779,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.8830715552694286,-1.0131137450735654,-0.7530293654652918,0.06634927520602064,-13.309437857872744,2.0401090153262264e-40,0.4135108376664689,0.3630866583129134,0.4709377470991018,7,14,10.5,0.5864891623335311,0.5290622529008981,0.6369133416870866,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-1.0449479142698592,-1.1999425507237602,-0.8899532778159582,0.07908034926992481,-13.21374935640636,7.309105789906566e-40,0.35171013798032846,0.3012115157987272,0.41067493993423343,14,21,17.5,0.6482898620196715,0.5893250600657666,0.6987884842012728,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.391086109374561,-1.5868983621889747,-1.1952738565601473,0.0999060464166464,-13.923943137267191,4.531955640238481e-44,0.24880492846396002,0.20455909703533381,0.3026210680684786,21,28,24.5,0.75119507153604,0.6973789319315213,0.7954409029646662,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.4835726488810181,-1.7156827186140369,-1.2514625791479994,0.11842568106550602,-12.5274571827068,5.282946168315252e-36,0.22682586988584685,0.17984089806255557,0.28608606720577456,28,35,31.5,0.7731741301141531,0.7139139327942254,0.8201591019374445,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.5796133818842695,-1.7983225335019877,-1.3609042302665513,0.11158835230793426,-14.155719205578361,1.7216727772618914e-45,0.20605474730513926,0.1655764042655951,0.2564288014062593,35,42,38.5,0.7939452526948607,0.7435711985937408,0.8344235957344048,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.3343183636659641,-1.5167171905967212,-1.151919536735207,0.09306233602734326,-14.337898881819592,1.2683766271874626e-46,0.2633376147792516,0.21943105619321976,0.31602955643873115,0,3,1.5,0.7366623852207483,0.6839704435612688,0.7805689438067802,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-1.261608598884624,-1.422856972076234,-1.1003602256930138,0.08227108990956816,-15.334774345050926,4.478262636667453e-53,0.28319810774263676,0.2410244322314432,0.3327511965757774,3,7,5,0.7168018922573632,0.6672488034242225,0.7589755677685568,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-1.0066616026120634,-1.1371478679815934,-0.8761753372425334,0.06657584853537568,-15.120522302876314,1.1859819375247944e-51,0.36543691911350396,0.3207324899351273,0.416372354039283,7,14,10.5,0.634563080886496,0.583627645960717,0.6792675100648726,0,NA,NA,NA,NA,NA
